ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;CODG_SIT_DOM;DESC_SIT_DOM
Indicador  4.2.1.3;2;97.0;14;Roraima;9310;2018;6795;Total
Indicador  4.2.1.3;2;97.8;14;Roraima;9310;2018;1;Urbana
Indicador  4.2.1.3;2;93.5;14;Roraima;9310;2018;2;Rural
Indicador  4.2.1.3;2;90.7;14;Roraima;9310;2019;6795;Total
Indicador  4.2.1.3;2;94.8;14;Roraima;9310;2019;1;Urbana
Indicador  4.2.1.3;2;100.0;14;Roraima;9310;2019;2;Rural
Indicador  4.2.1.3;2;86.4;15;Pará;9310;2012;6795;Total
Indicador  4.2.1.3;2;90.2;15;Pará;9310;2012;1;Urbana
Indicador  4.2.1.3;2;79.7;15;Pará;9310;2012;2;Rural
Indicador  4.2.1.3;2;88.0;15;Pará;9310;2013;6795;Total
Indicador  4.2.1.3;2;92.0;15;Pará;9310;2013;1;Urbana
Indicador  4.2.1.3;2;81.0;15;Pará;9310;2013;2;Rural
Indicador  4.2.1.3;2;87.9;15;Pará;9310;2014;6795;Total
Indicador  4.2.1.3;2;92.0;15;Pará;9310;2014;1;Urbana
Indicador  4.2.1.3;2;81.2;15;Pará;9310;2014;2;Rural
Indicador  4.2.1.3;2;91.1;15;Pará;9310;2015;6795;Total
Indicador  4.2.1.3;2;93.2;15;Pará;9310;2015;1;Urbana
Indicador  4.2.1.3;2;87.4;15;Pará;9310;2015;2;Rural
Indicador  4.2.1.3;2;93.5;15;Pará;9310;2016;6795;Total
Indicador  4.2.1.3;2;96.6;15;Pará;9310;2016;1;Urbana
Indicador  4.2.1.3;2;88.6;15;Pará;9310;2016;2;Rural
Indicador  4.2.1.3;2;95.3;15;Pará;9310;2017;6795;Total
Indicador  4.2.1.3;2;98.4;15;Pará;9310;2017;1;Urbana
Indicador  4.2.1.3;2;89.3;15;Pará;9310;2017;2;Rural
Indicador  4.2.1.3;2;92.0;15;Pará;9310;2018;6795;Total
Indicador  4.2.1.3;2;95.2;15;Pará;9310;2018;1;Urbana
Indicador  4.2.1.3;2;85.2;15;Pará;9310;2018;2;Rural
Indicador  4.2.1.3;2;94.6;15;Pará;9310;2019;6795;Total
Indicador  4.2.1.3;2;96.8;15;Pará;9310;2019;1;Urbana
Indicador  4.2.1.3;2;94.2;15;Pará;9310;2019;2;Rural
Indicador  4.2.1.3;2;73.4;16;Amapá;9310;2012;6795;Total
Indicador  4.2.1.3;2;70.5;16;Amapá;9310;2012;1;Urbana
Indicador  4.2.1.3;2;93.0;16;Amapá;9310;2012;2;Rural
Indicador  4.2.1.3;2;75.0;16;Amapá;9310;2013;6795;Total
Indicador  4.2.1.3;2;74.2;16;Amapá;9310;2013;1;Urbana
Indicador  4.2.1.3;2;82.7;16;Amapá;9310;2013;2;Rural
Indicador  4.2.1.3;2;79.5;16;Amapá;9310;2014;6795;Total
Indicador  4.2.1.3;2;79.0;16;Amapá;9310;2014;1;Urbana
Indicador  4.2.1.3;2;83.6;16;Amapá;9310;2014;2;Rural
Indicador  4.2.1.3;2;85.4;16;Amapá;9310;2015;6795;Total
Indicador  4.2.1.3;2;89.3;16;Amapá;9310;2015;1;Urbana
Indicador  4.2.1.3;2;52.2;16;Amapá;9310;2015;2;Rural
Indicador  4.2.1.3;2;83.8;16;Amapá;9310;2016;6795;Total
Indicador  4.2.1.3;2;82.8;16;Amapá;9310;2016;1;Urbana
Indicador  4.2.1.3;2;88.9;16;Amapá;9310;2016;2;Rural
Indicador  4.2.1.3;2;76.2;16;Amapá;9310;2017;6795;Total
Indicador  4.2.1.3;2;80.4;16;Amapá;9310;2017;1;Urbana
Indicador  4.2.1.3;2;44.8;16;Amapá;9310;2017;2;Rural
Indicador  4.2.1.3;2;78.1;16;Amapá;9310;2018;6795;Total
Indicador  4.2.1.3;2;75.1;16;Amapá;9310;2018;1;Urbana
Indicador  4.2.1.3;2;99.4;16;Amapá;9310;2018;2;Rural
Indicador  4.2.1.3;2;85.9;16;Amapá;9310;2019;6795;Total
Indicador  4.2.1.3;2;89.1;16;Amapá;9310;2019;1;Urbana
Indicador  4.2.1.3;2;90.9;16;Amapá;9310;2019;2;Rural
Indicador  4.2.1.3;2;88.1;17;Tocantins;9310;2012;6795;Total
Indicador  4.2.1.3;2;89.2;17;Tocantins;9310;2012;1;Urbana
Indicador  4.2.1.3;2;81.9;17;Tocantins;9310;2012;2;Rural
Indicador  4.2.1.3;2;86.7;17;Tocantins;9310;2013;6795;Total
Indicador  4.2.1.3;2;88.0;17;Tocantins;9310;2013;1;Urbana
Indicador  4.2.1.3;2;80.4;17;Tocantins;9310;2013;2;Rural
Indicador  4.2.1.3;2;92.4;17;Tocantins;9310;2014;6795;Total
Indicador  4.2.1.3;2;95.2;17;Tocantins;9310;2014;1;Urbana
Indicador  4.2.1.3;2;78.9;17;Tocantins;9310;2014;2;Rural
Indicador  4.2.1.3;2;92.3;17;Tocantins;9310;2015;6795;Total
Indicador  4.2.1.3;2;92.5;17;Tocantins;9310;2015;1;Urbana
Indicador  4.2.1.3;2;91.4;17;Tocantins;9310;2015;2;Rural
Indicador  4.2.1.3;2;94.9;17;Tocantins;9310;2016;6795;Total
Indicador  4.2.1.3;2;94.9;17;Tocantins;9310;2016;1;Urbana
Indicador  4.2.1.3;2;95.0;17;Tocantins;9310;2016;2;Rural
Indicador  4.2.1.3;2;95.3;17;Tocantins;9310;2017;6795;Total
Indicador  4.2.1.3;2;95.5;17;Tocantins;9310;2017;1;Urbana
Indicador  4.2.1.3;2;94.4;17;Tocantins;9310;2017;2;Rural
Indicador  4.2.1.3;2;98.1;17;Tocantins;9310;2018;6795;Total
Indicador  4.2.1.3;2;98.7;17;Tocantins;9310;2018;1;Urbana
Indicador  4.2.1.3;2;94.0;17;Tocantins;9310;2018;2;Rural
Indicador  4.2.1.3;2;98.3;17;Tocantins;9310;2019;6795;Total
Indicador  4.2.1.3;2;94.7;17;Tocantins;9310;2019;1;Urbana
Indicador  4.2.1.3;2;89.5;17;Tocantins;9310;2019;2;Rural
Indicador  4.2.1.3;2;93.7;21;Maranhão;9310;2012;6795;Total
Indicador  4.2.1.3;2;94.1;21;Maranhão;9310;2012;1;Urbana
Indicador  4.2.1.3;2;93.3;21;Maranhão;9310;2012;2;Rural
Indicador  4.2.1.3;2;95.3;21;Maranhão;9310;2013;6795;Total
Indicador  4.2.1.3;2;97.2;21;Maranhão;9310;2013;1;Urbana
Indicador  4.2.1.3;2;92.8;21;Maranhão;9310;2013;2;Rural
Indicador  4.2.1.3;2;96.1;21;Maranhão;9310;2014;6795;Total
Indicador  4.2.1.3;2;94.6;21;Maranhão;9310;2014;1;Urbana
Indicador  4.2.1.3;2;98.2;21;Maranhão;9310;2014;2;Rural
Indicador  4.2.1.3;2;97.4;21;Maranhão;9310;2015;6795;Total
Indicador  4.2.1.3;2;97.4;21;Maranhão;9310;2015;1;Urbana
Indicador  4.2.1.3;2;97.3;21;Maranhão;9310;2015;2;Rural
Indicador  4.2.1.3;2;97.7;21;Maranhão;9310;2016;6795;Total
Indicador  4.2.1.3;2;97.2;21;Maranhão;9310;2016;1;Urbana
Indicador  4.2.1.3;2;98.5;21;Maranhão;9310;2016;2;Rural
Indicador  4.2.1.3;2;98.4;21;Maranhão;9310;2017;6795;Total
Indicador  4.2.1.3;2;99.1;21;Maranhão;9310;2017;1;Urbana
Indicador  4.2.1.3;2;97.4;21;Maranhão;9310;2017;2;Rural
Indicador  4.2.1.3;2;98.2;21;Maranhão;9310;2018;6795;Total
Indicador  4.2.1.3;2;98.3;21;Maranhão;9310;2018;1;Urbana
Indicador  4.2.1.3;2;98.1;21;Maranhão;9310;2018;2;Rural
Indicador  4.2.1.3;2;98.4;21;Maranhão;9310;2019;6795;Total
Indicador  4.2.1.3;2;84.9;21;Maranhão;9310;2019;1;Urbana
Indicador  4.2.1.3;2;98.9;21;Maranhão;9310;2019;2;Rural
Indicador  4.2.1.3;2;98.6;22;Piauí;9310;2012;6795;Total
Indicador  4.2.1.3;2;100.0;22;Piauí;9310;2012;1;Urbana
Indicador  4.2.1.3;2;96.6;22;Piauí;9310;2012;2;Rural
Indicador  4.2.1.3;2;98.1;22;Piauí;9310;2013;6795;Total
Indicador  4.2.1.3;2;100.0;22;Piauí;9310;2013;1;Urbana
Indicador  4.2.1.3;2;95.1;22;Piauí;9310;2013;2;Rural
Indicador  4.2.1.3;2;97.7;22;Piauí;9310;2014;6795;Total
Indicador  4.2.1.3;2;98.1;22;Piauí;9310;2014;1;Urbana
Indicador  4.2.1.3;2;97.2;22;Piauí;9310;2014;2;Rural
Indicador  4.2.1.3;2;98.8;22;Piauí;9310;2015;6795;Total
Indicador  4.2.1.3;2;99.3;22;Piauí;9310;2015;1;Urbana
Indicador  4.2.1.3;2;97.5;22;Piauí;9310;2015;2;Rural
Indicador  4.2.1.3;2;99.7;22;Piauí;9310;2016;6795;Total
Indicador  4.2.1.3;2;100.0;22;Piauí;9310;2016;1;Urbana
Indicador  4.2.1.3;2;99.2;22;Piauí;9310;2016;2;Rural
Indicador  4.2.1.3;2;99.6;22;Piauí;9310;2017;6795;Total
Indicador  4.2.1.3;2;99.4;22;Piauí;9310;2017;1;Urbana
Indicador  4.2.1.3;2;100.0;22;Piauí;9310;2017;2;Rural
Indicador  4.2.1.3;2;99.0;22;Piauí;9310;2018;6795;Total
Indicador  4.2.1.3;2;99.5;22;Piauí;9310;2018;1;Urbana
Indicador  4.2.1.3;2;98.2;22;Piauí;9310;2018;2;Rural
Indicador  4.2.1.3;2;100.0;22;Piauí;9310;2019;6795;Total
Indicador  4.2.1.3;2;100.0;22;Piauí;9310;2019;1;Urbana
Indicador  4.2.1.3;2;100.0;22;Piauí;9310;2019;2;Rural
