ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;CODG_SIT_DOM;DESC_SIT_DOM
Indicador  4.2.1.3;2;98.2;13;Amazonas;9310;2019;1;Urbana
Indicador  4.2.1.3;2;87.4;13;Amazonas;9310;2019;2;Rural
Indicador  4.2.1.3;2;86.3;14;Roraima;9310;2012;6795;Total
Indicador  4.2.1.3;2;86.3;14;Roraima;9310;2012;1;Urbana
Indicador  4.2.1.3;2;85.8;14;Roraima;9310;2012;2;Rural
Indicador  4.2.1.3;2;92.9;14;Roraima;9310;2013;6795;Total
Indicador  4.2.1.3;2;93.1;14;Roraima;9310;2013;1;Urbana
Indicador  4.2.1.3;2;91.8;14;Roraima;9310;2013;2;Rural
Indicador  4.2.1.3;2;98.5;14;Roraima;9310;2014;6795;Total
Indicador  4.2.1.3;2;99.1;14;Roraima;9310;2014;1;Urbana
Indicador  4.2.1.3;2;93.9;14;Roraima;9310;2014;2;Rural
Indicador  4.2.1.3;2;95.6;14;Roraima;9310;2015;6795;Total
Indicador  4.2.1.3;2;95.5;14;Roraima;9310;2015;1;Urbana
Indicador  4.2.1.3;2;96.3;14;Roraima;9310;2015;2;Rural
Indicador  4.2.1.3;2;94.2;14;Roraima;9310;2016;6795;Total
Indicador  4.2.1.3;2;93.7;14;Roraima;9310;2016;1;Urbana
Indicador  4.2.1.3;2;96.4;14;Roraima;9310;2016;2;Rural
Indicador  4.2.1.3;2;91.7;14;Roraima;9310;2017;6795;Total
Indicador  4.2.1.3;2;91.5;14;Roraima;9310;2017;1;Urbana
Indicador  4.2.1.3;2;93.2;14;Roraima;9310;2017;2;Rural
