ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;COD_GRU_IDADE_NIV_ENS;DESC_GRU_IDADE_NIV_ENS
Indicador  4.1.2;2;92.9;25;Paraíba;4721;2017;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;73.9;25;Paraíba;4721;2017;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;58.1;25;Paraíba;4721;2017;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;94.2;25;Paraíba;4721;2018;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;74.6;25;Paraíba;4721;2018;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;58.3;25;Paraíba;4721;2018;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;95.5;25;Paraíba;4721;2019;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;75.1;25;Paraíba;4721;2019;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;61.7;25;Paraíba;4721;2019;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;95.6;25;Paraíba;4721;2022;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;84.0;25;Paraíba;4721;2022;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;63.7;25;Paraíba;4721;2022;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;95.5;25;Paraíba;4721;2023;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;86.1;25;Paraíba;4721;2023;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;66.0;25;Paraíba;4721;2023;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;90.2;26;Pernambuco;4721;2016;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;76.8;26;Pernambuco;4721;2016;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;59.0;26;Pernambuco;4721;2016;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;92.2;26;Pernambuco;4721;2017;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;78.9;26;Pernambuco;4721;2017;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;61.2;26;Pernambuco;4721;2017;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;93.7;26;Pernambuco;4721;2018;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;79.6;26;Pernambuco;4721;2018;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;66.0;26;Pernambuco;4721;2018;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;95.0;26;Pernambuco;4721;2019;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;84.9;26;Pernambuco;4721;2019;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;65.0;26;Pernambuco;4721;2019;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;96.5;26;Pernambuco;4721;2022;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;88.7;26;Pernambuco;4721;2022;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;70.4;26;Pernambuco;4721;2022;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;96.0;26;Pernambuco;4721;2023;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;90.6;26;Pernambuco;4721;2023;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;72.0;26;Pernambuco;4721;2023;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;90.4;27;Alagoas;4721;2016;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;69.8;27;Alagoas;4721;2016;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;46.8;27;Alagoas;4721;2016;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;91.7;27;Alagoas;4721;2017;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;70.9;27;Alagoas;4721;2017;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;51.3;27;Alagoas;4721;2017;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;92.9;27;Alagoas;4721;2018;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;76.0;27;Alagoas;4721;2018;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;53.0;27;Alagoas;4721;2018;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;94.5;27;Alagoas;4721;2019;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;76.2;27;Alagoas;4721;2019;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;53.9;27;Alagoas;4721;2019;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;96.8;27;Alagoas;4721;2022;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;84.1;27;Alagoas;4721;2022;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;62.2;27;Alagoas;4721;2022;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;97.3;27;Alagoas;4721;2023;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;86.6;27;Alagoas;4721;2023;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;64.6;27;Alagoas;4721;2023;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;85.7;28;Sergipe;4721;2016;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;65.5;28;Sergipe;4721;2016;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;52.4;28;Sergipe;4721;2016;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;90.5;28;Sergipe;4721;2017;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;66.3;28;Sergipe;4721;2017;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;52.3;28;Sergipe;4721;2017;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;90.0;28;Sergipe;4721;2018;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;65.4;28;Sergipe;4721;2018;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;54.2;28;Sergipe;4721;2018;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;91.7;28;Sergipe;4721;2019;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;69.7;28;Sergipe;4721;2019;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;55.3;28;Sergipe;4721;2019;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;96.1;28;Sergipe;4721;2022;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;78.4;28;Sergipe;4721;2022;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;54.8;28;Sergipe;4721;2022;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;96.1;28;Sergipe;4721;2023;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;81.2;28;Sergipe;4721;2023;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;61.1;28;Sergipe;4721;2023;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;90.3;29;Bahia;4721;2016;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;74.5;29;Bahia;4721;2016;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;56.1;29;Bahia;4721;2016;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;89.2;29;Bahia;4721;2017;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;71.8;29;Bahia;4721;2017;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;53.0;29;Bahia;4721;2017;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;90.6;29;Bahia;4721;2018;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;73.4;29;Bahia;4721;2018;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;54.4;29;Bahia;4721;2018;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;92.9;29;Bahia;4721;2019;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;75.8;29;Bahia;4721;2019;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;57.1;29;Bahia;4721;2019;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;95.0;29;Bahia;4721;2022;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;80.8;29;Bahia;4721;2022;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;62.6;29;Bahia;4721;2022;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;96.1;29;Bahia;4721;2023;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;84.2;29;Bahia;4721;2023;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;60.9;29;Bahia;4721;2023;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;97.6;31;Minas Gerais;4721;2016;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;84.3;31;Minas Gerais;4721;2016;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;66.4;31;Minas Gerais;4721;2016;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;97.4;31;Minas Gerais;4721;2017;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;87.6;31;Minas Gerais;4721;2017;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;65.9;31;Minas Gerais;4721;2017;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;98.4;31;Minas Gerais;4721;2018;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;90.3;31;Minas Gerais;4721;2018;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;66.1;31;Minas Gerais;4721;2018;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;98.6;31;Minas Gerais;4721;2019;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;90.7;31;Minas Gerais;4721;2019;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;69.7;31;Minas Gerais;4721;2019;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;98.8;31;Minas Gerais;4721;2022;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;91.7;31;Minas Gerais;4721;2022;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;71.9;31;Minas Gerais;4721;2022;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;98.4;31;Minas Gerais;4721;2023;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;92.1;31;Minas Gerais;4721;2023;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;74.5;31;Minas Gerais;4721;2023;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;95.2;32;Espírito Santo;4721;2016;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;85.7;32;Espírito Santo;4721;2016;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;64.3;32;Espírito Santo;4721;2016;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;97.0;32;Espírito Santo;4721;2017;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;85.0;32;Espírito Santo;4721;2017;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;67.5;32;Espírito Santo;4721;2017;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;96.6;32;Espírito Santo;4721;2018;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;84.4;32;Espírito Santo;4721;2018;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;66.0;32;Espírito Santo;4721;2018;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;96.6;32;Espírito Santo;4721;2019;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;85.2;32;Espírito Santo;4721;2019;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;69.0;32;Espírito Santo;4721;2019;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;97.7;32;Espírito Santo;4721;2022;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;85.9;32;Espírito Santo;4721;2022;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;72.5;32;Espírito Santo;4721;2022;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;97.9;32;Espírito Santo;4721;2023;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;88.8;32;Espírito Santo;4721;2023;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;72.5;32;Espírito Santo;4721;2023;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;91.7;33;Rio de Janeiro;4721;2016;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;84.3;33;Rio de Janeiro;4721;2016;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;67.1;33;Rio de Janeiro;4721;2016;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;94.2;33;Rio de Janeiro;4721;2017;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;85.5;33;Rio de Janeiro;4721;2017;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;66.4;33;Rio de Janeiro;4721;2017;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;95.1;33;Rio de Janeiro;4721;2018;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;85.8;33;Rio de Janeiro;4721;2018;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;70.9;33;Rio de Janeiro;4721;2018;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;96.4;33;Rio de Janeiro;4721;2019;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;90.2;33;Rio de Janeiro;4721;2019;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;72.1;33;Rio de Janeiro;4721;2019;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;96.5;33;Rio de Janeiro;4721;2022;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;91.4;33;Rio de Janeiro;4721;2022;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;76.9;33;Rio de Janeiro;4721;2022;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;96.9;33;Rio de Janeiro;4721;2023;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;91.9;33;Rio de Janeiro;4721;2023;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;77.6;33;Rio de Janeiro;4721;2023;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;97.2;35;São Paulo;4721;2016;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;93.5;35;São Paulo;4721;2016;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;77.0;35;São Paulo;4721;2016;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;98.0;35;São Paulo;4721;2017;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;94.6;35;São Paulo;4721;2017;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;76.9;35;São Paulo;4721;2017;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;98.0;35;São Paulo;4721;2018;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;94.5;35;São Paulo;4721;2018;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;76.5;35;São Paulo;4721;2018;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;97.7;35;São Paulo;4721;2019;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;94.9;35;São Paulo;4721;2019;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;82.0;35;São Paulo;4721;2019;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;99.3;35;São Paulo;4721;2022;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;95.9;35;São Paulo;4721;2022;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;84.1;35;São Paulo;4721;2022;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;98.1;35;São Paulo;4721;2023;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;96.1;35;São Paulo;4721;2023;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;83.4;35;São Paulo;4721;2023;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;95.3;41;Paraná;4721;2016;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;86.5;41;Paraná;4721;2016;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;66.7;41;Paraná;4721;2016;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;95.8;41;Paraná;4721;2017;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;87.4;41;Paraná;4721;2017;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;63.4;41;Paraná;4721;2017;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;96.9;41;Paraná;4721;2018;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;87.9;41;Paraná;4721;2018;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;69.3;41;Paraná;4721;2018;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;96.4;41;Paraná;4721;2019;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;88.9;41;Paraná;4721;2019;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;69.4;41;Paraná;4721;2019;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;97.0;41;Paraná;4721;2022;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;92.1;41;Paraná;4721;2022;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;73.4;41;Paraná;4721;2022;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;98.1;41;Paraná;4721;2023;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;93.7;41;Paraná;4721;2023;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;76.1;41;Paraná;4721;2023;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;97.5;42;Santa Catarina;4721;2016;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;92.7;42;Santa Catarina;4721;2016;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;65.6;42;Santa Catarina;4721;2016;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;98.3;42;Santa Catarina;4721;2017;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;92.6;42;Santa Catarina;4721;2017;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;67.4;42;Santa Catarina;4721;2017;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;97.9;42;Santa Catarina;4721;2018;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;93.3;42;Santa Catarina;4721;2018;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;69.9;42;Santa Catarina;4721;2018;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;98.7;42;Santa Catarina;4721;2019;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;92.7;42;Santa Catarina;4721;2019;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;71.7;42;Santa Catarina;4721;2019;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;97.1;42;Santa Catarina;4721;2022;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;92.8;42;Santa Catarina;4721;2022;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;74.5;42;Santa Catarina;4721;2022;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;98.8;42;Santa Catarina;4721;2023;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;94.3;42;Santa Catarina;4721;2023;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;72.9;42;Santa Catarina;4721;2023;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;95.6;43;Rio Grande do Sul;4721;2016;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;81.7;43;Rio Grande do Sul;4721;2016;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;60.1;43;Rio Grande do Sul;4721;2016;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;97.1;43;Rio Grande do Sul;4721;2017;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;82.6;43;Rio Grande do Sul;4721;2017;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;64.0;43;Rio Grande do Sul;4721;2017;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;96.9;43;Rio Grande do Sul;4721;2018;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;87.5;43;Rio Grande do Sul;4721;2018;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;64.2;43;Rio Grande do Sul;4721;2018;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;96.7;43;Rio Grande do Sul;4721;2019;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;87.3;43;Rio Grande do Sul;4721;2019;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;67.1;43;Rio Grande do Sul;4721;2019;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;96.8;43;Rio Grande do Sul;4721;2022;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;90.8;43;Rio Grande do Sul;4721;2022;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;68.2;43;Rio Grande do Sul;4721;2022;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;96.9;43;Rio Grande do Sul;4721;2023;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;92.2;43;Rio Grande do Sul;4721;2023;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;68.8;43;Rio Grande do Sul;4721;2023;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;93.9;50;Mato Grosso do Sul;4721;2016;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;76.0;50;Mato Grosso do Sul;4721;2016;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;54.1;50;Mato Grosso do Sul;4721;2016;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;94.1;50;Mato Grosso do Sul;4721;2017;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;78.5;50;Mato Grosso do Sul;4721;2017;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;55.3;50;Mato Grosso do Sul;4721;2017;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;94.7;50;Mato Grosso do Sul;4721;2018;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
Indicador  4.1.2;2;81.0;50;Mato Grosso do Sul;4721;2018;59996;Ensino fundamental - Pessoas de 17 a 19 anos
Indicador  4.1.2;2;59.9;50;Mato Grosso do Sul;4721;2018;59997;Ensino médio - Pessoas de 20 a 22 anos
Indicador  4.1.2;2;93.1;50;Mato Grosso do Sul;4721;2019;59995;Anos iniciais do ensino fundamental - Pessoas de 13 a 15 anos
