ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;CODG_IDADE;DESC_IDADE;CODG_SEXO;DESC_SEXO;SUB_INDICADOR
Indicador  3.3.4;1020;49;11;Rondônia;9613;2018;1151;55 a 59 anos;6794;Total;9613
Indicador  3.3.4;1020;24;11;Rondônia;9613;2018;1151;55 a 59 anos;92956;Homem;9613
Indicador  3.3.4;1020;25;11;Rondônia;9613;2018;1151;55 a 59 anos;92957;Mulher;9613
Indicador  3.3.4;1020;55;11;Rondônia;9613;2018;3302;60 anos ou mais;6794;Total;9613
Indicador  3.3.4;1020;36;11;Rondônia;9613;2018;3302;60 anos ou mais;92956;Homem;9613
Indicador  3.3.4;1020;19;11;Rondônia;9613;2018;3302;60 anos ou mais;92957;Mulher;9613
Indicador  3.3.4;1020;541;11;Rondônia;9613;2019;95253;Total;6794;Total;9613
Indicador  3.3.4;1020;327;11;Rondônia;9613;2019;95253;Total;92956;Homem;9613
Indicador  3.3.4;1020;214;11;Rondônia;9613;2019;95253;Total;92957;Mulher;9613
Indicador  3.3.4;1020;0;11;Rondônia;9613;2019;1140;0 a 4 anos;6794;Total;9613
Indicador  3.3.4;1020;0;11;Rondônia;9613;2019;1140;0 a 4 anos;92956;Homem;9613
Indicador  3.3.4;1020;0;11;Rondônia;9613;2019;1140;0 a 4 anos;92957;Mulher;9613
Indicador  3.3.4;1020;0;11;Rondônia;9613;2019;1141;5 a 9 anos;6794;Total;9613
Indicador  3.3.4;1020;0;11;Rondônia;9613;2019;1141;5 a 9 anos;92956;Homem;9613
Indicador  3.3.4;1020;0;11;Rondônia;9613;2019;1141;5 a 9 anos;92957;Mulher;9613
Indicador  3.3.4;1020;1;11;Rondônia;9613;2019;1142;10 a 14 anos;6794;Total;9613
Indicador  3.3.4;1020;0;11;Rondônia;9613;2019;1142;10 a 14 anos;92956;Homem;9613
Indicador  3.3.4;1020;1;11;Rondônia;9613;2019;1142;10 a 14 anos;92957;Mulher;9613
