ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;CODG_IDADE;DESC_IDADE
Indicador  16.1.1.2;45;1.04;1;Brasil;9502;2000;1140;0 a 4 anos
Indicador  16.1.1.2;45;0.66;1;Brasil;9502;2000;1141;5 a 9 anos
Indicador  16.1.1.2;45;3.16;1;Brasil;9502;2000;1142;10 a 14 anos
Indicador  16.1.1.2;45;40.16;1;Brasil;9502;2000;1143;15 a 19 anos
Indicador  16.1.1.2;45;62.40;1;Brasil;9502;2000;1144;20 a 24 anos
Indicador  16.1.1.2;45;53.77;1;Brasil;9502;2000;1145;25 a 29 anos
Indicador  16.1.1.2;45;42.76;1;Brasil;9502;2000;1146;30 a 34 anos
Indicador  16.1.1.2;45;34.27;1;Brasil;9502;2000;1147;35 a 39 anos
Indicador  16.1.1.2;45;27.58;1;Brasil;9502;2000;1148;40 a 44 anos
Indicador  16.1.1.2;45;23.57;1;Brasil;9502;2000;1149;45 a 49 anos
Indicador  16.1.1.2;45;17.31;1;Brasil;9502;2000;1150;50 a 54 anos
Indicador  16.1.1.2;45;14.48;1;Brasil;9502;2000;1151;55 a 59 anos
Indicador  16.1.1.2;45;9.44;1;Brasil;9502;2000;3302;60 anos ou mais
Indicador  16.1.1.2;45;1.13;1;Brasil;9502;2001;1140;0 a 4 anos
Indicador  16.1.1.2;45;0.59;1;Brasil;9502;2001;1141;5 a 9 anos
Indicador  16.1.1.2;45;3.12;1;Brasil;9502;2001;1142;10 a 14 anos
Indicador  16.1.1.2;45;41.93;1;Brasil;9502;2001;1143;15 a 19 anos
Indicador  16.1.1.2;45;62.70;1;Brasil;9502;2001;1144;20 a 24 anos
Indicador  16.1.1.2;45;56.81;1;Brasil;9502;2001;1145;25 a 29 anos
Indicador  16.1.1.2;45;44.60;1;Brasil;9502;2001;1146;30 a 34 anos
Indicador  16.1.1.2;45;35.02;1;Brasil;9502;2001;1147;35 a 39 anos
Indicador  16.1.1.2;45;29.40;1;Brasil;9502;2001;1148;40 a 44 anos
Indicador  16.1.1.2;45;23.71;1;Brasil;9502;2001;1149;45 a 49 anos
Indicador  16.1.1.2;45;19.39;1;Brasil;9502;2001;1150;50 a 54 anos
Indicador  16.1.1.2;45;14.75;1;Brasil;9502;2001;1151;55 a 59 anos
Indicador  16.1.1.2;45;9.71;1;Brasil;9502;2001;3302;60 anos ou mais
Indicador  16.1.1.2;45;1.17;1;Brasil;9502;2002;1140;0 a 4 anos
Indicador  16.1.1.2;45;0.66;1;Brasil;9502;2002;1141;5 a 9 anos
Indicador  16.1.1.2;45;3.41;1;Brasil;9502;2002;1142;10 a 14 anos
Indicador  16.1.1.2;45;43.46;1;Brasil;9502;2002;1143;15 a 19 anos
Indicador  16.1.1.2;45;66.14;1;Brasil;9502;2002;1144;20 a 24 anos
Indicador  16.1.1.2;45;57.29;1;Brasil;9502;2002;1145;25 a 29 anos
Indicador  16.1.1.2;45;43.97;1;Brasil;9502;2002;1146;30 a 34 anos
Indicador  16.1.1.2;45;34.95;1;Brasil;9502;2002;1147;35 a 39 anos
Indicador  16.1.1.2;45;28.47;1;Brasil;9502;2002;1148;40 a 44 anos
Indicador  16.1.1.2;45;22.59;1;Brasil;9502;2002;1149;45 a 49 anos
Indicador  16.1.1.2;45;18.73;1;Brasil;9502;2002;1150;50 a 54 anos
Indicador  16.1.1.2;45;15.92;1;Brasil;9502;2002;1151;55 a 59 anos
Indicador  16.1.1.2;45;9.91;1;Brasil;9502;2002;3302;60 anos ou mais
Indicador  16.1.1.2;45;1.10;1;Brasil;9502;2003;1140;0 a 4 anos
Indicador  16.1.1.2;45;0.58;1;Brasil;9502;2003;1141;5 a 9 anos
Indicador  16.1.1.2;45;3.20;1;Brasil;9502;2003;1142;10 a 14 anos
Indicador  16.1.1.2;45;43.83;1;Brasil;9502;2003;1143;15 a 19 anos
Indicador  16.1.1.2;45;67.88;1;Brasil;9502;2003;1144;20 a 24 anos
Indicador  16.1.1.2;45;57.81;1;Brasil;9502;2003;1145;25 a 29 anos
Indicador  16.1.1.2;45;45.01;1;Brasil;9502;2003;1146;30 a 34 anos
Indicador  16.1.1.2;45;35.82;1;Brasil;9502;2003;1147;35 a 39 anos
Indicador  16.1.1.2;45;27.95;1;Brasil;9502;2003;1148;40 a 44 anos
Indicador  16.1.1.2;45;22.92;1;Brasil;9502;2003;1149;45 a 49 anos
Indicador  16.1.1.2;45;18.56;1;Brasil;9502;2003;1150;50 a 54 anos
Indicador  16.1.1.2;45;15.64;1;Brasil;9502;2003;1151;55 a 59 anos
Indicador  16.1.1.2;45;10.51;1;Brasil;9502;2003;3302;60 anos ou mais
Indicador  16.1.1.2;45;0.90;1;Brasil;9502;2004;1140;0 a 4 anos
Indicador  16.1.1.2;45;0.67;1;Brasil;9502;2004;1141;5 a 9 anos
Indicador  16.1.1.2;45;3.01;1;Brasil;9502;2004;1142;10 a 14 anos
Indicador  16.1.1.2;45;41.80;1;Brasil;9502;2004;1143;15 a 19 anos
Indicador  16.1.1.2;45;62.95;1;Brasil;9502;2004;1144;20 a 24 anos
Indicador  16.1.1.2;45;53.96;1;Brasil;9502;2004;1145;25 a 29 anos
Indicador  16.1.1.2;45;41.33;1;Brasil;9502;2004;1146;30 a 34 anos
Indicador  16.1.1.2;45;33.48;1;Brasil;9502;2004;1147;35 a 39 anos
Indicador  16.1.1.2;45;26.65;1;Brasil;9502;2004;1148;40 a 44 anos
Indicador  16.1.1.2;45;21.58;1;Brasil;9502;2004;1149;45 a 49 anos
Indicador  16.1.1.2;45;17.32;1;Brasil;9502;2004;1150;50 a 54 anos
Indicador  16.1.1.2;45;14.31;1;Brasil;9502;2004;1151;55 a 59 anos
Indicador  16.1.1.2;45;9.74;1;Brasil;9502;2004;3302;60 anos ou mais
Indicador  16.1.1.2;45;1.09;1;Brasil;9502;2005;1140;0 a 4 anos
Indicador  16.1.1.2;45;0.61;1;Brasil;9502;2005;1141;5 a 9 anos
Indicador  16.1.1.2;45;3.23;1;Brasil;9502;2005;1142;10 a 14 anos
Indicador  16.1.1.2;45;42.23;1;Brasil;9502;2005;1143;15 a 19 anos
Indicador  16.1.1.2;45;58.94;1;Brasil;9502;2005;1144;20 a 24 anos
Indicador  16.1.1.2;45;52.23;1;Brasil;9502;2005;1145;25 a 29 anos
Indicador  16.1.1.2;45;40.57;1;Brasil;9502;2005;1146;30 a 34 anos
Indicador  16.1.1.2;45;32.13;1;Brasil;9502;2005;1147;35 a 39 anos
Indicador  16.1.1.2;45;25.55;1;Brasil;9502;2005;1148;40 a 44 anos
Indicador  16.1.1.2;45;21.34;1;Brasil;9502;2005;1149;45 a 49 anos
Indicador  16.1.1.2;45;17.34;1;Brasil;9502;2005;1150;50 a 54 anos
Indicador  16.1.1.2;45;14.10;1;Brasil;9502;2005;1151;55 a 59 anos
Indicador  16.1.1.2;45;9.69;1;Brasil;9502;2005;3302;60 anos ou mais
Indicador  16.1.1.2;45;1.10;1;Brasil;9502;2006;1140;0 a 4 anos
Indicador  16.1.1.2;45;0.80;1;Brasil;9502;2006;1141;5 a 9 anos
Indicador  16.1.1.2;45;3.22;1;Brasil;9502;2006;1142;10 a 14 anos
Indicador  16.1.1.2;45;42.83;1;Brasil;9502;2006;1143;15 a 19 anos
Indicador  16.1.1.2;45;58.92;1;Brasil;9502;2006;1144;20 a 24 anos
Indicador  16.1.1.2;45;53.58;1;Brasil;9502;2006;1145;25 a 29 anos
Indicador  16.1.1.2;45;41.67;1;Brasil;9502;2006;1146;30 a 34 anos
Indicador  16.1.1.2;45;32.83;1;Brasil;9502;2006;1147;35 a 39 anos
Indicador  16.1.1.2;45;25.99;1;Brasil;9502;2006;1148;40 a 44 anos
Indicador  16.1.1.2;45;20.99;1;Brasil;9502;2006;1149;45 a 49 anos
Indicador  16.1.1.2;45;17.84;1;Brasil;9502;2006;1150;50 a 54 anos
Indicador  16.1.1.2;45;14.21;1;Brasil;9502;2006;1151;55 a 59 anos
Indicador  16.1.1.2;45;10.50;1;Brasil;9502;2006;3302;60 anos ou mais
Indicador  16.1.1.2;45;1.11;1;Brasil;9502;2007;1140;0 a 4 anos
Indicador  16.1.1.2;45;0.75;1;Brasil;9502;2007;1141;5 a 9 anos
Indicador  16.1.1.2;45;3.34;1;Brasil;9502;2007;1142;10 a 14 anos
Indicador  16.1.1.2;45;41.77;1;Brasil;9502;2007;1143;15 a 19 anos
Indicador  16.1.1.2;45;57.04;1;Brasil;9502;2007;1144;20 a 24 anos
Indicador  16.1.1.2;45;51.85;1;Brasil;9502;2007;1145;25 a 29 anos
Indicador  16.1.1.2;45;40.34;1;Brasil;9502;2007;1146;30 a 34 anos
Indicador  16.1.1.2;45;31.12;1;Brasil;9502;2007;1147;35 a 39 anos
Indicador  16.1.1.2;45;24.69;1;Brasil;9502;2007;1148;40 a 44 anos
Indicador  16.1.1.2;45;19.86;1;Brasil;9502;2007;1149;45 a 49 anos
Indicador  16.1.1.2;45;16.56;1;Brasil;9502;2007;1150;50 a 54 anos
Indicador  16.1.1.2;45;13.03;1;Brasil;9502;2007;1151;55 a 59 anos
Indicador  16.1.1.2;45;9.03;1;Brasil;9502;2007;3302;60 anos ou mais
Indicador  16.1.1.2;45;1.08;1;Brasil;9502;2008;1140;0 a 4 anos
Indicador  16.1.1.2;45;0.67;1;Brasil;9502;2008;1141;5 a 9 anos
Indicador  16.1.1.2;45;3.53;1;Brasil;9502;2008;1142;10 a 14 anos
Indicador  16.1.1.2;45;43.59;1;Brasil;9502;2008;1143;15 a 19 anos
Indicador  16.1.1.2;45;60.60;1;Brasil;9502;2008;1144;20 a 24 anos
Indicador  16.1.1.2;45;54.05;1;Brasil;9502;2008;1145;25 a 29 anos
Indicador  16.1.1.2;45;41.19;1;Brasil;9502;2008;1146;30 a 34 anos
Indicador  16.1.1.2;45;32.11;1;Brasil;9502;2008;1147;35 a 39 anos
Indicador  16.1.1.2;45;25.38;1;Brasil;9502;2008;1148;40 a 44 anos
Indicador  16.1.1.2;45;20.10;1;Brasil;9502;2008;1149;45 a 49 anos
Indicador  16.1.1.2;45;16.86;1;Brasil;9502;2008;1150;50 a 54 anos
Indicador  16.1.1.2;45;13.68;1;Brasil;9502;2008;1151;55 a 59 anos
Indicador  16.1.1.2;45;9.17;1;Brasil;9502;2008;3302;60 anos ou mais
Indicador  16.1.1.2;45;1.25;1;Brasil;9502;2009;1140;0 a 4 anos
Indicador  16.1.1.2;45;0.80;1;Brasil;9502;2009;1141;5 a 9 anos
Indicador  16.1.1.2;45;3.30;1;Brasil;9502;2009;1142;10 a 14 anos
Indicador  16.1.1.2;45;43.55;1;Brasil;9502;2009;1143;15 a 19 anos
Indicador  16.1.1.2;45;62.38;1;Brasil;9502;2009;1144;20 a 24 anos
Indicador  16.1.1.2;45;54.18;1;Brasil;9502;2009;1145;25 a 29 anos
Indicador  16.1.1.2;45;41.96;1;Brasil;9502;2009;1146;30 a 34 anos
Indicador  16.1.1.2;45;33.25;1;Brasil;9502;2009;1147;35 a 39 anos
Indicador  16.1.1.2;45;26.50;1;Brasil;9502;2009;1148;40 a 44 anos
Indicador  16.1.1.2;45;20.15;1;Brasil;9502;2009;1149;45 a 49 anos
Indicador  16.1.1.2;45;16.87;1;Brasil;9502;2009;1150;50 a 54 anos
Indicador  16.1.1.2;45;13.32;1;Brasil;9502;2009;1151;55 a 59 anos
Indicador  16.1.1.2;45;9.62;1;Brasil;9502;2009;3302;60 anos ou mais
Indicador  16.1.1.2;45;1.18;1;Brasil;9502;2010;1140;0 a 4 anos
Indicador  16.1.1.2;45;0.66;1;Brasil;9502;2010;1141;5 a 9 anos
Indicador  16.1.1.2;45;3.73;1;Brasil;9502;2010;1142;10 a 14 anos
Indicador  16.1.1.2;45;45.06;1;Brasil;9502;2010;1143;15 a 19 anos
Indicador  16.1.1.2;45;62.89;1;Brasil;9502;2010;1144;20 a 24 anos
Indicador  16.1.1.2;45;53.28;1;Brasil;9502;2010;1145;25 a 29 anos
Indicador  16.1.1.2;45;43.16;1;Brasil;9502;2010;1146;30 a 34 anos
Indicador  16.1.1.2;45;33.45;1;Brasil;9502;2010;1147;35 a 39 anos
Indicador  16.1.1.2;45;25.90;1;Brasil;9502;2010;1148;40 a 44 anos
Indicador  16.1.1.2;45;20.60;1;Brasil;9502;2010;1149;45 a 49 anos
Indicador  16.1.1.2;45;16.23;1;Brasil;9502;2010;1150;50 a 54 anos
Indicador  16.1.1.2;45;13.63;1;Brasil;9502;2010;1151;55 a 59 anos
Indicador  16.1.1.2;45;9.45;1;Brasil;9502;2010;3302;60 anos ou mais
Indicador  16.1.1.2;45;1.08;1;Brasil;9502;2011;1140;0 a 4 anos
Indicador  16.1.1.2;45;0.68;1;Brasil;9502;2011;1141;5 a 9 anos
Indicador  16.1.1.2;45;3.67;1;Brasil;9502;2011;1142;10 a 14 anos
Indicador  16.1.1.2;45;46.39;1;Brasil;9502;2011;1143;15 a 19 anos
Indicador  16.1.1.2;45;60.03;1;Brasil;9502;2011;1144;20 a 24 anos
Indicador  16.1.1.2;45;51.90;1;Brasil;9502;2011;1145;25 a 29 anos
Indicador  16.1.1.2;45;42.92;1;Brasil;9502;2011;1146;30 a 34 anos
Indicador  16.1.1.2;45;33.18;1;Brasil;9502;2011;1147;35 a 39 anos
Indicador  16.1.1.2;45;26.74;1;Brasil;9502;2011;1148;40 a 44 anos
Indicador  16.1.1.2;45;21.08;1;Brasil;9502;2011;1149;45 a 49 anos
Indicador  16.1.1.2;45;15.69;1;Brasil;9502;2011;1150;50 a 54 anos
Indicador  16.1.1.2;45;13.56;1;Brasil;9502;2011;1151;55 a 59 anos
Indicador  16.1.1.2;45;9.55;1;Brasil;9502;2011;3302;60 anos ou mais
Indicador  16.1.1.2;45;1.36;1;Brasil;9502;2012;1140;0 a 4 anos
Indicador  16.1.1.2;45;0.79;1;Brasil;9502;2012;1141;5 a 9 anos
Indicador  16.1.1.2;45;4.31;1;Brasil;9502;2012;1142;10 a 14 anos
Indicador  16.1.1.2;45;52.61;1;Brasil;9502;2012;1143;15 a 19 anos
Indicador  16.1.1.2;45;66.56;1;Brasil;9502;2012;1144;20 a 24 anos
Indicador  16.1.1.2;45;54.25;1;Brasil;9502;2012;1145;25 a 29 anos
Indicador  16.1.1.2;45;45.23;1;Brasil;9502;2012;1146;30 a 34 anos
Indicador  16.1.1.2;45;35.48;1;Brasil;9502;2012;1147;35 a 39 anos
Indicador  16.1.1.2;45;27.21;1;Brasil;9502;2012;1148;40 a 44 anos
Indicador  16.1.1.2;45;21.45;1;Brasil;9502;2012;1149;45 a 49 anos
Indicador  16.1.1.2;45;16.69;1;Brasil;9502;2012;1150;50 a 54 anos
Indicador  16.1.1.2;45;12.49;1;Brasil;9502;2012;1151;55 a 59 anos
Indicador  16.1.1.2;45;9.56;1;Brasil;9502;2012;3302;60 anos ou mais
Indicador  16.1.1.2;45;1.74;1;Brasil;9502;2013;1140;0 a 4 anos
Indicador  16.1.1.2;45;0.66;1;Brasil;9502;2013;1141;5 a 9 anos
Indicador  16.1.1.2;45;4.35;1;Brasil;9502;2013;1142;10 a 14 anos
Indicador  16.1.1.2;45;54.32;1;Brasil;9502;2013;1143;15 a 19 anos
Indicador  16.1.1.2;45;65.76;1;Brasil;9502;2013;1144;20 a 24 anos
Indicador  16.1.1.2;45;54.29;1;Brasil;9502;2013;1145;25 a 29 anos
Indicador  16.1.1.2;45;44.06;1;Brasil;9502;2013;1146;30 a 34 anos
Indicador  16.1.1.2;45;34.73;1;Brasil;9502;2013;1147;35 a 39 anos
Indicador  16.1.1.2;45;26.99;1;Brasil;9502;2013;1148;40 a 44 anos
Indicador  16.1.1.2;45;21.81;1;Brasil;9502;2013;1149;45 a 49 anos
Indicador  16.1.1.2;45;17.13;1;Brasil;9502;2013;1150;50 a 54 anos
Indicador  16.1.1.2;45;13.77;1;Brasil;9502;2013;1151;55 a 59 anos
Indicador  16.1.1.2;45;9.23;1;Brasil;9502;2013;3302;60 anos ou mais
