ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;CODG_SEXO;DESC_SEXO
Indicador  16.1.1.4;45;48.65;1;Brasil;9502;2000;4;Homens
Indicador  16.1.1.4;45;4.24;1;Brasil;9502;2000;5;Mulheres
Indicador  16.1.1.4;45;50.83;1;Brasil;9502;2001;4;Homens
Indicador  16.1.1.4;45;4.30;1;Brasil;9502;2001;5;Mulheres
Indicador  16.1.1.4;45;52.17;1;Brasil;9502;2002;4;Homens
Indicador  16.1.1.4;45;4.26;1;Brasil;9502;2002;5;Mulheres
Indicador  16.1.1.4;45;53.04;1;Brasil;9502;2003;4;Homens
Indicador  16.1.1.4;45;4.29;1;Brasil;9502;2003;5;Mulheres
Indicador  16.1.1.4;45;49.58;1;Brasil;9502;2004;4;Homens
Indicador  16.1.1.4;45;4.12;1;Brasil;9502;2004;5;Mulheres
Indicador  16.1.1.4;45;48.08;1;Brasil;9502;2005;4;Homens
Indicador  16.1.1.4;45;4.13;1;Brasil;9502;2005;5;Mulheres
Indicador  16.1.1.4;45;49.09;1;Brasil;9502;2006;4;Homens
Indicador  16.1.1.4;45;4.22;1;Brasil;9502;2006;5;Mulheres
Indicador  16.1.1.4;45;47.33;1;Brasil;9502;2007;4;Homens
Indicador  16.1.1.4;45;3.92;1;Brasil;9502;2007;5;Mulheres
Indicador  16.1.1.4;45;49.14;1;Brasil;9502;2008;4;Homens
Indicador  16.1.1.4;45;4.14;1;Brasil;9502;2008;5;Mulheres
Indicador  16.1.1.4;45;49.81;1;Brasil;9502;2009;4;Homens
Indicador  16.1.1.4;45;4.34;1;Brasil;9502;2009;5;Mulheres
Indicador  16.1.1.4;45;50.02;1;Brasil;9502;2010;4;Homens
Indicador  16.1.1.4;45;4.49;1;Brasil;9502;2010;5;Mulheres
Indicador  16.1.1.4;45;49.47;1;Brasil;9502;2011;4;Homens
Indicador  16.1.1.4;45;4.50;1;Brasil;9502;2011;5;Mulheres
Indicador  16.1.1.4;45;53.11;1;Brasil;9502;2012;4;Homens
Indicador  16.1.1.4;45;4.67;1;Brasil;9502;2012;5;Mulheres
Indicador  16.1.1.4;45;53.07;1;Brasil;9502;2013;4;Homens
Indicador  16.1.1.4;45;4.67;1;Brasil;9502;2013;5;Mulheres
Indicador  16.1.1.4;45;55.48;1;Brasil;9502;2014;4;Homens
Indicador  16.1.1.4;45;4.69;1;Brasil;9502;2014;5;Mulheres
Indicador  16.1.1.4;45;53.69;1;Brasil;9502;2015;4;Homens
Indicador  16.1.1.4;45;4.45;1;Brasil;9502;2015;5;Mulheres
Indicador  16.1.1.4;45;56.25;1;Brasil;9502;2016;4;Homens
Indicador  16.1.1.4;45;4.43;1;Brasil;9502;2016;5;Mulheres
Indicador  16.1.1.4;45;58.07;1;Brasil;9502;2017;4;Homens
Indicador  16.1.1.4;45;4.67;1;Brasil;9502;2017;5;Mulheres
Indicador  16.1.1.4;45;50.34;1;Brasil;9502;2018;4;Homens
Indicador  16.1.1.4;45;4.24;1;Brasil;9502;2018;5;Mulheres
Indicador  16.1.1.4;45;39.19;1;Brasil;9502;2019;4;Homens
Indicador  16.1.1.4;45;3.47;1;Brasil;9502;2019;5;Mulheres
Indicador  16.1.1.4;45;42.29;1;Brasil;9502;2020;4;Homens
Indicador  16.1.1.4;45;3.54;1;Brasil;9502;2020;5;Mulheres
Indicador  16.1.1.4;45;39.97;1;Brasil;9502;2021;4;Homens
Indicador  16.1.1.4;45;3.53;1;Brasil;9502;2021;5;Mulheres
Indicador  16.1.1.4;45;38.61;1;Brasil;9502;2022;4;Homens
Indicador  16.1.1.4;45;3.45;1;Brasil;9502;2022;5;Mulheres
Indicador  16.1.1.4;45;58.11;11;Rondônia;9502;2000;4;Homens
Indicador  16.1.1.4;45;6.69;11;Rondônia;9502;2000;5;Mulheres
Indicador  16.1.1.4;45;69.32;11;Rondônia;9502;2001;4;Homens
Indicador  16.1.1.4;45;9.29;11;Rondônia;9502;2001;5;Mulheres
Indicador  16.1.1.4;45;76.52;11;Rondônia;9502;2002;4;Homens
Indicador  16.1.1.4;45;6.19;11;Rondônia;9502;2002;5;Mulheres
Indicador  16.1.1.4;45;68.20;11;Rondônia;9502;2003;4;Homens
Indicador  16.1.1.4;45;7.07;11;Rondônia;9502;2003;5;Mulheres
Indicador  16.1.1.4;45;69.31;11;Rondônia;9502;2004;4;Homens
Indicador  16.1.1.4;45;4.51;11;Rondônia;9502;2004;5;Mulheres
Indicador  16.1.1.4;45;65.48;11;Rondônia;9502;2005;4;Homens
Indicador  16.1.1.4;45;6.61;11;Rondônia;9502;2005;5;Mulheres
Indicador  16.1.1.4;45;67.78;11;Rondônia;9502;2006;4;Homens
Indicador  16.1.1.4;45;6.80;11;Rondônia;9502;2006;5;Mulheres
Indicador  16.1.1.4;45;51.11;11;Rondônia;9502;2007;4;Homens
Indicador  16.1.1.4;45;3.69;11;Rondônia;9502;2007;5;Mulheres
Indicador  16.1.1.4;45;55.09;11;Rondônia;9502;2008;4;Homens
Indicador  16.1.1.4;45;5.08;11;Rondônia;9502;2008;5;Mulheres
Indicador  16.1.1.4;45;60.25;11;Rondônia;9502;2009;4;Homens
Indicador  16.1.1.4;45;6.57;11;Rondônia;9502;2009;5;Mulheres
Indicador  16.1.1.4;45;62.26;11;Rondônia;9502;2010;4;Homens
Indicador  16.1.1.4;45;4.72;11;Rondônia;9502;2010;5;Mulheres
Indicador  16.1.1.4;45;48.44;11;Rondônia;9502;2011;4;Homens
Indicador  16.1.1.4;45;6.04;11;Rondônia;9502;2011;5;Mulheres
Indicador  16.1.1.4;45;56.90;11;Rondônia;9502;2012;4;Homens
Indicador  16.1.1.4;45;6.21;11;Rondônia;9502;2012;5;Mulheres
Indicador  16.1.1.4;45;51.28;11;Rondônia;9502;2013;4;Homens
Indicador  16.1.1.4;45;6.26;11;Rondônia;9502;2013;5;Mulheres
Indicador  16.1.1.4;45;61.03;11;Rondônia;9502;2014;4;Homens
Indicador  16.1.1.4;45;6.78;11;Rondônia;9502;2014;5;Mulheres
Indicador  16.1.1.4;45;62.55;11;Rondônia;9502;2015;4;Homens
Indicador  16.1.1.4;45;7.53;11;Rondônia;9502;2015;5;Mulheres
Indicador  16.1.1.4;45;74.16;11;Rondônia;9502;2016;4;Homens
Indicador  16.1.1.4;45;6.49;11;Rondônia;9502;2016;5;Mulheres
Indicador  16.1.1.4;45;55.77;11;Rondônia;9502;2017;4;Homens
Indicador  16.1.1.4;45;7.23;11;Rondônia;9502;2017;5;Mulheres
Indicador  16.1.1.4;45;48.55;11;Rondônia;9502;2018;4;Homens
Indicador  16.1.1.4;45;4.84;11;Rondônia;9502;2018;5;Mulheres
Indicador  16.1.1.4;45;44.60;11;Rondônia;9502;2019;4;Homens
Indicador  16.1.1.4;45;4.90;11;Rondônia;9502;2019;5;Mulheres
Indicador  16.1.1.4;45;44.26;11;Rondônia;9502;2020;4;Homens
Indicador  16.1.1.4;45;6.08;11;Rondônia;9502;2020;5;Mulheres
Indicador  16.1.1.4;45;52.45;11;Rondônia;9502;2021;4;Homens
Indicador  16.1.1.4;45;6.01;11;Rondônia;9502;2021;5;Mulheres
Indicador  16.1.1.4;45;57.58;11;Rondônia;9502;2022;4;Homens
Indicador  16.1.1.4;45;7.16;11;Rondônia;9502;2022;5;Mulheres
Indicador  16.1.1.4;45;31.75;12;Acre;9502;2000;4;Homens
Indicador  16.1.1.4;45;4.49;12;Acre;9502;2000;5;Mulheres
