ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO
Indicador  6.2.1;2;59.5;1;Brasil;10107;2017
Indicador  6.2.1;2;60.0;1;Brasil;10107;2018
Indicador  6.2.1;2;43.1;11;Rondônia;10107;2017
Indicador  6.2.1;2;42.9;11;Rondônia;10107;2018
Indicador  6.2.1;2;46.8;12;Acre;10107;2017
Indicador  6.2.1;2;49.7;12;Acre;10107;2018
Indicador  6.2.1;2;50.9;13;Amazonas;10107;2017
Indicador  6.2.1;2;50.1;13;Amazonas;10107;2018
Indicador  6.2.1;2;54.0;14;Roraima;10107;2017
Indicador  6.2.1;2;60.2;14;Roraima;10107;2018
Indicador  6.2.1;2;32.7;15;Pará;10107;2017
Indicador  6.2.1;2;33.0;15;Pará;10107;2018
Indicador  6.2.1;2;38.8;16;Amapá;10107;2017
Indicador  6.2.1;2;39.9;16;Amapá;10107;2018
Indicador  6.2.1;2;56.3;17;Tocantins;10107;2017
Indicador  6.2.1;2;55.2;17;Tocantins;10107;2018
Indicador  6.2.1;2;29.9;21;Maranhão;10107;2017
Indicador  6.2.1;2;31.6;21;Maranhão;10107;2018
Indicador  6.2.1;2;39.0;22;Piauí;10107;2017
Indicador  6.2.1;2;38.1;22;Piauí;10107;2018
Indicador  6.2.1;2;59.1;23;Ceará;10107;2017
Indicador  6.2.1;2;58.4;23;Ceará;10107;2018
Indicador  6.2.1;2;53.0;24;Rio Grande do Norte;10107;2017
Indicador  6.2.1;2;51.8;24;Rio Grande do Norte;10107;2018
Indicador  6.2.1;2;55.3;25;Paraíba;10107;2017
Indicador  6.2.1;2;60.1;25;Paraíba;10107;2018
Indicador  6.2.1;2;54.4;26;Pernambuco;10107;2017
Indicador  6.2.1;2;55.9;26;Pernambuco;10107;2018
Indicador  6.2.1;2;51.3;27;Alagoas;10107;2017
Indicador  6.2.1;2;54.1;27;Alagoas;10107;2018
Indicador  6.2.1;2;67.3;28;Sergipe;10107;2017
Indicador  6.2.1;2;65.0;28;Sergipe;10107;2018
Indicador  6.2.1;2;61.8;29;Bahia;10107;2017
Indicador  6.2.1;2;62.9;29;Bahia;10107;2018
Indicador  6.2.1;2;39.5;31;Minas Gerais;10107;2017
Indicador  6.2.1;2;40.0;31;Minas Gerais;10107;2018
Indicador  6.2.1;2;64.5;32;Espírito Santo;10107;2017
Indicador  6.2.1;2;65.1;32;Espírito Santo;10107;2018
Indicador  6.2.1;2;59.4;33;Rio de Janeiro;10107;2017
Indicador  6.2.1;2;56.4;33;Rio de Janeiro;10107;2018
Indicador  6.2.1;2;75.7;35;São Paulo;10107;2017
Indicador  6.2.1;2;76.6;35;São Paulo;10107;2018
Indicador  6.2.1;2;81.2;41;Paraná;10107;2017
Indicador  6.2.1;2;80.9;41;Paraná;10107;2018
Indicador  6.2.1;2;67.7;42;Santa Catarina;10107;2017
Indicador  6.2.1;2;72.4;42;Santa Catarina;10107;2018
Indicador  6.2.1;2;66.3;43;Rio Grande do Sul;10107;2017
Indicador  6.2.1;2;68.7;43;Rio Grande do Sul;10107;2018
Indicador  6.2.1;2;64.4;50;Mato Grosso do Sul;10107;2017
Indicador  6.2.1;2;68.4;50;Mato Grosso do Sul;10107;2018
Indicador  6.2.1;2;51.9;51;Mato Grosso;10107;2017
Indicador  6.2.1;2;55.7;51;Mato Grosso;10107;2018
Indicador  6.2.1;2;64.6;52;Goiás;10107;2017
Indicador  6.2.1;2;66.3;52;Goiás;10107;2018
Indicador  6.2.1;2;90.5;53;Distrito Federal;10107;2017
Indicador  6.2.1;2;91.8;53;Distrito Federal;10107;2018
