ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;SUB_INDICADOR
Indicador  3.3.3;1670;68.8;11;Rondônia;12763;2004;12763
Indicador  3.3.3;1670;75.0;11;Rondônia;12763;2005;12763
Indicador  3.3.3;1670;63.0;11;Rondônia;12763;2006;12763
Indicador  3.3.3;1670;49.6;11;Rondônia;12763;2007;12763
Indicador  3.3.3;1670;29.7;11;Rondônia;12763;2008;12763
Indicador  3.3.3;1670;25.1;11;Rondônia;12763;2009;12763
Indicador  3.3.3;1670;26.9;11;Rondônia;12763;2010;12763
Indicador  3.3.3;1670;18.3;11;Rondônia;12763;2011;12763
Indicador  3.3.3;1670;14.3;11;Rondônia;12763;2012;12763
Indicador  3.3.3;1670;8.4;11;Rondônia;12763;2013;12763
Indicador  3.3.3;1670;5.7;11;Rondônia;12763;2014;12763
Indicador  3.3.3;1670;4.0;11;Rondônia;12763;2015;12763
Indicador  3.3.3;1670;4.0;11;Rondônia;12763;2016;12763
Indicador  3.3.3;1670;3.9;11;Rondônia;12763;2017;12763
Indicador  3.3.3;1670;4.4;11;Rondônia;12763;2018;12763
Indicador  3.3.3;1670;5.4;11;Rondônia;12763;2019;12763
Indicador  3.3.3;1670;6.6;11;Rondônia;12763;2020;12763
Indicador  3.3.3;1670;7.9;11;Rondônia;12763;2021;12763
Indicador  3.3.3;1670;6.8;11;Rondônia;12763;2022;12763
Indicador  3.3.3;1670;43.7;12;Acre;12763;2004;12763
Indicador  3.3.3;1670;80.3;12;Acre;12763;2005;12763
Indicador  3.3.3;1670;126.9;12;Acre;12763;2006;12763
Indicador  3.3.3;1670;68.2;12;Acre;12763;2007;12763
Indicador  3.3.3;1670;34.9;12;Acre;12763;2008;12763
Indicador  3.3.3;1670;34.8;12;Acre;12763;2009;12763
Indicador  3.3.3;1670;47.4;12;Acre;12763;2010;12763
Indicador  3.3.3;1670;28.6;12;Acre;12763;2011;12763
Indicador  3.3.3;1670;34.1;12;Acre;12763;2012;12763
Indicador  3.3.3;1670;42.4;12;Acre;12763;2013;12763
Indicador  3.3.3;1670;37.9;12;Acre;12763;2014;12763
Indicador  3.3.3;1670;32.1;12;Acre;12763;2015;12763
Indicador  3.3.3;1670;40.7;12;Acre;12763;2016;12763
Indicador  3.3.3;1670;42.1;12;Acre;12763;2017;12763
Indicador  3.3.3;1670;29.7;12;Acre;12763;2018;12763
Indicador  3.3.3;1670;14.5;12;Acre;12763;2019;12763
Indicador  3.3.3;1670;13.0;12;Acre;12763;2020;12763
Indicador  3.3.3;1670;9.3;12;Acre;12763;2021;12763
Indicador  3.3.3;1670;6.7;12;Acre;12763;2022;12763
