ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;SUB_INDICADOR
Indicador  5.5.1;45;513;1;Brasil;9724;2014;9724
Indicador  5.5.1;45;513;1;Brasil;9724;2018;9724
Indicador  5.5.1;45;8;11;Rondônia;9724;2014;9724
Indicador  5.5.1;45;8;11;Rondônia;9724;2018;9724
Indicador  5.5.1;45;8;12;Acre;9724;2014;9724
Indicador  5.5.1;45;8;12;Acre;9724;2018;9724
Indicador  5.5.1;45;8;13;Amazonas;9724;2014;9724
Indicador  5.5.1;45;8;13;Amazonas;9724;2018;9724
Indicador  5.5.1;45;8;14;Roraima;9724;2014;9724
Indicador  5.5.1;45;8;14;Roraima;9724;2018;9724
Indicador  5.5.1;45;17;15;Pará;9724;2014;9724
Indicador  5.5.1;45;17;15;Pará;9724;2018;9724
Indicador  5.5.1;45;8;16;Amapá;9724;2014;9724
Indicador  5.5.1;45;8;16;Amapá;9724;2018;9724
Indicador  5.5.1;45;8;17;Tocantins;9724;2014;9724
Indicador  5.5.1;45;8;17;Tocantins;9724;2018;9724
Indicador  5.5.1;45;18;21;Maranhão;9724;2014;9724
Indicador  5.5.1;45;18;21;Maranhão;9724;2018;9724
Indicador  5.5.1;45;10;22;Piauí;9724;2014;9724
Indicador  5.5.1;45;10;22;Piauí;9724;2018;9724
Indicador  5.5.1;45;22;23;Ceará;9724;2014;9724
Indicador  5.5.1;45;22;23;Ceará;9724;2018;9724
Indicador  5.5.1;45;8;24;Rio Grande do Norte;9724;2014;9724
Indicador  5.5.1;45;8;24;Rio Grande do Norte;9724;2018;9724
Indicador  5.5.1;45;12;25;Paraíba;9724;2014;9724
Indicador  5.5.1;45;12;25;Paraíba;9724;2018;9724
Indicador  5.5.1;45;25;26;Pernambuco;9724;2014;9724
Indicador  5.5.1;45;25;26;Pernambuco;9724;2018;9724
Indicador  5.5.1;45;9;27;Alagoas;9724;2014;9724
Indicador  5.5.1;45;9;27;Alagoas;9724;2018;9724
Indicador  5.5.1;45;8;28;Sergipe;9724;2014;9724
Indicador  5.5.1;45;8;28;Sergipe;9724;2018;9724
Indicador  5.5.1;45;39;29;Bahia;9724;2014;9724
Indicador  5.5.1;45;39;29;Bahia;9724;2018;9724
Indicador  5.5.1;45;53;31;Minas Gerais;9724;2014;9724
Indicador  5.5.1;45;53;31;Minas Gerais;9724;2018;9724
Indicador  5.5.1;45;10;32;Espírito Santo;9724;2014;9724
Indicador  5.5.1;45;10;32;Espírito Santo;9724;2018;9724
Indicador  5.5.1;45;46;33;Rio de Janeiro;9724;2014;9724
Indicador  5.5.1;45;46;33;Rio de Janeiro;9724;2018;9724
Indicador  5.5.1;45;70;35;São Paulo;9724;2014;9724
Indicador  5.5.1;45;70;35;São Paulo;9724;2018;9724
Indicador  5.5.1;45;30;41;Paraná;9724;2014;9724
Indicador  5.5.1;45;30;41;Paraná;9724;2018;9724
Indicador  5.5.1;45;16;42;Santa Catarina;9724;2014;9724
Indicador  5.5.1;45;16;42;Santa Catarina;9724;2018;9724
Indicador  5.5.1;45;31;43;Rio Grande do Sul;9724;2014;9724
Indicador  5.5.1;45;31;43;Rio Grande do Sul;9724;2018;9724
Indicador  5.5.1;45;8;50;Mato Grosso do Sul;9724;2014;9724
Indicador  5.5.1;45;8;50;Mato Grosso do Sul;9724;2018;9724
Indicador  5.5.1;45;8;51;Mato Grosso;9724;2014;9724
Indicador  5.5.1;45;8;51;Mato Grosso;9724;2018;9724
Indicador  5.5.1;45;17;52;Goiás;9724;2014;9724
Indicador  5.5.1;45;17;52;Goiás;9724;2018;9724
Indicador  5.5.1;45;8;53;Distrito Federal;9724;2014;9724
Indicador  5.5.1;45;8;53;Distrito Federal;9724;2018;9724
Indicador  5.5.1;45;51;1;Brasil;9725;2014;9725
Indicador  5.5.1;45;77;1;Brasil;9725;2018;9725
Indicador  5.5.1;45;2;11;Rondônia;9725;2014;9725
Indicador  5.5.1;45;3;11;Rondônia;9725;2018;9725
Indicador  5.5.1;45;1;12;Acre;9725;2014;9725
Indicador  5.5.1;45;4;12;Acre;9725;2018;9725
Indicador  5.5.1;45;1;13;Amazonas;9725;2014;9725
Indicador  5.5.1;45;-;13;Amazonas;9725;2018;9725
Indicador  5.5.1;45;2;14;Roraima;9725;2014;9725
Indicador  5.5.1;45;2;14;Roraima;9725;2018;9725
Indicador  5.5.1;45;3;15;Pará;9725;2014;9725
Indicador  5.5.1;45;1;15;Pará;9725;2018;9725
Indicador  5.5.1;45;3;16;Amapá;9725;2014;9725
Indicador  5.5.1;45;3;16;Amapá;9725;2018;9725
Indicador  5.5.1;45;3;17;Tocantins;9725;2014;9725
Indicador  5.5.1;45;2;17;Tocantins;9725;2018;9725
Indicador  5.5.1;45;1;21;Maranhão;9725;2014;9725
Indicador  5.5.1;45;-;21;Maranhão;9725;2018;9725
Indicador  5.5.1;45;2;22;Piauí;9725;2014;9725
