ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;SUB_INDICADOR
Indicador  3.1.1;1738;72.4;1;Brasil;9730;2009;9730
Indicador  3.1.1;1738;68.9;1;Brasil;9730;2010;9730
Indicador  3.1.1;1738;61.8;1;Brasil;9730;2011;9730
Indicador  3.1.1;1738;59.3;1;Brasil;9730;2012;9730
Indicador  3.1.1;1738;62.1;1;Brasil;9730;2013;9730
Indicador  3.1.1;1738;63.8;1;Brasil;9730;2014;9730
Indicador  3.1.1;1738;62.0;1;Brasil;9730;2015;9730
Indicador  3.1.1;1738;64.4;1;Brasil;9730;2016;9730
Indicador  3.1.1;1738;64.5;1;Brasil;9730;2017;9730
Indicador  3.1.1;1738;59.1;1;Brasil;9730;2018;9730
Indicador  3.1.1;1738;57.9;1;Brasil;9730;2019;9730
Indicador  3.1.1;1738;74.7;1;Brasil;9730;2020;9730
Indicador  3.1.1;1738;117.4;1;Brasil;9730;2021;9730
Indicador  3.1.1;1738;57.7;1;Brasil;9730;2022;9730
Indicador  3.1.1;1738;97.8;11;Rondônia;9730;2009;9730
Indicador  3.1.1;1738;83.2;11;Rondônia;9730;2010;9730
Indicador  3.1.1;1738;58.3;11;Rondônia;9730;2011;9730
Indicador  3.1.1;1738;64.1;11;Rondônia;9730;2012;9730
Indicador  3.1.1;1738;94.2;11;Rondônia;9730;2013;9730
Indicador  3.1.1;1738;87.7;11;Rondônia;9730;2014;9730
Indicador  3.1.1;1738;57.7;11;Rondônia;9730;2015;9730
Indicador  3.1.1;1738;56.4;11;Rondônia;9730;2016;9730
Indicador  3.1.1;1738;87.3;11;Rondônia;9730;2017;9730
Indicador  3.1.1;1738;47.8;11;Rondônia;9730;2018;9730
Indicador  3.1.1;1738;59.6;11;Rondônia;9730;2019;9730
Indicador  3.1.1;1738;78.1;11;Rondônia;9730;2020;9730
Indicador  3.1.1;1738;188.7;11;Rondônia;9730;2021;9730
Indicador  3.1.1;1738;52.2;11;Rondônia;9730;2022;9730
Indicador  3.1.1;1738;41.4;12;Acre;9730;2009;9730
Indicador  3.1.1;1738;48.8;12;Acre;9730;2010;9730
Indicador  3.1.1;1738;33.7;12;Acre;9730;2011;9730
Indicador  3.1.1;1738;53.9;12;Acre;9730;2012;9730
Indicador  3.1.1;1738;58.6;12;Acre;9730;2013;9730
Indicador  3.1.1;1738;46.7;12;Acre;9730;2014;9730
Indicador  3.1.1;1738;58.9;12;Acre;9730;2015;9730
Indicador  3.1.1;1738;69.7;12;Acre;9730;2016;9730
Indicador  3.1.1;1738;48.9;12;Acre;9730;2017;9730
Indicador  3.1.1;1738;54.4;12;Acre;9730;2018;9730
Indicador  3.1.1;1738;49.1;12;Acre;9730;2019;9730
Indicador  3.1.1;1738;33.0;12;Acre;9730;2020;9730
Indicador  3.1.1;1738;95.5;12;Acre;9730;2021;9730
