ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;CODG_REND_MENSAL_DOM_PER_CAP;DESC_REND_MENSAL_DOM_PER_CAP;CODG_SIT_DOM;DESC_SIT_DOM;SUB_INDICADOR
Indicador  16.1.3.4;1572;-;13;Amazonas;11392;2019;32857;Mais de 3 a 5 salários mínimos;1;Urbana;11392
Indicador  16.1.3.4;1572;-;13;Amazonas;11392;2019;32857;Mais de 3 a 5 salários mínimos;2;Rural;11392
Indicador  16.1.3.4;1572;10.991;13;Amazonas;11392;2019;32858;Mais de 5 salários mínimos;6795;Total;11392
Indicador  16.1.3.4;1572;-;13;Amazonas;11392;2019;32858;Mais de 5 salários mínimos;1;Urbana;11392
Indicador  16.1.3.4;1572;-;13;Amazonas;11392;2019;32858;Mais de 5 salários mínimos;2;Rural;11392
Indicador  16.1.3.4;1572;79.892;14;Roraima;11392;2019;32851;Total;6795;Total;11392
Indicador  16.1.3.4;1572;-;14;Roraima;11392;2019;32851;Total;1;Urbana;11392
Indicador  16.1.3.4;1572;-;14;Roraima;11392;2019;32851;Total;2;Rural;11392
Indicador  16.1.3.4;1572;16.144;14;Roraima;11392;2019;32852;Sem rendimento até 1/4 do salário mínimo;6795;Total;11392
Indicador  16.1.3.4;1572;-;14;Roraima;11392;2019;32852;Sem rendimento até 1/4 do salário mínimo;1;Urbana;11392
Indicador  16.1.3.4;1572;-;14;Roraima;11392;2019;32852;Sem rendimento até 1/4 do salário mínimo;2;Rural;11392
Indicador  16.1.3.4;1572;13.561;14;Roraima;11392;2019;32853;Mais de 1/4 a 1/2 do salário mínimo;6795;Total;11392
Indicador  16.1.3.4;1572;-;14;Roraima;11392;2019;32853;Mais de 1/4 a 1/2 do salário mínimo;1;Urbana;11392
Indicador  16.1.3.4;1572;-;14;Roraima;11392;2019;32853;Mais de 1/4 a 1/2 do salário mínimo;2;Rural;11392
Indicador  16.1.3.4;1572;22.459;14;Roraima;11392;2019;32854;Mais de 1/2 a 1 salário mínimo;6795;Total;11392
Indicador  16.1.3.4;1572;-;14;Roraima;11392;2019;32854;Mais de 1/2 a 1 salário mínimo;1;Urbana;11392
Indicador  16.1.3.4;1572;-;14;Roraima;11392;2019;32854;Mais de 1/2 a 1 salário mínimo;2;Rural;11392
Indicador  16.1.3.4;1572;18.967;14;Roraima;11392;2019;32855;Mais de 1 a 2 salários mínimos;6795;Total;11392
Indicador  16.1.3.4;1572;-;14;Roraima;11392;2019;32855;Mais de 1 a 2 salários mínimos;1;Urbana;11392
Indicador  16.1.3.4;1572;-;14;Roraima;11392;2019;32855;Mais de 1 a 2 salários mínimos;2;Rural;11392
Indicador  16.1.3.4;1572;3.049;14;Roraima;11392;2019;32856;Mais de 2 a 3 salários mínimos;6795;Total;11392
Indicador  16.1.3.4;1572;-;14;Roraima;11392;2019;32856;Mais de 2 a 3 salários mínimos;1;Urbana;11392
Indicador  16.1.3.4;1572;-;14;Roraima;11392;2019;32856;Mais de 2 a 3 salários mínimos;2;Rural;11392
Indicador  16.1.3.4;1572;2.967;14;Roraima;11392;2019;32857;Mais de 3 a 5 salários mínimos;6795;Total;11392
Indicador  16.1.3.4;1572;-;14;Roraima;11392;2019;32857;Mais de 3 a 5 salários mínimos;1;Urbana;11392
Indicador  16.1.3.4;1572;-;14;Roraima;11392;2019;32857;Mais de 3 a 5 salários mínimos;2;Rural;11392
Indicador  16.1.3.4;1572;2.746;14;Roraima;11392;2019;32858;Mais de 5 salários mínimos;6795;Total;11392
Indicador  16.1.3.4;1572;-;14;Roraima;11392;2019;32858;Mais de 5 salários mínimos;1;Urbana;11392
Indicador  16.1.3.4;1572;-;14;Roraima;11392;2019;32858;Mais de 5 salários mínimos;2;Rural;11392
Indicador  16.1.3.4;1572;1136.994;15;Pará;11392;2019;32851;Total;6795;Total;11392
Indicador  16.1.3.4;1572;-;15;Pará;11392;2019;32851;Total;1;Urbana;11392
Indicador  16.1.3.4;1572;-;15;Pará;11392;2019;32851;Total;2;Rural;11392
Indicador  16.1.3.4;1572;231.265;15;Pará;11392;2019;32852;Sem rendimento até 1/4 do salário mínimo;6795;Total;11392
Indicador  16.1.3.4;1572;-;15;Pará;11392;2019;32852;Sem rendimento até 1/4 do salário mínimo;1;Urbana;11392
Indicador  16.1.3.4;1572;-;15;Pará;11392;2019;32852;Sem rendimento até 1/4 do salário mínimo;2;Rural;11392
Indicador  16.1.3.4;1572;263.169;15;Pará;11392;2019;32853;Mais de 1/4 a 1/2 do salário mínimo;6795;Total;11392
Indicador  16.1.3.4;1572;-;15;Pará;11392;2019;32853;Mais de 1/4 a 1/2 do salário mínimo;1;Urbana;11392
Indicador  16.1.3.4;1572;-;15;Pará;11392;2019;32853;Mais de 1/4 a 1/2 do salário mínimo;2;Rural;11392
Indicador  16.1.3.4;1572;360.315;15;Pará;11392;2019;32854;Mais de 1/2 a 1 salário mínimo;6795;Total;11392
Indicador  16.1.3.4;1572;-;15;Pará;11392;2019;32854;Mais de 1/2 a 1 salário mínimo;1;Urbana;11392
Indicador  16.1.3.4;1572;-;15;Pará;11392;2019;32854;Mais de 1/2 a 1 salário mínimo;2;Rural;11392
Indicador  16.1.3.4;1572;169.649;15;Pará;11392;2019;32855;Mais de 1 a 2 salários mínimos;6795;Total;11392
Indicador  16.1.3.4;1572;-;15;Pará;11392;2019;32855;Mais de 1 a 2 salários mínimos;1;Urbana;11392
Indicador  16.1.3.4;1572;-;15;Pará;11392;2019;32855;Mais de 1 a 2 salários mínimos;2;Rural;11392
Indicador  16.1.3.4;1572;71.753;15;Pará;11392;2019;32856;Mais de 2 a 3 salários mínimos;6795;Total;11392
Indicador  16.1.3.4;1572;-;15;Pará;11392;2019;32856;Mais de 2 a 3 salários mínimos;1;Urbana;11392
Indicador  16.1.3.4;1572;-;15;Pará;11392;2019;32856;Mais de 2 a 3 salários mínimos;2;Rural;11392
Indicador  16.1.3.4;1572;23.111;15;Pará;11392;2019;32857;Mais de 3 a 5 salários mínimos;6795;Total;11392
Indicador  16.1.3.4;1572;-;15;Pará;11392;2019;32857;Mais de 3 a 5 salários mínimos;1;Urbana;11392
Indicador  16.1.3.4;1572;-;15;Pará;11392;2019;32857;Mais de 3 a 5 salários mínimos;2;Rural;11392
Indicador  16.1.3.4;1572;17.733;15;Pará;11392;2019;32858;Mais de 5 salários mínimos;6795;Total;11392
Indicador  16.1.3.4;1572;-;15;Pará;11392;2019;32858;Mais de 5 salários mínimos;1;Urbana;11392
Indicador  16.1.3.4;1572;-;15;Pará;11392;2019;32858;Mais de 5 salários mínimos;2;Rural;11392
Indicador  16.1.3.4;1572;105.099;16;Amapá;11392;2019;32851;Total;6795;Total;11392
Indicador  16.1.3.4;1572;-;16;Amapá;11392;2019;32851;Total;1;Urbana;11392
Indicador  16.1.3.4;1572;-;16;Amapá;11392;2019;32851;Total;2;Rural;11392
Indicador  16.1.3.4;1572;12.012;16;Amapá;11392;2019;32852;Sem rendimento até 1/4 do salário mínimo;6795;Total;11392
Indicador  16.1.3.4;1572;-;16;Amapá;11392;2019;32852;Sem rendimento até 1/4 do salário mínimo;1;Urbana;11392
Indicador  16.1.3.4;1572;-;16;Amapá;11392;2019;32852;Sem rendimento até 1/4 do salário mínimo;2;Rural;11392
Indicador  16.1.3.4;1572;24.575;16;Amapá;11392;2019;32853;Mais de 1/4 a 1/2 do salário mínimo;6795;Total;11392
Indicador  16.1.3.4;1572;-;16;Amapá;11392;2019;32853;Mais de 1/4 a 1/2 do salário mínimo;1;Urbana;11392
Indicador  16.1.3.4;1572;-;16;Amapá;11392;2019;32853;Mais de 1/4 a 1/2 do salário mínimo;2;Rural;11392
Indicador  16.1.3.4;1572;38.553;16;Amapá;11392;2019;32854;Mais de 1/2 a 1 salário mínimo;6795;Total;11392
Indicador  16.1.3.4;1572;-;16;Amapá;11392;2019;32854;Mais de 1/2 a 1 salário mínimo;1;Urbana;11392
Indicador  16.1.3.4;1572;-;16;Amapá;11392;2019;32854;Mais de 1/2 a 1 salário mínimo;2;Rural;11392
