ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO
Indicador  1.2.1;1726;34.7;1;Brasil;9948;2012
Indicador  1.2.1;1726;32.4;1;Brasil;9948;2013
Indicador  1.2.1;1726;30.8;1;Brasil;9948;2014
Indicador  1.2.1;1726;31.6;1;Brasil;9948;2015
Indicador  1.2.1;1726;33.7;1;Brasil;9948;2016
Indicador  1.2.1;1726;33.7;1;Brasil;9948;2017
Indicador  1.2.1;1726;33.3;1;Brasil;9948;2018
Indicador  1.2.1;1726;32.5;1;Brasil;9948;2019
Indicador  1.2.1;1726;31.0;1;Brasil;9948;2020
Indicador  1.2.1;1726;36.7;1;Brasil;9948;2021
Indicador  1.2.1;1726;31.6;1;Brasil;9948;2022
Indicador  1.2.1;1726;39.9;11;Rondônia;9948;2012
Indicador  1.2.1;1726;37.5;11;Rondônia;9948;2013
Indicador  1.2.1;1726;35.6;11;Rondônia;9948;2014
Indicador  1.2.1;1726;37.8;11;Rondônia;9948;2015
Indicador  1.2.1;1726;37.6;11;Rondônia;9948;2016
Indicador  1.2.1;1726;34.7;11;Rondônia;9948;2017
Indicador  1.2.1;1726;33.5;11;Rondônia;9948;2018
Indicador  1.2.1;1726;32.5;11;Rondônia;9948;2019
Indicador  1.2.1;1726;28.7;11;Rondônia;9948;2020
Indicador  1.2.1;1726;39.2;11;Rondônia;9948;2021
Indicador  1.2.1;1726;29.6;11;Rondônia;9948;2022
Indicador  1.2.1;1726;53.9;12;Acre;9948;2012
Indicador  1.2.1;1726;53.5;12;Acre;9948;2013
Indicador  1.2.1;1726;51.4;12;Acre;9948;2014
Indicador  1.2.1;1726;52.5;12;Acre;9948;2015
Indicador  1.2.1;1726;56.6;12;Acre;9948;2016
Indicador  1.2.1;1726;54.6;12;Acre;9948;2017
Indicador  1.2.1;1726;50.2;12;Acre;9948;2018
Indicador  1.2.1;1726;51.9;12;Acre;9948;2019
Indicador  1.2.1;1726;48.4;12;Acre;9948;2020
Indicador  1.2.1;1726;54.1;12;Acre;9948;2021
Indicador  1.2.1;1726;51.0;12;Acre;9948;2022
Indicador  1.2.1;1726;53.5;13;Amazonas;9948;2012
Indicador  1.2.1;1726;53.4;13;Amazonas;9948;2013
Indicador  1.2.1;1726;50.6;13;Amazonas;9948;2014
Indicador  1.2.1;1726;52.2;13;Amazonas;9948;2015
Indicador  1.2.1;1726;59.3;13;Amazonas;9948;2016
Indicador  1.2.1;1726;56.7;13;Amazonas;9948;2017
Indicador  1.2.1;1726;55.2;13;Amazonas;9948;2018
Indicador  1.2.1;1726;56.4;13;Amazonas;9948;2019
