ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;CODG_SEXO;DESC_SEXO;CODG_SIT_DOM;DESC_SIT_DOM;SUB_INDICADOR
Indicador  16.1.3;1572;-;43;Rio Grande do Sul;11392;2019;110095;Masculino;1;Urbana;11392
Indicador  16.1.3;1572;-;43;Rio Grande do Sul;11392;2019;110095;Masculino;2;Rural;11392
Indicador  16.1.3;1572;893.184;43;Rio Grande do Sul;11392;2019;110096;Feminino;6795;Total;11392
Indicador  16.1.3;1572;-;43;Rio Grande do Sul;11392;2019;110096;Feminino;1;Urbana;11392
Indicador  16.1.3;1572;-;43;Rio Grande do Sul;11392;2019;110096;Feminino;2;Rural;11392
Indicador  16.1.3;1572;409.524;50;Mato Grosso do Sul;11392;2019;6794;Total;6795;Total;11392
Indicador  16.1.3;1572;-;50;Mato Grosso do Sul;11392;2019;6794;Total;1;Urbana;11392
Indicador  16.1.3;1572;-;50;Mato Grosso do Sul;11392;2019;6794;Total;2;Rural;11392
Indicador  16.1.3;1572;169.753;50;Mato Grosso do Sul;11392;2019;110095;Masculino;6795;Total;11392
Indicador  16.1.3;1572;-;50;Mato Grosso do Sul;11392;2019;110095;Masculino;1;Urbana;11392
Indicador  16.1.3;1572;-;50;Mato Grosso do Sul;11392;2019;110095;Masculino;2;Rural;11392
Indicador  16.1.3;1572;239.770;50;Mato Grosso do Sul;11392;2019;110096;Feminino;6795;Total;11392
Indicador  16.1.3;1572;-;50;Mato Grosso do Sul;11392;2019;110096;Feminino;1;Urbana;11392
Indicador  16.1.3;1572;-;50;Mato Grosso do Sul;11392;2019;110096;Feminino;2;Rural;11392
Indicador  16.1.3;1572;370.419;51;Mato Grosso;11392;2019;6794;Total;6795;Total;11392
Indicador  16.1.3;1572;-;51;Mato Grosso;11392;2019;6794;Total;1;Urbana;11392
Indicador  16.1.3;1572;-;51;Mato Grosso;11392;2019;6794;Total;2;Rural;11392
Indicador  16.1.3;1572;177.506;51;Mato Grosso;11392;2019;110095;Masculino;6795;Total;11392
Indicador  16.1.3;1572;-;51;Mato Grosso;11392;2019;110095;Masculino;1;Urbana;11392
Indicador  16.1.3;1572;-;51;Mato Grosso;11392;2019;110095;Masculino;2;Rural;11392
Indicador  16.1.3;1572;192.913;51;Mato Grosso;11392;2019;110096;Feminino;6795;Total;11392
Indicador  16.1.3;1572;-;51;Mato Grosso;11392;2019;110096;Feminino;1;Urbana;11392
Indicador  16.1.3;1572;-;51;Mato Grosso;11392;2019;110096;Feminino;2;Rural;11392
Indicador  16.1.3;1572;928.006;52;Goiás;11392;2019;6794;Total;6795;Total;11392
Indicador  16.1.3;1572;-;52;Goiás;11392;2019;6794;Total;1;Urbana;11392
Indicador  16.1.3;1572;-;52;Goiás;11392;2019;6794;Total;2;Rural;11392
Indicador  16.1.3;1572;396.774;52;Goiás;11392;2019;110095;Masculino;6795;Total;11392
Indicador  16.1.3;1572;-;52;Goiás;11392;2019;110095;Masculino;1;Urbana;11392
Indicador  16.1.3;1572;-;52;Goiás;11392;2019;110095;Masculino;2;Rural;11392
Indicador  16.1.3;1572;531.232;52;Goiás;11392;2019;110096;Feminino;6795;Total;11392
Indicador  16.1.3;1572;-;52;Goiás;11392;2019;110096;Feminino;1;Urbana;11392
Indicador  16.1.3;1572;-;52;Goiás;11392;2019;110096;Feminino;2;Rural;11392
Indicador  16.1.3;1572;441.888;53;Distrito Federal;11392;2019;6794;Total;6795;Total;11392
Indicador  16.1.3;1572;-;53;Distrito Federal;11392;2019;6794;Total;1;Urbana;11392
Indicador  16.1.3;1572;-;53;Distrito Federal;11392;2019;6794;Total;2;Rural;11392
Indicador  16.1.3;1572;207.259;53;Distrito Federal;11392;2019;110095;Masculino;6795;Total;11392
Indicador  16.1.3;1572;-;53;Distrito Federal;11392;2019;110095;Masculino;1;Urbana;11392
Indicador  16.1.3;1572;-;53;Distrito Federal;11392;2019;110095;Masculino;2;Rural;11392
Indicador  16.1.3;1572;234.629;53;Distrito Federal;11392;2019;110096;Feminino;6795;Total;11392
Indicador  16.1.3;1572;-;53;Distrito Federal;11392;2019;110096;Feminino;1;Urbana;11392
Indicador  16.1.3;1572;-;53;Distrito Federal;11392;2019;110096;Feminino;2;Rural;11392
Indicador  16.1.3;1572;28258.715;1;Brasil;11393;2019;6794;Total;6795;Total;11393
Indicador  16.1.3;1572;25142.747;1;Brasil;11393;2019;6794;Total;1;Urbana;11393
Indicador  16.1.3;1572;2902.550;1;Brasil;11393;2019;6794;Total;2;Rural;11393
Indicador  16.1.3;1572;12145.623;1;Brasil;11393;2019;110095;Masculino;6795;Total;11393
Indicador  16.1.3;1572;10688.018;1;Brasil;11393;2019;110095;Masculino;1;Urbana;11393
Indicador  16.1.3;1572;1324.564;1;Brasil;11393;2019;110095;Masculino;2;Rural;11393
Indicador  16.1.3;1572;15842.900;1;Brasil;11393;2019;110096;Feminino;6795;Total;11393
Indicador  16.1.3;1572;14189.558;1;Brasil;11393;2019;110096;Feminino;1;Urbana;11393
Indicador  16.1.3;1572;1505.434;1;Brasil;11393;2019;110096;Feminino;2;Rural;11393
Indicador  16.1.3;1572;168.065;11;Rondônia;11393;2019;6794;Total;6795;Total;11393
Indicador  16.1.3;1572;-;11;Rondônia;11393;2019;6794;Total;1;Urbana;11393
Indicador  16.1.3;1572;-;11;Rondônia;11393;2019;6794;Total;2;Rural;11393
Indicador  16.1.3;1572;84.370;11;Rondônia;11393;2019;110095;Masculino;6795;Total;11393
Indicador  16.1.3;1572;-;11;Rondônia;11393;2019;110095;Masculino;1;Urbana;11393
Indicador  16.1.3;1572;-;11;Rondônia;11393;2019;110095;Masculino;2;Rural;11393
Indicador  16.1.3;1572;73.953;11;Rondônia;11393;2019;110096;Feminino;6795;Total;11393
Indicador  16.1.3;1572;-;11;Rondônia;11393;2019;110096;Feminino;1;Urbana;11393
Indicador  16.1.3;1572;-;11;Rondônia;11393;2019;110096;Feminino;2;Rural;11393
Indicador  16.1.3;1572;63.734;12;Acre;11393;2019;6794;Total;6795;Total;11393
Indicador  16.1.3;1572;-;12;Acre;11393;2019;6794;Total;1;Urbana;11393
Indicador  16.1.3;1572;-;12;Acre;11393;2019;6794;Total;2;Rural;11393
Indicador  16.1.3;1572;24.838;12;Acre;11393;2019;110095;Masculino;6795;Total;11393
Indicador  16.1.3;1572;-;12;Acre;11393;2019;110095;Masculino;1;Urbana;11393
Indicador  16.1.3;1572;-;12;Acre;11393;2019;110095;Masculino;2;Rural;11393
Indicador  16.1.3;1572;35.248;12;Acre;11393;2019;110096;Feminino;6795;Total;11393
Indicador  16.1.3;1572;-;12;Acre;11393;2019;110096;Feminino;1;Urbana;11393
Indicador  16.1.3;1572;-;12;Acre;11393;2019;110096;Feminino;2;Rural;11393
