ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;CODG_DEF;DESC_DEF
Indicador  8.5.2;2;5.1;50;Mato Grosso do Sul;10004;2022;46583;Total
Indicador  8.5.2;2;4.8;50;Mato Grosso do Sul;10004;2022;58765;Pessoa com deficiência
Indicador  8.5.2;2;5.1;50;Mato Grosso do Sul;10004;2022;58766;Pessoa sem deficiência
Indicador  8.5.2;2;3.8;51;Mato Grosso;10004;2022;46583;Total
Indicador  8.5.2;2;2.3;51;Mato Grosso;10004;2022;58765;Pessoa com deficiência
Indicador  8.5.2;2;3.9;51;Mato Grosso;10004;2022;58766;Pessoa sem deficiência
Indicador  8.5.2;2;6.0;52;Goiás;10004;2022;46583;Total
Indicador  8.5.2;2;6.7;52;Goiás;10004;2022;58765;Pessoa com deficiência
Indicador  8.5.2;2;6.0;52;Goiás;10004;2022;58766;Pessoa sem deficiência
Indicador  8.5.2;2;10.8;53;Distrito Federal;10004;2022;46583;Total
Indicador  8.5.2;2;14.3;53;Distrito Federal;10004;2022;58765;Pessoa com deficiência
Indicador  8.5.2;2;10.6;53;Distrito Federal;10004;2022;58766;Pessoa sem deficiência
