ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;CODG_ATV_TRAB;DESC_ATV_TRAB
Indicador  8.3.1.2;2;43.8;11;Rondônia;8883;2020;99444;Total
Indicador  8.3.1.2;2;85.2;11;Rondônia;8883;2020;99160;Agrícola
Indicador  8.3.1.2;2;33.9;11;Rondônia;8883;2020;99161;Não-agrícola
Indicador  8.3.1.2;2;46.8;11;Rondônia;8883;2021;99444;Total
Indicador  8.3.1.2;2;86.6;11;Rondônia;8883;2021;99160;Agrícola
Indicador  8.3.1.2;2;37.0;11;Rondônia;8883;2021;99161;Não-agrícola
Indicador  8.3.1.2;2;47.3;11;Rondônia;8883;2022;99444;Total
Indicador  8.3.1.2;2;89.4;11;Rondônia;8883;2022;99160;Agrícola
Indicador  8.3.1.2;2;37.8;11;Rondônia;8883;2022;99161;Não-agrícola
Indicador  8.3.1.2;2;46.0;11;Rondônia;8883;2023;99444;Total
Indicador  8.3.1.2;2;84.4;11;Rondônia;8883;2023;99160;Agrícola
Indicador  8.3.1.2;2;37.1;11;Rondônia;8883;2023;99161;Não-agrícola
Indicador  8.3.1.2;2;45.8;11;Rondônia;8883;2024;99444;Total
Indicador  8.3.1.2;2;84.2;11;Rondônia;8883;2024;99160;Agrícola
Indicador  8.3.1.2;2;37.0;11;Rondônia;8883;2024;99161;Não-agrícola
Indicador  8.3.1.2;2;49.2;12;Acre;8883;2016;99444;Total
Indicador  8.3.1.2;2;92.9;12;Acre;8883;2016;99160;Agrícola
Indicador  8.3.1.2;2;40.9;12;Acre;8883;2016;99161;Não-agrícola
Indicador  8.3.1.2;2;52.1;12;Acre;8883;2017;99444;Total
Indicador  8.3.1.2;2;88.0;12;Acre;8883;2017;99160;Agrícola
Indicador  8.3.1.2;2;46.2;12;Acre;8883;2017;99161;Não-agrícola
Indicador  8.3.1.2;2;50.4;12;Acre;8883;2018;99444;Total
Indicador  8.3.1.2;2;91.7;12;Acre;8883;2018;99160;Agrícola
Indicador  8.3.1.2;2;44.6;12;Acre;8883;2018;99161;Não-agrícola
Indicador  8.3.1.2;2;50.1;12;Acre;8883;2019;99444;Total
Indicador  8.3.1.2;2;90.2;12;Acre;8883;2019;99160;Agrícola
Indicador  8.3.1.2;2;44.2;12;Acre;8883;2019;99161;Não-agrícola
Indicador  8.3.1.2;2;47.3;12;Acre;8883;2020;99444;Total
Indicador  8.3.1.2;2;92.2;12;Acre;8883;2020;99160;Agrícola
Indicador  8.3.1.2;2;40.5;12;Acre;8883;2020;99161;Não-agrícola
Indicador  8.3.1.2;2;48.1;12;Acre;8883;2021;99444;Total
Indicador  8.3.1.2;2;90.6;12;Acre;8883;2021;99160;Agrícola
Indicador  8.3.1.2;2;41.6;12;Acre;8883;2021;99161;Não-agrícola
Indicador  8.3.1.2;2;46.3;12;Acre;8883;2022;99444;Total
Indicador  8.3.1.2;2;87.6;12;Acre;8883;2022;99160;Agrícola
Indicador  8.3.1.2;2;41.1;12;Acre;8883;2022;99161;Não-agrícola
Indicador  8.3.1.2;2;45.4;12;Acre;8883;2023;99444;Total
Indicador  8.3.1.2;2;86.4;12;Acre;8883;2023;99160;Agrícola
Indicador  8.3.1.2;2;41.3;12;Acre;8883;2023;99161;Não-agrícola
Indicador  8.3.1.2;2;46.0;12;Acre;8883;2024;99444;Total
Indicador  8.3.1.2;2;87.5;12;Acre;8883;2024;99160;Agrícola
Indicador  8.3.1.2;2;40.7;12;Acre;8883;2024;99161;Não-agrícola
Indicador  8.3.1.2;2;56.9;13;Amazonas;8883;2016;99444;Total
Indicador  8.3.1.2;2;98.8;13;Amazonas;8883;2016;99160;Agrícola
Indicador  8.3.1.2;2;46.9;13;Amazonas;8883;2016;99161;Não-agrícola
Indicador  8.3.1.2;2;55.7;13;Amazonas;8883;2017;99444;Total
Indicador  8.3.1.2;2;99.6;13;Amazonas;8883;2017;99160;Agrícola
Indicador  8.3.1.2;2;45.2;13;Amazonas;8883;2017;99161;Não-agrícola
Indicador  8.3.1.2;2;54.9;13;Amazonas;8883;2018;99444;Total
Indicador  8.3.1.2;2;99.0;13;Amazonas;8883;2018;99160;Agrícola
Indicador  8.3.1.2;2;45.4;13;Amazonas;8883;2018;99161;Não-agrícola
Indicador  8.3.1.2;2;57.7;13;Amazonas;8883;2019;99444;Total
Indicador  8.3.1.2;2;99.3;13;Amazonas;8883;2019;99160;Agrícola
Indicador  8.3.1.2;2;48.7;13;Amazonas;8883;2019;99161;Não-agrícola
Indicador  8.3.1.2;2;57.1;13;Amazonas;8883;2020;99444;Total
Indicador  8.3.1.2;2;99.3;13;Amazonas;8883;2020;99160;Agrícola
Indicador  8.3.1.2;2;46.0;13;Amazonas;8883;2020;99161;Não-agrícola
Indicador  8.3.1.2;2;58.7;13;Amazonas;8883;2021;99444;Total
Indicador  8.3.1.2;2;98.7;13;Amazonas;8883;2021;99160;Agrícola
Indicador  8.3.1.2;2;49.7;13;Amazonas;8883;2021;99161;Não-agrícola
Indicador  8.3.1.2;2;57.3;13;Amazonas;8883;2022;99444;Total
Indicador  8.3.1.2;2;99.6;13;Amazonas;8883;2022;99160;Agrícola
Indicador  8.3.1.2;2;49.2;13;Amazonas;8883;2022;99161;Não-agrícola
Indicador  8.3.1.2;2;53.8;13;Amazonas;8883;2023;99444;Total
Indicador  8.3.1.2;2;98.2;13;Amazonas;8883;2023;99160;Agrícola
Indicador  8.3.1.2;2;45.5;13;Amazonas;8883;2023;99161;Não-agrícola
Indicador  8.3.1.2;2;53.6;13;Amazonas;8883;2024;99444;Total
Indicador  8.3.1.2;2;99.1;13;Amazonas;8883;2024;99160;Agrícola
Indicador  8.3.1.2;2;45.7;13;Amazonas;8883;2024;99161;Não-agrícola
Indicador  8.3.1.2;2;41.7;14;Roraima;8883;2016;99444;Total
Indicador  8.3.1.2;2;92.4;14;Roraima;8883;2016;99160;Agrícola
Indicador  8.3.1.2;2;37.0;14;Roraima;8883;2016;99161;Não-agrícola
Indicador  8.3.1.2;2;45.5;14;Roraima;8883;2017;99444;Total
Indicador  8.3.1.2;2;90.9;14;Roraima;8883;2017;99160;Agrícola
Indicador  8.3.1.2;2;42.1;14;Roraima;8883;2017;99161;Não-agrícola
Indicador  8.3.1.2;2;44.5;14;Roraima;8883;2018;99444;Total
Indicador  8.3.1.2;2;88.8;14;Roraima;8883;2018;99160;Agrícola
Indicador  8.3.1.2;2;40.2;14;Roraima;8883;2018;99161;Não-agrícola
Indicador  8.3.1.2;2;50.6;14;Roraima;8883;2019;99444;Total
Indicador  8.3.1.2;2;90.5;14;Roraima;8883;2019;99160;Agrícola
Indicador  8.3.1.2;2;47.3;14;Roraima;8883;2019;99161;Não-agrícola
Indicador  8.3.1.2;2;45.3;14;Roraima;8883;2020;99444;Total
Indicador  8.3.1.2;2;82.8;14;Roraima;8883;2020;99160;Agrícola
Indicador  8.3.1.2;2;41.8;14;Roraima;8883;2020;99161;Não-agrícola
Indicador  8.3.1.2;2;48.6;14;Roraima;8883;2021;99444;Total
Indicador  8.3.1.2;2;83.1;14;Roraima;8883;2021;99160;Agrícola
