ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;SUB_INDICADOR
Indicador  4.5.1;50;1.01;1;Brasil;9601;2012;9601
Indicador  4.5.1;50;1.03;1;Brasil;9601;2013;9601
Indicador  4.5.1;50;1.00;1;Brasil;9601;2014;9601
Indicador  4.5.1;50;0.99;1;Brasil;9601;2015;9601
Indicador  4.5.1;50;1.01;1;Brasil;9601;2016;9601
Indicador  4.5.1;50;1.01;1;Brasil;9601;2017;9601
Indicador  4.5.1;50;1.00;1;Brasil;9601;2018;9601
Indicador  4.5.1;50;1.01;1;Brasil;9601;2019;9601
Indicador  4.5.1;50;1.03;11;Rondônia;9601;2012;9601
Indicador  4.5.1;50;0.97;11;Rondônia;9601;2013;9601
Indicador  4.5.1;50;0.87;11;Rondônia;9601;2014;9601
Indicador  4.5.1;50;0.92;11;Rondônia;9601;2015;9601
Indicador  4.5.1;50;0.90;11;Rondônia;9601;2016;9601
Indicador  4.5.1;50;0.98;11;Rondônia;9601;2017;9601
Indicador  4.5.1;50;0.99;11;Rondônia;9601;2018;9601
Indicador  4.5.1;50;1.02;11;Rondônia;9601;2019;9601
Indicador  4.5.1;50;0.95;12;Acre;9601;2012;9601
Indicador  4.5.1;50;1.00;12;Acre;9601;2013;9601
Indicador  4.5.1;50;1.03;12;Acre;9601;2014;9601
Indicador  4.5.1;50;1.06;12;Acre;9601;2015;9601
Indicador  4.5.1;50;0.87;12;Acre;9601;2016;9601
Indicador  4.5.1;50;0.95;12;Acre;9601;2017;9601
Indicador  4.5.1;50;1.04;12;Acre;9601;2018;9601
Indicador  4.5.1;50;1.09;12;Acre;9601;2019;9601
Indicador  4.5.1;50;1.10;13;Amazonas;9601;2012;9601
Indicador  4.5.1;50;1.10;13;Amazonas;9601;2013;9601
Indicador  4.5.1;50;1.05;13;Amazonas;9601;2014;9601
Indicador  4.5.1;50;1.00;13;Amazonas;9601;2015;9601
Indicador  4.5.1;50;1.00;13;Amazonas;9601;2016;9601
Indicador  4.5.1;50;1.03;13;Amazonas;9601;2017;9601
Indicador  4.5.1;50;1.00;13;Amazonas;9601;2018;9601
Indicador  4.5.1;50;1.01;13;Amazonas;9601;2019;9601
Indicador  4.5.1;50;1.41;14;Roraima;9601;2012;9601
Indicador  4.5.1;50;1.03;14;Roraima;9601;2013;9601
Indicador  4.5.1;50;1.00;14;Roraima;9601;2014;9601
Indicador  4.5.1;50;1.00;14;Roraima;9601;2015;9601
Indicador  4.5.1;50;1.10;14;Roraima;9601;2016;9601
Indicador  4.5.1;50;1.16;14;Roraima;9601;2017;9601
