ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO
Indicador  7.1.2;2;93.3;1;Brasil;9135;2022
Indicador  7.1.2;2;94.5;1;Brasil;9135;2023
Indicador  7.1.2;2;94.7;11;Rondônia;9135;2022
Indicador  7.1.2;2;97.1;11;Rondônia;9135;2023
Indicador  7.1.2;2;88.3;12;Acre;9135;2022
Indicador  7.1.2;2;92.3;12;Acre;9135;2023
Indicador  7.1.2;2;96.0;13;Amazonas;9135;2022
Indicador  7.1.2;2;96.1;13;Amazonas;9135;2023
Indicador  7.1.2;2;96.5;14;Roraima;9135;2022
Indicador  7.1.2;2;96.4;14;Roraima;9135;2023
Indicador  7.1.2;2;85.2;15;Pará;9135;2022
Indicador  7.1.2;2;88.0;15;Pará;9135;2023
Indicador  7.1.2;2;97.4;16;Amapá;9135;2022
Indicador  7.1.2;2;98.0;16;Amapá;9135;2023
Indicador  7.1.2;2;89.4;17;Tocantins;9135;2022
Indicador  7.1.2;2;92.3;17;Tocantins;9135;2023
Indicador  7.1.2;2;75.3;21;Maranhão;9135;2022
Indicador  7.1.2;2;76.3;21;Maranhão;9135;2023
Indicador  7.1.2;2;75.9;22;Piauí;9135;2022
Indicador  7.1.2;2;78.5;22;Piauí;9135;2023
Indicador  7.1.2;2;87.1;23;Ceará;9135;2022
Indicador  7.1.2;2;88.3;23;Ceará;9135;2023
Indicador  7.1.2;2;93.4;24;Rio Grande do Norte;9135;2022
Indicador  7.1.2;2;95.6;24;Rio Grande do Norte;9135;2023
Indicador  7.1.2;2;87.2;25;Paraíba;9135;2022
Indicador  7.1.2;2;91.1;25;Paraíba;9135;2023
Indicador  7.1.2;2;92.1;26;Pernambuco;9135;2022
Indicador  7.1.2;2;93.4;26;Pernambuco;9135;2023
Indicador  7.1.2;2;94.6;27;Alagoas;9135;2022
Indicador  7.1.2;2;96.2;27;Alagoas;9135;2023
Indicador  7.1.2;2;93.1;28;Sergipe;9135;2022
Indicador  7.1.2;2;93.3;28;Sergipe;9135;2023
Indicador  7.1.2;2;86.5;29;Bahia;9135;2022
Indicador  7.1.2;2;88.9;29;Bahia;9135;2023
Indicador  7.1.2;2;92.7;31;Minas Gerais;9135;2022
Indicador  7.1.2;2;94.3;31;Minas Gerais;9135;2023
Indicador  7.1.2;2;97.0;32;Espírito Santo;9135;2022
Indicador  7.1.2;2;97.9;32;Espírito Santo;9135;2023
Indicador  7.1.2;2;99.5;33;Rio de Janeiro;9135;2022
Indicador  7.1.2;2;99.7;33;Rio de Janeiro;9135;2023
Indicador  7.1.2;2;99.5;35;São Paulo;9135;2022
Indicador  7.1.2;2;99.8;35;São Paulo;9135;2023
Indicador  7.1.2;2;93.3;41;Paraná;9135;2022
Indicador  7.1.2;2;94.1;41;Paraná;9135;2023
Indicador  7.1.2;2;91.4;42;Santa Catarina;9135;2022
Indicador  7.1.2;2;93.9;42;Santa Catarina;9135;2023
Indicador  7.1.2;2;89.9;43;Rio Grande do Sul;9135;2022
Indicador  7.1.2;2;92.3;43;Rio Grande do Sul;9135;2023
Indicador  7.1.2;2;97.3;50;Mato Grosso do Sul;9135;2022
Indicador  7.1.2;2;98.3;50;Mato Grosso do Sul;9135;2023
Indicador  7.1.2;2;97.2;51;Mato Grosso;9135;2022
Indicador  7.1.2;2;96.9;51;Mato Grosso;9135;2023
Indicador  7.1.2;2;98.4;52;Goiás;9135;2022
Indicador  7.1.2;2;98.8;52;Goiás;9135;2023
Indicador  7.1.2;2;99.8;53;Distrito Federal;9135;2022
Indicador  7.1.2;2;99.8;53;Distrito Federal;9135;2023
