ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;CODG_SEXO;DESC_SEXO;SUB_INDICADOR
Indicador  3.a.1;2;12.5;42;Santa Catarina;12382;2019;6794;Total;12382
Indicador  3.a.1;2;15.6;42;Santa Catarina;12382;2019;4;Homens;12382
Indicador  3.a.1;2;9.5;42;Santa Catarina;12382;2019;5;Mulheres;12382
Indicador  3.a.1;2;15.4;43;Rio Grande do Sul;12382;2019;6794;Total;12382
Indicador  3.a.1;2;18.1;43;Rio Grande do Sul;12382;2019;4;Homens;12382
Indicador  3.a.1;2;12.8;43;Rio Grande do Sul;12382;2019;5;Mulheres;12382
Indicador  3.a.1;2;15.7;50;Mato Grosso do Sul;12382;2019;6794;Total;12382
Indicador  3.a.1;2;19.9;50;Mato Grosso do Sul;12382;2019;4;Homens;12382
Indicador  3.a.1;2;12.1;50;Mato Grosso do Sul;12382;2019;5;Mulheres;12382
Indicador  3.a.1;2;12.6;51;Mato Grosso;12382;2019;6794;Total;12382
Indicador  3.a.1;2;15.3;51;Mato Grosso;12382;2019;4;Homens;12382
Indicador  3.a.1;2;10.0;51;Mato Grosso;12382;2019;5;Mulheres;12382
Indicador  3.a.1;2;13.3;52;Goiás;12382;2019;6794;Total;12382
Indicador  3.a.1;2;17.7;52;Goiás;12382;2019;4;Homens;12382
Indicador  3.a.1;2;9.0;52;Goiás;12382;2019;5;Mulheres;12382
Indicador  3.a.1;2;11.2;53;Distrito Federal;12382;2019;6794;Total;12382
Indicador  3.a.1;2;14.4;53;Distrito Federal;12382;2019;4;Homens;12382
Indicador  3.a.1;2;8.5;53;Distrito Federal;12382;2019;5;Mulheres;12382
Indicador  3.a.1;2;11.7;1;Brasil;12360;2019;6794;Total;12360
Indicador  3.a.1;2;14.9;1;Brasil;12360;2019;4;Homens;12360
Indicador  3.a.1;2;8.5;1;Brasil;12360;2019;5;Mulheres;12360
Indicador  3.a.1;2;8.6;11;Rondônia;12360;2019;6794;Total;12360
Indicador  3.a.1;2;13.2;11;Rondônia;12360;2019;4;Homens;12360
