ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO
Indicador  6.1.1;2;96.0;1;Brasil;9484;2016
Indicador  6.1.1;2;96.0;1;Brasil;9484;2017
Indicador  6.1.1;2;96.4;1;Brasil;9484;2018
Indicador  6.1.1;2;96.6;1;Brasil;9484;2019
Indicador  6.1.1;2;97.2;1;Brasil;9484;2022
Indicador  6.1.1;2;97.4;1;Brasil;9484;2023
Indicador  6.1.1;2;98.2;11;Rondônia;9484;2016
Indicador  6.1.1;2;97.8;11;Rondônia;9484;2017
Indicador  6.1.1;2;98.8;11;Rondônia;9484;2018
Indicador  6.1.1;2;98.0;11;Rondônia;9484;2019
Indicador  6.1.1;2;98.8;11;Rondônia;9484;2022
Indicador  6.1.1;2;97.9;11;Rondônia;9484;2023
Indicador  6.1.1;2;83.2;12;Acre;9484;2016
Indicador  6.1.1;2;81.4;12;Acre;9484;2017
Indicador  6.1.1;2;85.8;12;Acre;9484;2018
Indicador  6.1.1;2;88.1;12;Acre;9484;2019
Indicador  6.1.1;2;89.7;12;Acre;9484;2022
Indicador  6.1.1;2;89.9;12;Acre;9484;2023
Indicador  6.1.1;2;89.7;13;Amazonas;9484;2016
Indicador  6.1.1;2;91.1;13;Amazonas;9484;2017
Indicador  6.1.1;2;91.2;13;Amazonas;9484;2018
Indicador  6.1.1;2;88.5;13;Amazonas;9484;2019
Indicador  6.1.1;2;91.4;13;Amazonas;9484;2022
Indicador  6.1.1;2;91.6;13;Amazonas;9484;2023
Indicador  6.1.1;2;97.9;14;Roraima;9484;2016
Indicador  6.1.1;2;97.3;14;Roraima;9484;2017
Indicador  6.1.1;2;97.2;14;Roraima;9484;2018
Indicador  6.1.1;2;94.3;14;Roraima;9484;2019
Indicador  6.1.1;2;96.4;14;Roraima;9484;2022
Indicador  6.1.1;2;97.6;14;Roraima;9484;2023
Indicador  6.1.1;2;88.5;15;Pará;9484;2016
Indicador  6.1.1;2;87.4;15;Pará;9484;2017
Indicador  6.1.1;2;90.0;15;Pará;9484;2018
Indicador  6.1.1;2;87.9;15;Pará;9484;2019
Indicador  6.1.1;2;91.4;15;Pará;9484;2022
Indicador  6.1.1;2;93.0;15;Pará;9484;2023
Indicador  6.1.1;2;93.9;16;Amapá;9484;2016
Indicador  6.1.1;2;95.3;16;Amapá;9484;2017
Indicador  6.1.1;2;94.9;16;Amapá;9484;2018
Indicador  6.1.1;2;95.6;16;Amapá;9484;2019
Indicador  6.1.1;2;96.7;16;Amapá;9484;2022
Indicador  6.1.1;2;98.5;16;Amapá;9484;2023
Indicador  6.1.1;2;96.4;17;Tocantins;9484;2016
Indicador  6.1.1;2;96.2;17;Tocantins;9484;2017
Indicador  6.1.1;2;97.0;17;Tocantins;9484;2018
Indicador  6.1.1;2;97.2;17;Tocantins;9484;2019
Indicador  6.1.1;2;97.8;17;Tocantins;9484;2022
Indicador  6.1.1;2;98.8;17;Tocantins;9484;2023
Indicador  6.1.1;2;86.2;21;Maranhão;9484;2016
Indicador  6.1.1;2;87.0;21;Maranhão;9484;2017
Indicador  6.1.1;2;88.2;21;Maranhão;9484;2018
Indicador  6.1.1;2;89.2;21;Maranhão;9484;2019
Indicador  6.1.1;2;93.2;21;Maranhão;9484;2022
Indicador  6.1.1;2;93.3;21;Maranhão;9484;2023
Indicador  6.1.1;2;90.2;22;Piauí;9484;2016
Indicador  6.1.1;2;90.7;22;Piauí;9484;2017
Indicador  6.1.1;2;93.0;22;Piauí;9484;2018
Indicador  6.1.1;2;94.4;22;Piauí;9484;2019
Indicador  6.1.1;2;94.6;22;Piauí;9484;2022
Indicador  6.1.1;2;94.0;22;Piauí;9484;2023
Indicador  6.1.1;2;88.5;23;Ceará;9484;2016
Indicador  6.1.1;2;90.8;23;Ceará;9484;2017
Indicador  6.1.1;2;91.2;23;Ceará;9484;2018
Indicador  6.1.1;2;92.5;23;Ceará;9484;2019
Indicador  6.1.1;2;94.6;23;Ceará;9484;2022
Indicador  6.1.1;2;93.9;23;Ceará;9484;2023
Indicador  6.1.1;2;93.1;24;Rio Grande do Norte;9484;2016
Indicador  6.1.1;2;93.5;24;Rio Grande do Norte;9484;2017
Indicador  6.1.1;2;93.2;24;Rio Grande do Norte;9484;2018
Indicador  6.1.1;2;93.5;24;Rio Grande do Norte;9484;2019
Indicador  6.1.1;2;94.9;24;Rio Grande do Norte;9484;2022
Indicador  6.1.1;2;96.5;24;Rio Grande do Norte;9484;2023
Indicador  6.1.1;2;83.1;25;Paraíba;9484;2016
Indicador  6.1.1;2;83.6;25;Paraíba;9484;2017
Indicador  6.1.1;2;86.8;25;Paraíba;9484;2018
Indicador  6.1.1;2;88.1;25;Paraíba;9484;2019
Indicador  6.1.1;2;88.0;25;Paraíba;9484;2022
Indicador  6.1.1;2;91.0;25;Paraíba;9484;2023
Indicador  6.1.1;2;88.0;26;Pernambuco;9484;2016
Indicador  6.1.1;2;87.2;26;Pernambuco;9484;2017
Indicador  6.1.1;2;87.4;26;Pernambuco;9484;2018
Indicador  6.1.1;2;89.2;26;Pernambuco;9484;2019
Indicador  6.1.1;2;91.1;26;Pernambuco;9484;2022
