ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;CODG_SEXO;DESC_SEXO;CODG_IDADE;DESC_IDADE
Indicador  5.4.1;2;8.3;12;Acre;9471;2017;5;Mulheres;41114;14 a 29 anos
Indicador  5.4.1;2;9.8;12;Acre;9471;2017;5;Mulheres;41113;30 a 49 anos
Indicador  5.4.1;2;9.9;12;Acre;9471;2017;5;Mulheres;3301;50 a 59 anos
Indicador  5.4.1;2;8.6;12;Acre;9471;2017;5;Mulheres;3302;60 anos ou mais
Indicador  5.4.1;2;8.1;12;Acre;9471;2018;6794;Total;95253;Total
Indicador  5.4.1;2;7.2;12;Acre;9471;2018;6794;Total;41114;14 a 29 anos
Indicador  5.4.1;2;8.9;12;Acre;9471;2018;6794;Total;41113;30 a 49 anos
Indicador  5.4.1;2;8.7;12;Acre;9471;2018;6794;Total;3301;50 a 59 anos
Indicador  5.4.1;2;8.3;12;Acre;9471;2018;6794;Total;3302;60 anos ou mais
Indicador  5.4.1;2;5.3;12;Acre;9471;2018;4;Homens;95253;Total
Indicador  5.4.1;2;4.6;12;Acre;9471;2018;4;Homens;41114;14 a 29 anos
Indicador  5.4.1;2;6.0;12;Acre;9471;2018;4;Homens;41113;30 a 49 anos
Indicador  5.4.1;2;5.6;12;Acre;9471;2018;4;Homens;3301;50 a 59 anos
Indicador  5.4.1;2;5.9;12;Acre;9471;2018;4;Homens;3302;60 anos ou mais
Indicador  5.4.1;2;10.7;12;Acre;9471;2018;5;Mulheres;95253;Total
Indicador  5.4.1;2;9.9;12;Acre;9471;2018;5;Mulheres;41114;14 a 29 anos
Indicador  5.4.1;2;11.6;12;Acre;9471;2018;5;Mulheres;41113;30 a 49 anos
Indicador  5.4.1;2;11.5;12;Acre;9471;2018;5;Mulheres;3301;50 a 59 anos
Indicador  5.4.1;2;10.4;12;Acre;9471;2018;5;Mulheres;3302;60 anos ou mais
Indicador  5.4.1;2;8.7;12;Acre;9471;2019;6794;Total;95253;Total
Indicador  5.4.1;2;8.0;12;Acre;9471;2019;6794;Total;41114;14 a 29 anos
Indicador  5.4.1;2;9.4;12;Acre;9471;2019;6794;Total;41113;30 a 49 anos
Indicador  5.4.1;2;9.9;12;Acre;9471;2019;6794;Total;3301;50 a 59 anos
