ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;CODG_CLAS_PERC_REND_DOM_PER_CAP;DESC_CLAS_PERC_REND_DOM_PER_CAP
Indicador  4.2.1.4;2;92.3;51;Mato Grosso;9310;2017;58677;Maior que o P80
Indicador  4.2.1.4;2;94.1;51;Mato Grosso;9310;2017;49243;Total
Indicador  4.2.1.4;2;94.2;51;Mato Grosso;9310;2018;58676;Até o P20
Indicador  4.2.1.4;2;100.0;51;Mato Grosso;9310;2018;58677;Maior que o P80
Indicador  4.2.1.4;2;96.5;51;Mato Grosso;9310;2018;49243;Total
Indicador  4.2.1.4;2;94.7;51;Mato Grosso;9310;2019;58676;Até o P20
Indicador  4.2.1.4;2;100.0;51;Mato Grosso;9310;2019;58677;Maior que o P80
Indicador  4.2.1.4;2;97.9;51;Mato Grosso;9310;2019;49243;Total
Indicador  4.2.1.4;2;88.0;52;Goiás;9310;2016;58676;Até o P20
Indicador  4.2.1.4;2;97.0;52;Goiás;9310;2016;58677;Maior que o P80
Indicador  4.2.1.4;2;92.4;52;Goiás;9310;2016;49243;Total
Indicador  4.2.1.4;2;91.2;52;Goiás;9310;2017;58676;Até o P20
Indicador  4.2.1.4;2;100.0;52;Goiás;9310;2017;58677;Maior que o P80
Indicador  4.2.1.4;2;94.5;52;Goiás;9310;2017;49243;Total
Indicador  4.2.1.4;2;93.0;52;Goiás;9310;2018;58676;Até o P20
Indicador  4.2.1.4;2;97.6;52;Goiás;9310;2018;58677;Maior que o P80
Indicador  4.2.1.4;2;93.1;52;Goiás;9310;2018;49243;Total
Indicador  4.2.1.4;2;89.4;52;Goiás;9310;2019;58676;Até o P20
Indicador  4.2.1.4;2;91.1;52;Goiás;9310;2019;58677;Maior que o P80
Indicador  4.2.1.4;2;91.1;52;Goiás;9310;2019;49243;Total
Indicador  4.2.1.4;2;88.5;53;Distrito Federal;9310;2016;58676;Até o P20
Indicador  4.2.1.4;2;100.0;53;Distrito Federal;9310;2016;58677;Maior que o P80
Indicador  4.2.1.4;2;91.4;53;Distrito Federal;9310;2016;49243;Total
Indicador  4.2.1.4;2;91.0;53;Distrito Federal;9310;2017;58676;Até o P20
Indicador  4.2.1.4;2;100.0;53;Distrito Federal;9310;2017;58677;Maior que o P80
Indicador  4.2.1.4;2;95.9;53;Distrito Federal;9310;2017;49243;Total
Indicador  4.2.1.4;2;95.1;53;Distrito Federal;9310;2018;58676;Até o P20
Indicador  4.2.1.4;2;100.0;53;Distrito Federal;9310;2018;58677;Maior que o P80
Indicador  4.2.1.4;2;95.3;53;Distrito Federal;9310;2018;49243;Total
Indicador  4.2.1.4;2;100.0;53;Distrito Federal;9310;2019;58676;Até o P20
Indicador  4.2.1.4;2;100.0;53;Distrito Federal;9310;2019;58677;Maior que o P80
Indicador  4.2.1.4;2;100.0;53;Distrito Federal;9310;2019;49243;Total
