ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO
Indicador  7.1.1;2;99.7;1;Brasil;10137;2016
Indicador  7.1.1;2;99.8;1;Brasil;10137;2017
Indicador  7.1.1;2;99.7;1;Brasil;10137;2018
Indicador  7.1.1;2;99.8;1;Brasil;10137;2019
Indicador  7.1.1;2;99.8;1;Brasil;10137;2022
Indicador  7.1.1;2;99.8;1;Brasil;10137;2023
Indicador  7.1.1;2;99.5;11;Rondônia;10137;2016
Indicador  7.1.1;2;99.9;11;Rondônia;10137;2017
Indicador  7.1.1;2;99.8;11;Rondônia;10137;2018
Indicador  7.1.1;2;99.9;11;Rondônia;10137;2019
Indicador  7.1.1;2;99.7;11;Rondônia;10137;2022
Indicador  7.1.1;2;99.9;11;Rondônia;10137;2023
Indicador  7.1.1;2;95.1;12;Acre;10137;2016
Indicador  7.1.1;2;95.9;12;Acre;10137;2017
Indicador  7.1.1;2;96.3;12;Acre;10137;2018
Indicador  7.1.1;2;97.0;12;Acre;10137;2019
Indicador  7.1.1;2;97.8;12;Acre;10137;2022
Indicador  7.1.1;2;97.5;12;Acre;10137;2023
Indicador  7.1.1;2;98.8;13;Amazonas;10137;2016
Indicador  7.1.1;2;98.7;13;Amazonas;10137;2017
Indicador  7.1.1;2;98.3;13;Amazonas;10137;2018
Indicador  7.1.1;2;98.4;13;Amazonas;10137;2019
Indicador  7.1.1;2;99.0;13;Amazonas;10137;2022
Indicador  7.1.1;2;98.3;13;Amazonas;10137;2023
Indicador  7.1.1;2;99.8;14;Roraima;10137;2016
Indicador  7.1.1;2;99.6;14;Roraima;10137;2017
Indicador  7.1.1;2;99.6;14;Roraima;10137;2018
Indicador  7.1.1;2;99.1;14;Roraima;10137;2019
Indicador  7.1.1;2;99.5;14;Roraima;10137;2022
Indicador  7.1.1;2;99.7;14;Roraima;10137;2023
Indicador  7.1.1;2;98.4;15;Pará;10137;2016
Indicador  7.1.1;2;98.6;15;Pará;10137;2017
Indicador  7.1.1;2;98.8;15;Pará;10137;2018
Indicador  7.1.1;2;98.7;15;Pará;10137;2019
Indicador  7.1.1;2;99.0;15;Pará;10137;2022
Indicador  7.1.1;2;98.8;15;Pará;10137;2023
Indicador  7.1.1;2;99.4;16;Amapá;10137;2016
Indicador  7.1.1;2;99.4;16;Amapá;10137;2017
Indicador  7.1.1;2;100.0;16;Amapá;10137;2018
Indicador  7.1.1;2;99.6;16;Amapá;10137;2019
Indicador  7.1.1;2;99.8;16;Amapá;10137;2022
Indicador  7.1.1;2;99.7;16;Amapá;10137;2023
Indicador  7.1.1;2;98.8;17;Tocantins;10137;2016
Indicador  7.1.1;2;99.5;17;Tocantins;10137;2017
Indicador  7.1.1;2;98.9;17;Tocantins;10137;2018
Indicador  7.1.1;2;99.3;17;Tocantins;10137;2019
Indicador  7.1.1;2;99.6;17;Tocantins;10137;2022
Indicador  7.1.1;2;99.8;17;Tocantins;10137;2023
Indicador  7.1.1;2;99.5;21;Maranhão;10137;2016
Indicador  7.1.1;2;99.5;21;Maranhão;10137;2017
Indicador  7.1.1;2;99.4;21;Maranhão;10137;2018
Indicador  7.1.1;2;99.4;21;Maranhão;10137;2019
Indicador  7.1.1;2;99.7;21;Maranhão;10137;2022
Indicador  7.1.1;2;99.8;21;Maranhão;10137;2023
Indicador  7.1.1;2;98.6;22;Piauí;10137;2016
Indicador  7.1.1;2;98.5;22;Piauí;10137;2017
Indicador  7.1.1;2;99.2;22;Piauí;10137;2018
Indicador  7.1.1;2;99.1;22;Piauí;10137;2019
Indicador  7.1.1;2;99.5;22;Piauí;10137;2022
Indicador  7.1.1;2;99.5;22;Piauí;10137;2023
Indicador  7.1.1;2;99.9;23;Ceará;10137;2016
Indicador  7.1.1;2;99.9;23;Ceará;10137;2017
Indicador  7.1.1;2;99.9;23;Ceará;10137;2018
Indicador  7.1.1;2;99.8;23;Ceará;10137;2019
Indicador  7.1.1;2;99.6;23;Ceará;10137;2022
Indicador  7.1.1;2;99.8;23;Ceará;10137;2023
Indicador  7.1.1;2;100.0;24;Rio Grande do Norte;10137;2016
Indicador  7.1.1;2;99.9;24;Rio Grande do Norte;10137;2017
Indicador  7.1.1;2;99.8;24;Rio Grande do Norte;10137;2018
Indicador  7.1.1;2;99.8;24;Rio Grande do Norte;10137;2019
Indicador  7.1.1;2;99.9;24;Rio Grande do Norte;10137;2022
Indicador  7.1.1;2;99.9;24;Rio Grande do Norte;10137;2023
Indicador  7.1.1;2;99.9;25;Paraíba;10137;2016
Indicador  7.1.1;2;100.0;25;Paraíba;10137;2017
Indicador  7.1.1;2;100.0;25;Paraíba;10137;2018
Indicador  7.1.1;2;99.8;25;Paraíba;10137;2019
Indicador  7.1.1;2;99.8;25;Paraíba;10137;2022
Indicador  7.1.1;2;99.7;25;Paraíba;10137;2023
Indicador  7.1.1;2;100.0;26;Pernambuco;10137;2016
Indicador  7.1.1;2;99.9;26;Pernambuco;10137;2017
Indicador  7.1.1;2;99.4;26;Pernambuco;10137;2018
Indicador  7.1.1;2;99.8;26;Pernambuco;10137;2019
Indicador  7.1.1;2;99.7;26;Pernambuco;10137;2022
Indicador  7.1.1;2;99.8;26;Pernambuco;10137;2023
Indicador  7.1.1;2;99.9;27;Alagoas;10137;2016
Indicador  7.1.1;2;99.8;27;Alagoas;10137;2017
Indicador  7.1.1;2;99.6;27;Alagoas;10137;2018
Indicador  7.1.1;2;99.7;27;Alagoas;10137;2019
Indicador  7.1.1;2;99.8;27;Alagoas;10137;2022
Indicador  7.1.1;2;99.7;27;Alagoas;10137;2023
Indicador  7.1.1;2;99.9;28;Sergipe;10137;2016
Indicador  7.1.1;2;99.9;28;Sergipe;10137;2017
Indicador  7.1.1;2;99.6;28;Sergipe;10137;2018
Indicador  7.1.1;2;99.5;28;Sergipe;10137;2019
Indicador  7.1.1;2;99.6;28;Sergipe;10137;2022
Indicador  7.1.1;2;99.9;28;Sergipe;10137;2023
Indicador  7.1.1;2;99.4;29;Bahia;10137;2016
Indicador  7.1.1;2;99.4;29;Bahia;10137;2017
Indicador  7.1.1;2;99.3;29;Bahia;10137;2018
