ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;CODG_GRUP_OCUP_TRAB_PNAD;DESC_GRUP_OCUP_TRAB_PNAD
Indicador  8.5.1.3;1769;25.4;11;Rondônia;8828;2017;33379;Membros das forças armadas, policiais e bombeiros militares
Indicador  8.5.1.3;1769;16.1;11;Rondônia;8828;2018;33356;Total
Indicador  8.5.1.3;1769;38.0;11;Rondônia;8828;2018;33370;Diretores e gerentes
Indicador  8.5.1.3;1769;31.6;11;Rondônia;8828;2018;33371;Profissionais das ciências e intelectuais
Indicador  8.5.1.3;1769;20.7;11;Rondônia;8828;2018;33372;Técnicos e profissionais de nível médio
Indicador  8.5.1.3;1769;17.4;11;Rondônia;8828;2018;33373;Trabalhadores de apoio administrativo
Indicador  8.5.1.3;1769;13.8;11;Rondônia;8828;2018;33374;Trabalhadores dos serviços, vendedores dos comércios e mercados
Indicador  8.5.1.3;1769;14.3;11;Rondônia;8828;2018;33375;Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca
Indicador  8.5.1.3;1769;12.2;11;Rondônia;8828;2018;33376;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios
Indicador  8.5.1.3;1769;15.5;11;Rondônia;8828;2018;33377;Operadores de instalações e máquinas e montadores
Indicador  8.5.1.3;1769;8.0;11;Rondônia;8828;2018;33378;Ocupações elementares
Indicador  8.5.1.3;1769;29.8;11;Rondônia;8828;2018;33379;Membros das forças armadas, policiais e bombeiros militares
Indicador  8.5.1.3;1769;15.5;11;Rondônia;8828;2019;33356;Total
Indicador  8.5.1.3;1769;36.1;11;Rondônia;8828;2019;33370;Diretores e gerentes
Indicador  8.5.1.3;1769;28.8;11;Rondônia;8828;2019;33371;Profissionais das ciências e intelectuais
Indicador  8.5.1.3;1769;21.2;11;Rondônia;8828;2019;33372;Técnicos e profissionais de nível médio
Indicador  8.5.1.3;1769;15.6;11;Rondônia;8828;2019;33373;Trabalhadores de apoio administrativo
Indicador  8.5.1.3;1769;12.6;11;Rondônia;8828;2019;33374;Trabalhadores dos serviços, vendedores dos comércios e mercados
Indicador  8.5.1.3;1769;16.2;11;Rondônia;8828;2019;33375;Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca
Indicador  8.5.1.3;1769;11.9;11;Rondônia;8828;2019;33376;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios
Indicador  8.5.1.3;1769;13.4;11;Rondônia;8828;2019;33377;Operadores de instalações e máquinas e montadores
Indicador  8.5.1.3;1769;8.9;11;Rondônia;8828;2019;33378;Ocupações elementares
Indicador  8.5.1.3;1769;28.6;11;Rondônia;8828;2019;33379;Membros das forças armadas, policiais e bombeiros militares
Indicador  8.5.1.3;1769;14.6;11;Rondônia;8828;2020;33356;Total
Indicador  8.5.1.3;1769;23.1;11;Rondônia;8828;2020;33370;Diretores e gerentes
Indicador  8.5.1.3;1769;26.8;11;Rondônia;8828;2020;33371;Profissionais das ciências e intelectuais
Indicador  8.5.1.3;1769;20.3;11;Rondônia;8828;2020;33372;Técnicos e profissionais de nível médio
Indicador  8.5.1.3;1769;14.0;11;Rondônia;8828;2020;33373;Trabalhadores de apoio administrativo
Indicador  8.5.1.3;1769;13.0;11;Rondônia;8828;2020;33374;Trabalhadores dos serviços, vendedores dos comércios e mercados
Indicador  8.5.1.3;1769;15.5;11;Rondônia;8828;2020;33375;Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca
Indicador  8.5.1.3;1769;11.4;11;Rondônia;8828;2020;33376;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios
Indicador  8.5.1.3;1769;12.9;11;Rondônia;8828;2020;33377;Operadores de instalações e máquinas e montadores
Indicador  8.5.1.3;1769;8.4;11;Rondônia;8828;2020;33378;Ocupações elementares
