ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;CODG_SEXO;DESC_SEXO;CODG_IDADE;DESC_IDADE;SUB_INDICADOR
Indicador  3.3.2;1732;40.8;1;Brasil;9733;2018;6794;Total;95253;Total;9733
Indicador  3.3.2;1732;6.6;1;Brasil;9733;2018;6794;Total;1140;0 a 4 anos;9733
Indicador  3.3.2;1732;3.8;1;Brasil;9733;2018;6794;Total;1141;5 a 9 anos;9733
Indicador  3.3.2;1732;6.7;1;Brasil;9733;2018;6794;Total;1142;10 a 14 anos;9733
Indicador  3.3.2;1732;29.3;1;Brasil;9733;2018;6794;Total;1143;15 a 19 anos;9733
Indicador  3.3.2;1732;63.6;1;Brasil;9733;2018;6794;Total;1144;20 a 24 anos;9733
Indicador  3.3.2;1732;59.6;1;Brasil;9733;2018;6794;Total;1145;25 a 29 anos;9733
Indicador  3.3.2;1732;52.0;1;Brasil;9733;2018;6794;Total;1146;30 a 34 anos;9733
Indicador  3.3.2;1732;51.9;1;Brasil;9733;2018;6794;Total;1147;35 a 39 anos;9733
Indicador  3.3.2;1732;49.8;1;Brasil;9733;2018;6794;Total;1148;40 a 44 anos;9733
Indicador  3.3.2;1732;50.4;1;Brasil;9733;2018;6794;Total;1149;45 a 49 anos;9733
Indicador  3.3.2;1732;51.9;1;Brasil;9733;2018;6794;Total;1150;50 a 54 anos;9733
Indicador  3.3.2;1732;52.2;1;Brasil;9733;2018;6794;Total;1151;55 a 59 anos;9733
Indicador  3.3.2;1732;45.8;1;Brasil;9733;2018;6794;Total;3302;60 anos ou mais;9733
Indicador  3.3.2;1732;58.1;1;Brasil;9733;2018;4;Homens;95253;Total;9733
Indicador  3.3.2;1732;7.5;1;Brasil;9733;2018;4;Homens;1140;0 a 4 anos;9733
Indicador  3.3.2;1732;3.6;1;Brasil;9733;2018;4;Homens;1141;5 a 9 anos;9733
Indicador  3.3.2;1732;5.8;1;Brasil;9733;2018;4;Homens;1142;10 a 14 anos;9733
Indicador  3.3.2;1732;34.4;1;Brasil;9733;2018;4;Homens;1143;15 a 19 anos;9733
Indicador  3.3.2;1732;92.6;1;Brasil;9733;2018;4;Homens;1144;20 a 24 anos;9733
Indicador  3.3.2;1732;88.4;1;Brasil;9733;2018;4;Homens;1145;25 a 29 anos;9733
Indicador  3.3.2;1732;75.2;1;Brasil;9733;2018;4;Homens;1146;30 a 34 anos;9733
Indicador  3.3.2;1732;75.4;1;Brasil;9733;2018;4;Homens;1147;35 a 39 anos;9733
Indicador  3.3.2;1732;71.6;1;Brasil;9733;2018;4;Homens;1148;40 a 44 anos;9733
Indicador  3.3.2;1732;74.4;1;Brasil;9733;2018;4;Homens;1149;45 a 49 anos;9733
Indicador  3.3.2;1732;77.4;1;Brasil;9733;2018;4;Homens;1150;50 a 54 anos;9733
Indicador  3.3.2;1732;77.6;1;Brasil;9733;2018;4;Homens;1151;55 a 59 anos;9733
Indicador  3.3.2;1732;68.3;1;Brasil;9733;2018;4;Homens;3302;60 anos ou mais;9733
Indicador  3.3.2;1732;24.3;1;Brasil;9733;2018;5;Mulheres;95253;Total;9733
Indicador  3.3.2;1732;5.6;1;Brasil;9733;2018;5;Mulheres;1140;0 a 4 anos;9733
Indicador  3.3.2;1732;4.0;1;Brasil;9733;2018;5;Mulheres;1141;5 a 9 anos;9733
Indicador  3.3.2;1732;7.7;1;Brasil;9733;2018;5;Mulheres;1142;10 a 14 anos;9733
Indicador  3.3.2;1732;24.0;1;Brasil;9733;2018;5;Mulheres;1143;15 a 19 anos;9733
Indicador  3.3.2;1732;34.1;1;Brasil;9733;2018;5;Mulheres;1144;20 a 24 anos;9733
Indicador  3.3.2;1732;31.0;1;Brasil;9733;2018;5;Mulheres;1145;25 a 29 anos;9733
Indicador  3.3.2;1732;29.3;1;Brasil;9733;2018;5;Mulheres;1146;30 a 34 anos;9733
Indicador  3.3.2;1732;29.4;1;Brasil;9733;2018;5;Mulheres;1147;35 a 39 anos;9733
Indicador  3.3.2;1732;29.3;1;Brasil;9733;2018;5;Mulheres;1148;40 a 44 anos;9733
Indicador  3.3.2;1732;28.0;1;Brasil;9733;2018;5;Mulheres;1149;45 a 49 anos;9733
Indicador  3.3.2;1732;28.5;1;Brasil;9733;2018;5;Mulheres;1150;50 a 54 anos;9733
Indicador  3.3.2;1732;29.7;1;Brasil;9733;2018;5;Mulheres;1151;55 a 59 anos;9733
Indicador  3.3.2;1732;28.0;1;Brasil;9733;2018;5;Mulheres;3302;60 anos ou mais;9733
Indicador  3.3.2;1732;40.9;1;Brasil;9733;2019;6794;Total;95253;Total;9733
Indicador  3.3.2;1732;7.1;1;Brasil;9733;2019;6794;Total;1140;0 a 4 anos;9733
Indicador  3.3.2;1732;4.1;1;Brasil;9733;2019;6794;Total;1141;5 a 9 anos;9733
Indicador  3.3.2;1732;6.6;1;Brasil;9733;2019;6794;Total;1142;10 a 14 anos;9733
Indicador  3.3.2;1732;29.7;1;Brasil;9733;2019;6794;Total;1143;15 a 19 anos;9733
Indicador  3.3.2;1732;63.8;1;Brasil;9733;2019;6794;Total;1144;20 a 24 anos;9733
Indicador  3.3.2;1732;61.2;1;Brasil;9733;2019;6794;Total;1145;25 a 29 anos;9733
Indicador  3.3.2;1732;52.1;1;Brasil;9733;2019;6794;Total;1146;30 a 34 anos;9733
Indicador  3.3.2;1732;50.5;1;Brasil;9733;2019;6794;Total;1147;35 a 39 anos;9733
Indicador  3.3.2;1732;49.4;1;Brasil;9733;2019;6794;Total;1148;40 a 44 anos;9733
Indicador  3.3.2;1732;50.0;1;Brasil;9733;2019;6794;Total;1149;45 a 49 anos;9733
Indicador  3.3.2;1732;50.9;1;Brasil;9733;2019;6794;Total;1150;50 a 54 anos;9733
Indicador  3.3.2;1732;52.2;1;Brasil;9733;2019;6794;Total;1151;55 a 59 anos;9733
Indicador  3.3.2;1732;45.6;1;Brasil;9733;2019;6794;Total;3302;60 anos ou mais;9733
Indicador  3.3.2;1732;58.1;1;Brasil;9733;2019;4;Homens;95253;Total;9733
Indicador  3.3.2;1732;8.3;1;Brasil;9733;2019;4;Homens;1140;0 a 4 anos;9733
Indicador  3.3.2;1732;4.5;1;Brasil;9733;2019;4;Homens;1141;5 a 9 anos;9733
Indicador  3.3.2;1732;5.7;1;Brasil;9733;2019;4;Homens;1142;10 a 14 anos;9733
Indicador  3.3.2;1732;35.0;1;Brasil;9733;2019;4;Homens;1143;15 a 19 anos;9733
Indicador  3.3.2;1732;93.5;1;Brasil;9733;2019;4;Homens;1144;20 a 24 anos;9733
Indicador  3.3.2;1732;91.2;1;Brasil;9733;2019;4;Homens;1145;25 a 29 anos;9733
Indicador  3.3.2;1732;75.8;1;Brasil;9733;2019;4;Homens;1146;30 a 34 anos;9733
Indicador  3.3.2;1732;72.1;1;Brasil;9733;2019;4;Homens;1147;35 a 39 anos;9733
Indicador  3.3.2;1732;71.5;1;Brasil;9733;2019;4;Homens;1148;40 a 44 anos;9733
Indicador  3.3.2;1732;73.5;1;Brasil;9733;2019;4;Homens;1149;45 a 49 anos;9733
Indicador  3.3.2;1732;74.4;1;Brasil;9733;2019;4;Homens;1150;50 a 54 anos;9733
Indicador  3.3.2;1732;75.7;1;Brasil;9733;2019;4;Homens;1151;55 a 59 anos;9733
Indicador  3.3.2;1732;67.8;1;Brasil;9733;2019;4;Homens;3302;60 anos ou mais;9733
Indicador  3.3.2;1732;24.5;1;Brasil;9733;2019;5;Mulheres;95253;Total;9733
Indicador  3.3.2;1732;5.9;1;Brasil;9733;2019;5;Mulheres;1140;0 a 4 anos;9733
Indicador  3.3.2;1732;3.7;1;Brasil;9733;2019;5;Mulheres;1141;5 a 9 anos;9733
Indicador  3.3.2;1732;7.6;1;Brasil;9733;2019;5;Mulheres;1142;10 a 14 anos;9733
Indicador  3.3.2;1732;24.2;1;Brasil;9733;2019;5;Mulheres;1143;15 a 19 anos;9733
Indicador  3.3.2;1732;33.6;1;Brasil;9733;2019;5;Mulheres;1144;20 a 24 anos;9733
Indicador  3.3.2;1732;31.3;1;Brasil;9733;2019;5;Mulheres;1145;25 a 29 anos;9733
Indicador  3.3.2;1732;28.9;1;Brasil;9733;2019;5;Mulheres;1146;30 a 34 anos;9733
Indicador  3.3.2;1732;29.9;1;Brasil;9733;2019;5;Mulheres;1147;35 a 39 anos;9733
Indicador  3.3.2;1732;28.6;1;Brasil;9733;2019;5;Mulheres;1148;40 a 44 anos;9733
Indicador  3.3.2;1732;28.2;1;Brasil;9733;2019;5;Mulheres;1149;45 a 49 anos;9733
Indicador  3.3.2;1732;29.4;1;Brasil;9733;2019;5;Mulheres;1150;50 a 54 anos;9733
Indicador  3.3.2;1732;31.3;1;Brasil;9733;2019;5;Mulheres;1151;55 a 59 anos;9733
Indicador  3.3.2;1732;28.0;1;Brasil;9733;2019;5;Mulheres;3302;60 anos ou mais;9733
Indicador  3.3.2;1732;35.9;1;Brasil;9733;2020;6794;Total;95253;Total;9733
Indicador  3.3.2;1732;5.0;1;Brasil;9733;2020;6794;Total;1140;0 a 4 anos;9733
Indicador  3.3.2;1732;2.9;1;Brasil;9733;2020;6794;Total;1141;5 a 9 anos;9733
Indicador  3.3.2;1732;5.2;1;Brasil;9733;2020;6794;Total;1142;10 a 14 anos;9733
Indicador  3.3.2;1732;24.5;1;Brasil;9733;2020;6794;Total;1143;15 a 19 anos;9733
Indicador  3.3.2;1732;55.4;1;Brasil;9733;2020;6794;Total;1144;20 a 24 anos;9733
Indicador  3.3.2;1732;55.5;1;Brasil;9733;2020;6794;Total;1145;25 a 29 anos;9733
Indicador  3.3.2;1732;47.8;1;Brasil;9733;2020;6794;Total;1146;30 a 34 anos;9733
Indicador  3.3.2;1732;44.6;1;Brasil;9733;2020;6794;Total;1147;35 a 39 anos;9733
Indicador  3.3.2;1732;44.1;1;Brasil;9733;2020;6794;Total;1148;40 a 44 anos;9733
Indicador  3.3.2;1732;44.8;1;Brasil;9733;2020;6794;Total;1149;45 a 49 anos;9733
Indicador  3.3.2;1732;44.3;1;Brasil;9733;2020;6794;Total;1150;50 a 54 anos;9733
Indicador  3.3.2;1732;44.6;1;Brasil;9733;2020;6794;Total;1151;55 a 59 anos;9733
Indicador  3.3.2;1732;38.9;1;Brasil;9733;2020;6794;Total;3302;60 anos ou mais;9733
Indicador  3.3.2;1732;51.2;1;Brasil;9733;2020;4;Homens;95253;Total;9733
Indicador  3.3.2;1732;6.1;1;Brasil;9733;2020;4;Homens;1140;0 a 4 anos;9733
Indicador  3.3.2;1732;3.0;1;Brasil;9733;2020;4;Homens;1141;5 a 9 anos;9733
Indicador  3.3.2;1732;4.4;1;Brasil;9733;2020;4;Homens;1142;10 a 14 anos;9733
