ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;CODG_NIV_INSTR;DESC_NIV_INSTR;CODG_SIT_DOM;DESC_SIT_DOM;SUB_INDICADOR
Indicador  16.1.3.2;1572;-;26;Pernambuco;11392;2019;9495;Médio completo e superior incompleto;1;Urbana;11392
Indicador  16.1.3.2;1572;-;26;Pernambuco;11392;2019;9495;Médio completo e superior incompleto;2;Rural;11392
Indicador  16.1.3.2;1572;141.686;26;Pernambuco;11392;2019;99713;Superior completo;6795;Total;11392
Indicador  16.1.3.2;1572;-;26;Pernambuco;11392;2019;99713;Superior completo;1;Urbana;11392
Indicador  16.1.3.2;1572;-;26;Pernambuco;11392;2019;99713;Superior completo;2;Rural;11392
Indicador  16.1.3.2;1572;377.093;27;Alagoas;11392;2019;120704;Total;6795;Total;11392
Indicador  16.1.3.2;1572;-;27;Alagoas;11392;2019;120704;Total;1;Urbana;11392
Indicador  16.1.3.2;1572;-;27;Alagoas;11392;2019;120704;Total;2;Rural;11392
Indicador  16.1.3.2;1572;159.272;27;Alagoas;11392;2019;9493;Sem instrução e fundamental incompleto;6795;Total;11392
Indicador  16.1.3.2;1572;-;27;Alagoas;11392;2019;9493;Sem instrução e fundamental incompleto;1;Urbana;11392
Indicador  16.1.3.2;1572;-;27;Alagoas;11392;2019;9493;Sem instrução e fundamental incompleto;2;Rural;11392
Indicador  16.1.3.2;1572;52.394;27;Alagoas;11392;2019;9494;Fundamental completo e médio incompleto;6795;Total;11392
Indicador  16.1.3.2;1572;-;27;Alagoas;11392;2019;9494;Fundamental completo e médio incompleto;1;Urbana;11392
Indicador  16.1.3.2;1572;-;27;Alagoas;11392;2019;9494;Fundamental completo e médio incompleto;2;Rural;11392
Indicador  16.1.3.2;1572;129.844;27;Alagoas;11392;2019;9495;Médio completo e superior incompleto;6795;Total;11392
Indicador  16.1.3.2;1572;-;27;Alagoas;11392;2019;9495;Médio completo e superior incompleto;1;Urbana;11392
Indicador  16.1.3.2;1572;-;27;Alagoas;11392;2019;9495;Médio completo e superior incompleto;2;Rural;11392
Indicador  16.1.3.2;1572;35.582;27;Alagoas;11392;2019;99713;Superior completo;6795;Total;11392
Indicador  16.1.3.2;1572;-;27;Alagoas;11392;2019;99713;Superior completo;1;Urbana;11392
Indicador  16.1.3.2;1572;-;27;Alagoas;11392;2019;99713;Superior completo;2;Rural;11392
Indicador  16.1.3.2;1572;424.931;28;Sergipe;11392;2019;120704;Total;6795;Total;11392
Indicador  16.1.3.2;1572;-;28;Sergipe;11392;2019;120704;Total;1;Urbana;11392
Indicador  16.1.3.2;1572;-;28;Sergipe;11392;2019;120704;Total;2;Rural;11392
Indicador  16.1.3.2;1572;179.458;28;Sergipe;11392;2019;9493;Sem instrução e fundamental incompleto;6795;Total;11392
Indicador  16.1.3.2;1572;-;28;Sergipe;11392;2019;9493;Sem instrução e fundamental incompleto;1;Urbana;11392
Indicador  16.1.3.2;1572;-;28;Sergipe;11392;2019;9493;Sem instrução e fundamental incompleto;2;Rural;11392
Indicador  16.1.3.2;1572;64.756;28;Sergipe;11392;2019;9494;Fundamental completo e médio incompleto;6795;Total;11392
Indicador  16.1.3.2;1572;-;28;Sergipe;11392;2019;9494;Fundamental completo e médio incompleto;1;Urbana;11392
Indicador  16.1.3.2;1572;-;28;Sergipe;11392;2019;9494;Fundamental completo e médio incompleto;2;Rural;11392
Indicador  16.1.3.2;1572;136.282;28;Sergipe;11392;2019;9495;Médio completo e superior incompleto;6795;Total;11392
Indicador  16.1.3.2;1572;-;28;Sergipe;11392;2019;9495;Médio completo e superior incompleto;1;Urbana;11392
Indicador  16.1.3.2;1572;-;28;Sergipe;11392;2019;9495;Médio completo e superior incompleto;2;Rural;11392
Indicador  16.1.3.2;1572;44.435;28;Sergipe;11392;2019;99713;Superior completo;6795;Total;11392
Indicador  16.1.3.2;1572;-;28;Sergipe;11392;2019;99713;Superior completo;1;Urbana;11392
Indicador  16.1.3.2;1572;-;28;Sergipe;11392;2019;99713;Superior completo;2;Rural;11392
