ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO
Indicador  13.1.1;45;333.7;1;Brasil;9619;2015
Indicador  13.1.1;45;134.8;1;Brasil;9619;2016
Indicador  13.1.1;45;232.7;1;Brasil;9619;2017
Indicador  13.1.1;45;86.2;1;Brasil;9619;2018
Indicador  13.1.1;45;214.1;1;Brasil;9619;2019
Indicador  13.1.1;45;873.6;1;Brasil;9619;2020
Indicador  13.1.1;45;1032.8;1;Brasil;9619;2021
Indicador  13.1.1;45;440.4;1;Brasil;9619;2022
Indicador  13.1.1;45;369.1;1;Brasil;9619;2023
Indicador  13.1.1;45;335.8;11;Rondônia;9619;2015
Indicador  13.1.1;45;22.4;11;Rondônia;9619;2016
Indicador  13.1.1;45;62.7;11;Rondônia;9619;2017
Indicador  13.1.1;45;4.7;11;Rondônia;9619;2018
Indicador  13.1.1;45;34.4;11;Rondônia;9619;2019
Indicador  13.1.1;45;82.4;11;Rondônia;9619;2020
Indicador  13.1.1;45;406.4;11;Rondônia;9619;2021
Indicador  13.1.1;45;127.3;11;Rondônia;9619;2022
Indicador  13.1.1;45;22.8;11;Rondônia;9619;2023
Indicador  13.1.1;45;4701.0;12;Acre;9619;2015
Indicador  13.1.1;45;...;12;Acre;9619;2016
Indicador  13.1.1;45;543.6;12;Acre;9619;2017
Indicador  13.1.1;45;11.6;12;Acre;9619;2018
Indicador  13.1.1;45;575.9;12;Acre;9619;2019
Indicador  13.1.1;45;4660.5;12;Acre;9619;2020
Indicador  13.1.1;45;4637.2;12;Acre;9619;2021
Indicador  13.1.1;45;970.1;12;Acre;9619;2022
Indicador  13.1.1;45;1719.5;12;Acre;9619;2023
Indicador  13.1.1;45;5785.2;13;Amazonas;9619;2015
Indicador  13.1.1;45;91.9;13;Amazonas;9619;2016
Indicador  13.1.1;45;2142.9;13;Amazonas;9619;2017
Indicador  13.1.1;45;615.0;13;Amazonas;9619;2018
Indicador  13.1.1;45;2237.0;13;Amazonas;9619;2019
Indicador  13.1.1;45;2869.9;13;Amazonas;9619;2020
Indicador  13.1.1;45;3828.0;13;Amazonas;9619;2021
Indicador  13.1.1;45;3034.6;13;Amazonas;9619;2022
Indicador  13.1.1;45;2724.9;13;Amazonas;9619;2023
Indicador  13.1.1;45;21.2;14;Roraima;9619;2015
Indicador  13.1.1;45;5.4;14;Roraima;9619;2016
Indicador  13.1.1;45;106.8;14;Roraima;9619;2017
Indicador  13.1.1;45;204.7;14;Roraima;9619;2018
Indicador  13.1.1;45;68.0;14;Roraima;9619;2019
Indicador  13.1.1;45;99.2;14;Roraima;9619;2020
Indicador  13.1.1;45;175.4;14;Roraima;9619;2021
Indicador  13.1.1;45;9.3;14;Roraima;9619;2022
Indicador  13.1.1;45;0.0;14;Roraima;9619;2023
Indicador  13.1.1;45;99.0;15;Pará;9619;2015
Indicador  13.1.1;45;5.1;15;Pará;9619;2016
Indicador  13.1.1;45;476.9;15;Pará;9619;2017
Indicador  13.1.1;45;506.2;15;Pará;9619;2018
Indicador  13.1.1;45;623.1;15;Pará;9619;2019
Indicador  13.1.1;45;820.9;15;Pará;9619;2020
Indicador  13.1.1;45;2868.8;15;Pará;9619;2021
Indicador  13.1.1;45;1090.5;15;Pará;9619;2022
Indicador  13.1.1;45;1402.5;15;Pará;9619;2023
Indicador  13.1.1;45;335.7;16;Amapá;9619;2015
Indicador  13.1.1;45;0.3;16;Amapá;9619;2016
Indicador  13.1.1;45;191.0;16;Amapá;9619;2017
Indicador  13.1.1;45;280.1;16;Amapá;9619;2018
Indicador  13.1.1;45;81.1;16;Amapá;9619;2019
Indicador  13.1.1;45;2652.1;16;Amapá;9619;2020
Indicador  13.1.1;45;3364.9;16;Amapá;9619;2021
Indicador  13.1.1;45;171.1;16;Amapá;9619;2022
