ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;CODG_SET_ATIV;DESC_SET_ATIV;SUB_INDICADOR
Indicador  6.4.1;1618;130.39;15;Pará;10564;2013;13;Serviços;10564
Indicador  6.4.1;1618;3.01;15;Pará;10564;2013;45985;Agropecuária;10564
Indicador  6.4.1;1618;61.18;15;Pará;10564;2014;100374;Total;10564
Indicador  6.4.1;1618;55.80;15;Pará;10564;2014;46522;Indústria;10564
Indicador  6.4.1;1618;131.71;15;Pará;10564;2014;13;Serviços;10564
Indicador  6.4.1;1618;4.01;15;Pará;10564;2014;45985;Agropecuária;10564
Indicador  6.4.1;1618;57.10;15;Pará;10564;2015;100374;Total;10564
Indicador  6.4.1;1618;56.55;15;Pará;10564;2015;46522;Indústria;10564
Indicador  6.4.1;1618;126.10;15;Pará;10564;2015;13;Serviços;10564
Indicador  6.4.1;1618;3.76;15;Pará;10564;2015;45985;Agropecuária;10564
Indicador  6.4.1;1618;55.38;15;Pará;10564;2016;100374;Total;10564
Indicador  6.4.1;1618;52.14;15;Pará;10564;2016;46522;Indústria;10564
Indicador  6.4.1;1618;120.28;15;Pará;10564;2016;13;Serviços;10564
Indicador  6.4.1;1618;4.23;15;Pará;10564;2016;45985;Agropecuária;10564
Indicador  6.4.1;1618;54.31;15;Pará;10564;2017;100374;Total;10564
Indicador  6.4.1;1618;51.60;15;Pará;10564;2017;46522;Indústria;10564
Indicador  6.4.1;1618;121.59;15;Pará;10564;2017;13;Serviços;10564
Indicador  6.4.1;1618;3.90;15;Pará;10564;2017;45985;Agropecuária;10564
Indicador  6.4.1;1618;56.31;15;Pará;10564;2018;100374;Total;10564
Indicador  6.4.1;1618;51.51;15;Pará;10564;2018;46522;Indústria;10564
Indicador  6.4.1;1618;123.52;15;Pará;10564;2018;13;Serviços;10564
Indicador  6.4.1;1618;4.49;15;Pará;10564;2018;45985;Agropecuária;10564
Indicador  6.4.1;1618;81.01;16;Amapá;10564;2010;100374;Total;10564
Indicador  6.4.1;1618;149.37;16;Amapá;10564;2010;46522;Indústria;10564
Indicador  6.4.1;1618;89.34;16;Amapá;10564;2010;13;Serviços;10564
Indicador  6.4.1;1618;1.83;16;Amapá;10564;2010;45985;Agropecuária;10564
Indicador  6.4.1;1618;77.29;16;Amapá;10564;2011;100374;Total;10564
Indicador  6.4.1;1618;141.66;16;Amapá;10564;2011;46522;Indústria;10564
Indicador  6.4.1;1618;88.25;16;Amapá;10564;2011;13;Serviços;10564
Indicador  6.4.1;1618;0.82;16;Amapá;10564;2011;45985;Agropecuária;10564
Indicador  6.4.1;1618;82.07;16;Amapá;10564;2012;100374;Total;10564
Indicador  6.4.1;1618;196.29;16;Amapá;10564;2012;46522;Indústria;10564
Indicador  6.4.1;1618;92.53;16;Amapá;10564;2012;13;Serviços;10564
Indicador  6.4.1;1618;1.38;16;Amapá;10564;2012;45985;Agropecuária;10564
Indicador  6.4.1;1618;84.97;16;Amapá;10564;2013;100374;Total;10564
Indicador  6.4.1;1618;356.59;16;Amapá;10564;2013;46522;Indústria;10564
Indicador  6.4.1;1618;91.36;16;Amapá;10564;2013;13;Serviços;10564
Indicador  6.4.1;1618;2.62;16;Amapá;10564;2013;45985;Agropecuária;10564
Indicador  6.4.1;1618;79.88;16;Amapá;10564;2014;100374;Total;10564
Indicador  6.4.1;1618;215.98;16;Amapá;10564;2014;46522;Indústria;10564
Indicador  6.4.1;1618;91.28;16;Amapá;10564;2014;13;Serviços;10564
Indicador  6.4.1;1618;2.38;16;Amapá;10564;2014;45985;Agropecuária;10564
Indicador  6.4.1;1618;73.50;16;Amapá;10564;2015;100374;Total;10564
Indicador  6.4.1;1618;251.57;16;Amapá;10564;2015;46522;Indústria;10564
Indicador  6.4.1;1618;85.21;16;Amapá;10564;2015;13;Serviços;10564
Indicador  6.4.1;1618;1.74;16;Amapá;10564;2015;45985;Agropecuária;10564
Indicador  6.4.1;1618;70.71;16;Amapá;10564;2016;100374;Total;10564
Indicador  6.4.1;1618;230.99;16;Amapá;10564;2016;46522;Indústria;10564
Indicador  6.4.1;1618;80.02;16;Amapá;10564;2016;13;Serviços;10564
Indicador  6.4.1;1618;1.48;16;Amapá;10564;2016;45985;Agropecuária;10564
Indicador  6.4.1;1618;69.70;16;Amapá;10564;2017;100374;Total;10564
Indicador  6.4.1;1618;223.71;16;Amapá;10564;2017;46522;Indústria;10564
Indicador  6.4.1;1618;79.38;16;Amapá;10564;2017;13;Serviços;10564
Indicador  6.4.1;1618;1.50;16;Amapá;10564;2017;45985;Agropecuária;10564
Indicador  6.4.1;1618;69.86;16;Amapá;10564;2018;100374;Total;10564
Indicador  6.4.1;1618;225.00;16;Amapá;10564;2018;46522;Indústria;10564
Indicador  6.4.1;1618;78.17;16;Amapá;10564;2018;13;Serviços;10564
Indicador  6.4.1;1618;1.54;16;Amapá;10564;2018;45985;Agropecuária;10564
Indicador  6.4.1;1618;24.85;17;Tocantins;10564;2010;100374;Total;10564
Indicador  6.4.1;1618;217.41;17;Tocantins;10564;2010;46522;Indústria;10564
Indicador  6.4.1;1618;192.53;17;Tocantins;10564;2010;13;Serviços;10564
Indicador  6.4.1;1618;1.80;17;Tocantins;10564;2010;45985;Agropecuária;10564
Indicador  6.4.1;1618;31.10;17;Tocantins;10564;2011;100374;Total;10564
Indicador  6.4.1;1618;193.82;17;Tocantins;10564;2011;46522;Indústria;10564
Indicador  6.4.1;1618;206.88;17;Tocantins;10564;2011;13;Serviços;10564
Indicador  6.4.1;1618;2.05;17;Tocantins;10564;2011;45985;Agropecuária;10564
Indicador  6.4.1;1618;27.07;17;Tocantins;10564;2012;100374;Total;10564
Indicador  6.4.1;1618;200.01;17;Tocantins;10564;2012;46522;Indústria;10564
Indicador  6.4.1;1618;214.48;17;Tocantins;10564;2012;13;Serviços;10564
Indicador  6.4.1;1618;1.70;17;Tocantins;10564;2012;45985;Agropecuária;10564
Indicador  6.4.1;1618;31.89;17;Tocantins;10564;2013;100374;Total;10564
Indicador  6.4.1;1618;193.34;17;Tocantins;10564;2013;46522;Indústria;10564
Indicador  6.4.1;1618;208.07;17;Tocantins;10564;2013;13;Serviços;10564
Indicador  6.4.1;1618;2.10;17;Tocantins;10564;2013;45985;Agropecuária;10564
Indicador  6.4.1;1618;28.33;17;Tocantins;10564;2014;100374;Total;10564
Indicador  6.4.1;1618;203.74;17;Tocantins;10564;2014;46522;Indústria;10564
Indicador  6.4.1;1618;214.05;17;Tocantins;10564;2014;13;Serviços;10564
Indicador  6.4.1;1618;1.85;17;Tocantins;10564;2014;45985;Agropecuária;10564
Indicador  6.4.1;1618;22.69;17;Tocantins;10564;2015;100374;Total;10564
Indicador  6.4.1;1618;187.00;17;Tocantins;10564;2015;46522;Indústria;10564
Indicador  6.4.1;1618;206.47;17;Tocantins;10564;2015;13;Serviços;10564
Indicador  6.4.1;1618;1.41;17;Tocantins;10564;2015;45985;Agropecuária;10564
Indicador  6.4.1;1618;21.37;17;Tocantins;10564;2016;100374;Total;10564
Indicador  6.4.1;1618;195.68;17;Tocantins;10564;2016;46522;Indústria;10564
Indicador  6.4.1;1618;197.71;17;Tocantins;10564;2016;13;Serviços;10564
Indicador  6.4.1;1618;1.56;17;Tocantins;10564;2016;45985;Agropecuária;10564
Indicador  6.4.1;1618;22.90;17;Tocantins;10564;2017;100374;Total;10564
Indicador  6.4.1;1618;200.71;17;Tocantins;10564;2017;46522;Indústria;10564
Indicador  6.4.1;1618;196.48;17;Tocantins;10564;2017;13;Serviços;10564
Indicador  6.4.1;1618;1.65;17;Tocantins;10564;2017;45985;Agropecuária;10564
Indicador  6.4.1;1618;21.57;17;Tocantins;10564;2018;100374;Total;10564
Indicador  6.4.1;1618;202.16;17;Tocantins;10564;2018;46522;Indústria;10564
Indicador  6.4.1;1618;225.57;17;Tocantins;10564;2018;13;Serviços;10564
Indicador  6.4.1;1618;1.43;17;Tocantins;10564;2018;45985;Agropecuária;10564
Indicador  6.4.1;1618;47.09;21;Maranhão;10564;2010;100374;Total;10564
Indicador  6.4.1;1618;335.71;21;Maranhão;10564;2010;46522;Indústria;10564
Indicador  6.4.1;1618;78.78;21;Maranhão;10564;2010;13;Serviços;10564
Indicador  6.4.1;1618;2.43;21;Maranhão;10564;2010;45985;Agropecuária;10564
Indicador  6.4.1;1618;50.05;21;Maranhão;10564;2011;100374;Total;10564
Indicador  6.4.1;1618;266.55;21;Maranhão;10564;2011;46522;Indústria;10564
Indicador  6.4.1;1618;80.01;21;Maranhão;10564;2011;13;Serviços;10564
Indicador  6.4.1;1618;2.68;21;Maranhão;10564;2011;45985;Agropecuária;10564
Indicador  6.4.1;1618;47.33;21;Maranhão;10564;2012;100374;Total;10564
Indicador  6.4.1;1618;244.55;21;Maranhão;10564;2012;46522;Indústria;10564
Indicador  6.4.1;1618;82.89;21;Maranhão;10564;2012;13;Serviços;10564
Indicador  6.4.1;1618;2.36;21;Maranhão;10564;2012;45985;Agropecuária;10564
Indicador  6.4.1;1618;49.85;21;Maranhão;10564;2013;100374;Total;10564
Indicador  6.4.1;1618;180.06;21;Maranhão;10564;2013;46522;Indústria;10564
Indicador  6.4.1;1618;85.38;21;Maranhão;10564;2013;13;Serviços;10564
Indicador  6.4.1;1618;2.61;21;Maranhão;10564;2013;45985;Agropecuária;10564
Indicador  6.4.1;1618;44.77;21;Maranhão;10564;2014;100374;Total;10564
Indicador  6.4.1;1618;55.67;21;Maranhão;10564;2014;46522;Indústria;10564
Indicador  6.4.1;1618;85.69;21;Maranhão;10564;2014;13;Serviços;10564
Indicador  6.4.1;1618;2.72;21;Maranhão;10564;2014;45985;Agropecuária;10564
Indicador  6.4.1;1618;39.01;21;Maranhão;10564;2015;100374;Total;10564
Indicador  6.4.1;1618;43.82;21;Maranhão;10564;2015;46522;Indústria;10564
Indicador  6.4.1;1618;82.33;21;Maranhão;10564;2015;13;Serviços;10564
Indicador  6.4.1;1618;2.31;21;Maranhão;10564;2015;45985;Agropecuária;10564
Indicador  6.4.1;1618;39.69;21;Maranhão;10564;2016;100374;Total;10564
Indicador  6.4.1;1618;42.29;21;Maranhão;10564;2016;46522;Indústria;10564
Indicador  6.4.1;1618;80.62;21;Maranhão;10564;2016;13;Serviços;10564
Indicador  6.4.1;1618;2.74;21;Maranhão;10564;2016;45985;Agropecuária;10564
Indicador  6.4.1;1618;42.38;21;Maranhão;10564;2017;100374;Total;10564
Indicador  6.4.1;1618;39.22;21;Maranhão;10564;2017;46522;Indústria;10564
Indicador  6.4.1;1618;82.25;21;Maranhão;10564;2017;13;Serviços;10564
Indicador  6.4.1;1618;2.98;21;Maranhão;10564;2017;45985;Agropecuária;10564
Indicador  6.4.1;1618;44.43;21;Maranhão;10564;2018;100374;Total;10564
Indicador  6.4.1;1618;41.36;21;Maranhão;10564;2018;46522;Indústria;10564
Indicador  6.4.1;1618;84.00;21;Maranhão;10564;2018;13;Serviços;10564
Indicador  6.4.1;1618;3.15;21;Maranhão;10564;2018;45985;Agropecuária;10564
Indicador  6.4.1;1618;53.74;22;Piauí;10564;2010;100374;Total;10564
Indicador  6.4.1;1618;212.81;22;Piauí;10564;2010;46522;Indústria;10564
Indicador  6.4.1;1618;140.83;22;Piauí;10564;2010;13;Serviços;10564
Indicador  6.4.1;1618;1.45;22;Piauí;10564;2010;45985;Agropecuária;10564
Indicador  6.4.1;1618;58.69;22;Piauí;10564;2011;100374;Total;10564
Indicador  6.4.1;1618;199.82;22;Piauí;10564;2011;46522;Indústria;10564
Indicador  6.4.1;1618;142.17;22;Piauí;10564;2011;13;Serviços;10564
Indicador  6.4.1;1618;1.70;22;Piauí;10564;2011;45985;Agropecuária;10564
Indicador  6.4.1;1618;51.45;22;Piauí;10564;2012;100374;Total;10564
Indicador  6.4.1;1618;226.85;22;Piauí;10564;2012;46522;Indústria;10564
Indicador  6.4.1;1618;147.19;22;Piauí;10564;2012;13;Serviços;10564
Indicador  6.4.1;1618;1.22;22;Piauí;10564;2012;45985;Agropecuária;10564
Indicador  6.4.1;1618;58.07;22;Piauí;10564;2013;100374;Total;10564
Indicador  6.4.1;1618;249.58;22;Piauí;10564;2013;46522;Indústria;10564
Indicador  6.4.1;1618;151.21;22;Piauí;10564;2013;13;Serviços;10564
Indicador  6.4.1;1618;1.42;22;Piauí;10564;2013;45985;Agropecuária;10564
Indicador  6.4.1;1618;60.16;22;Piauí;10564;2014;100374;Total;10564
Indicador  6.4.1;1618;242.46;22;Piauí;10564;2014;46522;Indústria;10564
Indicador  6.4.1;1618;152.55;22;Piauí;10564;2014;13;Serviços;10564
Indicador  6.4.1;1618;1.56;22;Piauí;10564;2014;45985;Agropecuária;10564
Indicador  6.4.1;1618;54.56;22;Piauí;10564;2015;100374;Total;10564
Indicador  6.4.1;1618;236.00;22;Piauí;10564;2015;46522;Indústria;10564
Indicador  6.4.1;1618;150.50;22;Piauí;10564;2015;13;Serviços;10564
Indicador  6.4.1;1618;1.33;22;Piauí;10564;2015;45985;Agropecuária;10564
Indicador  6.4.1;1618;50.85;22;Piauí;10564;2016;100374;Total;10564
Indicador  6.4.1;1618;216.69;22;Piauí;10564;2016;46522;Indústria;10564
Indicador  6.4.1;1618;147.92;22;Piauí;10564;2016;13;Serviços;10564
Indicador  6.4.1;1618;1.24;22;Piauí;10564;2016;45985;Agropecuária;10564
Indicador  6.4.1;1618;54.09;22;Piauí;10564;2017;100374;Total;10564
Indicador  6.4.1;1618;201.57;22;Piauí;10564;2017;46522;Indústria;10564
Indicador  6.4.1;1618;150.25;22;Piauí;10564;2017;13;Serviços;10564
Indicador  6.4.1;1618;1.47;22;Piauí;10564;2017;45985;Agropecuária;10564
Indicador  6.4.1;1618;54.37;22;Piauí;10564;2018;100374;Total;10564
Indicador  6.4.1;1618;143.10;22;Piauí;10564;2018;46522;Indústria;10564
Indicador  6.4.1;1618;148.97;22;Piauí;10564;2018;13;Serviços;10564
Indicador  6.4.1;1618;1.52;22;Piauí;10564;2018;45985;Agropecuária;10564
Indicador  6.4.1;1618;44.28;23;Ceará;10564;2010;100374;Total;10564
Indicador  6.4.1;1618;186.14;23;Ceará;10564;2010;46522;Indústria;10564
Indicador  6.4.1;1618;140.06;23;Ceará;10564;2010;13;Serviços;10564
Indicador  6.4.1;1618;0.54;23;Ceará;10564;2010;45985;Agropecuária;10564
Indicador  6.4.1;1618;54.61;23;Ceará;10564;2011;100374;Total;10564
Indicador  6.4.1;1618;185.92;23;Ceará;10564;2011;46522;Indústria;10564
Indicador  6.4.1;1618;142.87;23;Ceará;10564;2011;13;Serviços;10564
Indicador  6.4.1;1618;0.39;23;Ceará;10564;2011;45985;Agropecuária;10564
Indicador  6.4.1;1618;43.19;23;Ceará;10564;2012;100374;Total;10564
Indicador  6.4.1;1618;180.33;23;Ceará;10564;2012;46522;Indústria;10564
Indicador  6.4.1;1618;146.14;23;Ceará;10564;2012;13;Serviços;10564
Indicador  6.4.1;1618;0.62;23;Ceará;10564;2012;45985;Agropecuária;10564
Indicador  6.4.1;1618;50.89;23;Ceará;10564;2013;100374;Total;10564
Indicador  6.4.1;1618;173.86;23;Ceará;10564;2013;46522;Indústria;10564
Indicador  6.4.1;1618;147.84;23;Ceará;10564;2013;13;Serviços;10564
Indicador  6.4.1;1618;0.89;23;Ceará;10564;2013;45985;Agropecuária;10564
Indicador  6.4.1;1618;52.20;23;Ceará;10564;2014;100374;Total;10564
Indicador  6.4.1;1618;159.82;23;Ceará;10564;2014;46522;Indústria;10564
Indicador  6.4.1;1618;151.91;23;Ceará;10564;2014;13;Serviços;10564
Indicador  6.4.1;1618;0.93;23;Ceará;10564;2014;45985;Agropecuária;10564
Indicador  6.4.1;1618;50.73;23;Ceará;10564;2015;100374;Total;10564
Indicador  6.4.1;1618;148.05;23;Ceará;10564;2015;46522;Indústria;10564
Indicador  6.4.1;1618;148.15;23;Ceará;10564;2015;13;Serviços;10564
Indicador  6.4.1;1618;1.03;23;Ceará;10564;2015;45985;Agropecuária;10564
Indicador  6.4.1;1618;49.93;23;Ceará;10564;2016;100374;Total;10564
Indicador  6.4.1;1618;144.11;23;Ceará;10564;2016;46522;Indústria;10564
Indicador  6.4.1;1618;143.06;23;Ceará;10564;2016;13;Serviços;10564
Indicador  6.4.1;1618;1.12;23;Ceará;10564;2016;45985;Agropecuária;10564
Indicador  6.4.1;1618;55.09;23;Ceará;10564;2017;100374;Total;10564
Indicador  6.4.1;1618;143.06;23;Ceará;10564;2017;46522;Indústria;10564
Indicador  6.4.1;1618;142.87;23;Ceará;10564;2017;13;Serviços;10564
Indicador  6.4.1;1618;1.40;23;Ceará;10564;2017;45985;Agropecuária;10564
Indicador  6.4.1;1618;58.32;23;Ceará;10564;2018;100374;Total;10564
Indicador  6.4.1;1618;144.60;23;Ceará;10564;2018;46522;Indústria;10564
Indicador  6.4.1;1618;144.39;23;Ceará;10564;2018;13;Serviços;10564
Indicador  6.4.1;1618;1.75;23;Ceará;10564;2018;45985;Agropecuária;10564
Indicador  6.4.1;1618;68.00;24;Rio Grande do Norte;10564;2010;100374;Total;10564
Indicador  6.4.1;1618;155.40;24;Rio Grande do Norte;10564;2010;46522;Indústria;10564
Indicador  6.4.1;1618;163.73;24;Rio Grande do Norte;10564;2010;13;Serviços;10564
Indicador  6.4.1;1618;1.05;24;Rio Grande do Norte;10564;2010;45985;Agropecuária;10564
Indicador  6.4.1;1618;82.20;24;Rio Grande do Norte;10564;2011;100374;Total;10564
Indicador  6.4.1;1618;180.45;24;Rio Grande do Norte;10564;2011;46522;Indústria;10564
Indicador  6.4.1;1618;165.91;24;Rio Grande do Norte;10564;2011;13;Serviços;10564
Indicador  6.4.1;1618;1.37;24;Rio Grande do Norte;10564;2011;45985;Agropecuária;10564
Indicador  6.4.1;1618;62.95;24;Rio Grande do Norte;10564;2012;100374;Total;10564
Indicador  6.4.1;1618;192.20;24;Rio Grande do Norte;10564;2012;46522;Indústria;10564
Indicador  6.4.1;1618;168.39;24;Rio Grande do Norte;10564;2012;13;Serviços;10564
Indicador  6.4.1;1618;0.72;24;Rio Grande do Norte;10564;2012;45985;Agropecuária;10564
Indicador  6.4.1;1618;70.90;24;Rio Grande do Norte;10564;2013;100374;Total;10564
Indicador  6.4.1;1618;195.15;24;Rio Grande do Norte;10564;2013;46522;Indústria;10564
Indicador  6.4.1;1618;167.48;24;Rio Grande do Norte;10564;2013;13;Serviços;10564
Indicador  6.4.1;1618;0.95;24;Rio Grande do Norte;10564;2013;45985;Agropecuária;10564
Indicador  6.4.1;1618;72.16;24;Rio Grande do Norte;10564;2014;100374;Total;10564
Indicador  6.4.1;1618;192.60;24;Rio Grande do Norte;10564;2014;46522;Indústria;10564
Indicador  6.4.1;1618;168.89;24;Rio Grande do Norte;10564;2014;13;Serviços;10564
Indicador  6.4.1;1618;1.09;24;Rio Grande do Norte;10564;2014;45985;Agropecuária;10564
Indicador  6.4.1;1618;68.27;24;Rio Grande do Norte;10564;2015;100374;Total;10564
Indicador  6.4.1;1618;196.81;24;Rio Grande do Norte;10564;2015;46522;Indústria;10564
Indicador  6.4.1;1618;164.41;24;Rio Grande do Norte;10564;2015;13;Serviços;10564
Indicador  6.4.1;1618;1.09;24;Rio Grande do Norte;10564;2015;45985;Agropecuária;10564
Indicador  6.4.1;1618;65.12;24;Rio Grande do Norte;10564;2016;100374;Total;10564
Indicador  6.4.1;1618;188.38;24;Rio Grande do Norte;10564;2016;46522;Indústria;10564
Indicador  6.4.1;1618;157.33;24;Rio Grande do Norte;10564;2016;13;Serviços;10564
Indicador  6.4.1;1618;1.02;24;Rio Grande do Norte;10564;2016;45985;Agropecuária;10564
Indicador  6.4.1;1618;69.61;24;Rio Grande do Norte;10564;2017;100374;Total;10564
Indicador  6.4.1;1618;185.81;24;Rio Grande do Norte;10564;2017;46522;Indústria;10564
Indicador  6.4.1;1618;158.45;24;Rio Grande do Norte;10564;2017;13;Serviços;10564
Indicador  6.4.1;1618;1.23;24;Rio Grande do Norte;10564;2017;45985;Agropecuária;10564
Indicador  6.4.1;1618;72.76;24;Rio Grande do Norte;10564;2018;100374;Total;10564
Indicador  6.4.1;1618;188.81;24;Rio Grande do Norte;10564;2018;46522;Indústria;10564
Indicador  6.4.1;1618;162.91;24;Rio Grande do Norte;10564;2018;13;Serviços;10564
Indicador  6.4.1;1618;1.44;24;Rio Grande do Norte;10564;2018;45985;Agropecuária;10564
Indicador  6.4.1;1618;75.92;25;Paraíba;10564;2010;100374;Total;10564
Indicador  6.4.1;1618;63.30;25;Paraíba;10564;2010;46522;Indústria;10564
Indicador  6.4.1;1618;168.28;25;Paraíba;10564;2010;13;Serviços;10564
Indicador  6.4.1;1618;8.78;25;Paraíba;10564;2010;45985;Agropecuária;10564
Indicador  6.4.1;1618;88.09;25;Paraíba;10564;2011;100374;Total;10564
Indicador  6.4.1;1618;65.87;25;Paraíba;10564;2011;46522;Indústria;10564
Indicador  6.4.1;1618;172.22;25;Paraíba;10564;2011;13;Serviços;10564
Indicador  6.4.1;1618;13.96;25;Paraíba;10564;2011;45985;Agropecuária;10564
Indicador  6.4.1;1618;79.09;25;Paraíba;10564;2012;100374;Total;10564
Indicador  6.4.1;1618;70.62;25;Paraíba;10564;2012;46522;Indústria;10564
Indicador  6.4.1;1618;177.72;25;Paraíba;10564;2012;13;Serviços;10564
Indicador  6.4.1;1618;8.27;25;Paraíba;10564;2012;45985;Agropecuária;10564
Indicador  6.4.1;1618;94.17;25;Paraíba;10564;2013;100374;Total;10564
Indicador  6.4.1;1618;78.83;25;Paraíba;10564;2013;46522;Indústria;10564
Indicador  6.4.1;1618;181.30;25;Paraíba;10564;2013;13;Serviços;10564
Indicador  6.4.1;1618;14.05;25;Paraíba;10564;2013;45985;Agropecuária;10564
Indicador  6.4.1;1618;100.24;25;Paraíba;10564;2014;100374;Total;10564
Indicador  6.4.1;1618;80.28;25;Paraíba;10564;2014;46522;Indústria;10564
Indicador  6.4.1;1618;182.71;25;Paraíba;10564;2014;13;Serviços;10564
Indicador  6.4.1;1618;17.33;25;Paraíba;10564;2014;45985;Agropecuária;10564
Indicador  6.4.1;1618;107.06;25;Paraíba;10564;2015;100374;Total;10564
Indicador  6.4.1;1618;81.27;25;Paraíba;10564;2015;46522;Indústria;10564
Indicador  6.4.1;1618;176.82;25;Paraíba;10564;2015;13;Serviços;10564
Indicador  6.4.1;1618;30.46;25;Paraíba;10564;2015;45985;Agropecuária;10564
Indicador  6.4.1;1618;106.89;25;Paraíba;10564;2016;100374;Total;10564
Indicador  6.4.1;1618;75.84;25;Paraíba;10564;2016;46522;Indústria;10564
Indicador  6.4.1;1618;172.40;25;Paraíba;10564;2016;13;Serviços;10564
Indicador  6.4.1;1618;33.35;25;Paraíba;10564;2016;45985;Agropecuária;10564
Indicador  6.4.1;1618;80.41;25;Paraíba;10564;2017;100374;Total;10564
Indicador  6.4.1;1618;73.52;25;Paraíba;10564;2017;46522;Indústria;10564
Indicador  6.4.1;1618;171.80;25;Paraíba;10564;2017;13;Serviços;10564
Indicador  6.4.1;1618;-68.21;25;Paraíba;10564;2017;45985;Agropecuária;10564
Indicador  6.4.1;1618;91.68;25;Paraíba;10564;2018;100374;Total;10564
Indicador  6.4.1;1618;74.86;25;Paraíba;10564;2018;46522;Indústria;10564
Indicador  6.4.1;1618;175.64;25;Paraíba;10564;2018;13;Serviços;10564
Indicador  6.4.1;1618;-46.53;25;Paraíba;10564;2018;45985;Agropecuária;10564
Indicador  6.4.1;1618;49.44;26;Pernambuco;10564;2010;100374;Total;10564
Indicador  6.4.1;1618;45.80;26;Pernambuco;10564;2010;46522;Indústria;10564
Indicador  6.4.1;1618;160.90;26;Pernambuco;10564;2010;13;Serviços;10564
Indicador  6.4.1;1618;-3.17;26;Pernambuco;10564;2010;45985;Agropecuária;10564
Indicador  6.4.1;1618;53.14;26;Pernambuco;10564;2011;100374;Total;10564
Indicador  6.4.1;1618;48.87;26;Pernambuco;10564;2011;46522;Indústria;10564
Indicador  6.4.1;1618;165.33;26;Pernambuco;10564;2011;13;Serviços;10564
Indicador  6.4.1;1618;-2.79;26;Pernambuco;10564;2011;45985;Agropecuária;10564
Indicador  6.4.1;1618;48.49;26;Pernambuco;10564;2012;100374;Total;10564
Indicador  6.4.1;1618;52.48;26;Pernambuco;10564;2012;46522;Indústria;10564
Indicador  6.4.1;1618;172.87;26;Pernambuco;10564;2012;13;Serviços;10564
Indicador  6.4.1;1618;-0.98;26;Pernambuco;10564;2012;45985;Agropecuária;10564
Indicador  6.4.1;1618;52.65;26;Pernambuco;10564;2013;100374;Total;10564
Indicador  6.4.1;1618;49.94;26;Pernambuco;10564;2013;46522;Indústria;10564
Indicador  6.4.1;1618;173.53;26;Pernambuco;10564;2013;13;Serviços;10564
Indicador  6.4.1;1618;-1.12;26;Pernambuco;10564;2013;45985;Agropecuária;10564
Indicador  6.4.1;1618;56.15;26;Pernambuco;10564;2014;100374;Total;10564
Indicador  6.4.1;1618;49.12;26;Pernambuco;10564;2014;46522;Indústria;10564
Indicador  6.4.1;1618;175.71;26;Pernambuco;10564;2014;13;Serviços;10564
Indicador  6.4.1;1618;-1.14;26;Pernambuco;10564;2014;45985;Agropecuária;10564
Indicador  6.4.1;1618;50.23;26;Pernambuco;10564;2015;100374;Total;10564
Indicador  6.4.1;1618;52.60;26;Pernambuco;10564;2015;46522;Indústria;10564
Indicador  6.4.1;1618;166.85;26;Pernambuco;10564;2015;13;Serviços;10564
Indicador  6.4.1;1618;-0.25;26;Pernambuco;10564;2015;45985;Agropecuária;10564
Indicador  6.4.1;1618;48.73;26;Pernambuco;10564;2016;100374;Total;10564
Indicador  6.4.1;1618;48.32;26;Pernambuco;10564;2016;46522;Indústria;10564
Indicador  6.4.1;1618;160.21;26;Pernambuco;10564;2016;13;Serviços;10564
Indicador  6.4.1;1618;-0.19;26;Pernambuco;10564;2016;45985;Agropecuária;10564
Indicador  6.4.1;1618;50.19;26;Pernambuco;10564;2017;100374;Total;10564
Indicador  6.4.1;1618;49.59;26;Pernambuco;10564;2017;46522;Indústria;10564
Indicador  6.4.1;1618;161.12;26;Pernambuco;10564;2017;13;Serviços;10564
Indicador  6.4.1;1618;-0.18;26;Pernambuco;10564;2017;45985;Agropecuária;10564
Indicador  6.4.1;1618;52.96;26;Pernambuco;10564;2018;100374;Total;10564
Indicador  6.4.1;1618;55.25;26;Pernambuco;10564;2018;46522;Indústria;10564
Indicador  6.4.1;1618;162.58;26;Pernambuco;10564;2018;13;Serviços;10564
Indicador  6.4.1;1618;-0.34;26;Pernambuco;10564;2018;45985;Agropecuária;10564
Indicador  6.4.1;1618;31.32;27;Alagoas;10564;2010;100374;Total;10564
Indicador  6.4.1;1618;12.43;27;Alagoas;10564;2010;46522;Indústria;10564
Indicador  6.4.1;1618;156.73;27;Alagoas;10564;2010;13;Serviços;10564
Indicador  6.4.1;1618;-3.68;27;Alagoas;10564;2010;45985;Agropecuária;10564
Indicador  6.4.1;1618;33.39;27;Alagoas;10564;2011;100374;Total;10564
Indicador  6.4.1;1618;14.38;27;Alagoas;10564;2011;46522;Indústria;10564
Indicador  6.4.1;1618;157.55;27;Alagoas;10564;2011;13;Serviços;10564
Indicador  6.4.1;1618;-4.49;27;Alagoas;10564;2011;45985;Agropecuária;10564
Indicador  6.4.1;1618;33.64;27;Alagoas;10564;2012;100374;Total;10564
Indicador  6.4.1;1618;15.18;27;Alagoas;10564;2012;46522;Indústria;10564
Indicador  6.4.1;1618;163.38;27;Alagoas;10564;2012;13;Serviços;10564
Indicador  6.4.1;1618;-2.93;27;Alagoas;10564;2012;45985;Agropecuária;10564
Indicador  6.4.1;1618;37.18;27;Alagoas;10564;2013;100374;Total;10564
