ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO
Indicador  8.6.1;2;21.0;1;Brasil;8840;2016
Indicador  8.6.1;2;22.5;1;Brasil;8840;2017
Indicador  8.6.1;2;22.3;1;Brasil;8840;2018
Indicador  8.6.1;2;21.3;1;Brasil;8840;2019
Indicador  8.6.1;2;18.7;1;Brasil;8840;2022
Indicador  8.6.1;2;18.5;1;Brasil;8840;2023
Indicador  8.6.1;2;21.0;11;Rondônia;8840;2016
Indicador  8.6.1;2;22.1;11;Rondônia;8840;2017
Indicador  8.6.1;2;23.8;11;Rondônia;8840;2018
Indicador  8.6.1;2;19.8;11;Rondônia;8840;2019
Indicador  8.6.1;2;16.7;11;Rondônia;8840;2022
Indicador  8.6.1;2;17.6;11;Rondônia;8840;2023
Indicador  8.6.1;2;24.7;12;Acre;8840;2016
Indicador  8.6.1;2;28.8;12;Acre;8840;2017
Indicador  8.6.1;2;29.0;12;Acre;8840;2018
Indicador  8.6.1;2;27.6;12;Acre;8840;2019
Indicador  8.6.1;2;26.8;12;Acre;8840;2022
Indicador  8.6.1;2;28.7;12;Acre;8840;2023
Indicador  8.6.1;2;23.3;13;Amazonas;8840;2016
Indicador  8.6.1;2;23.4;13;Amazonas;8840;2017
Indicador  8.6.1;2;23.7;13;Amazonas;8840;2018
Indicador  8.6.1;2;24.3;13;Amazonas;8840;2019
Indicador  8.6.1;2;24.1;13;Amazonas;8840;2022
Indicador  8.6.1;2;22.3;13;Amazonas;8840;2023
Indicador  8.6.1;2;20.5;14;Roraima;8840;2016
Indicador  8.6.1;2;22.6;14;Roraima;8840;2017
Indicador  8.6.1;2;24.3;14;Roraima;8840;2018
Indicador  8.6.1;2;24.4;14;Roraima;8840;2019
Indicador  8.6.1;2;23.4;14;Roraima;8840;2022
Indicador  8.6.1;2;23.9;14;Roraima;8840;2023
Indicador  8.6.1;2;22.5;15;Pará;8840;2016
Indicador  8.6.1;2;24.7;15;Pará;8840;2017
Indicador  8.6.1;2;23.8;15;Pará;8840;2018
Indicador  8.6.1;2;24.5;15;Pará;8840;2019
Indicador  8.6.1;2;20.7;15;Pará;8840;2022
Indicador  8.6.1;2;21.7;15;Pará;8840;2023
Indicador  8.6.1;2;24.5;16;Amapá;8840;2016
Indicador  8.6.1;2;25.6;16;Amapá;8840;2017
Indicador  8.6.1;2;26.3;16;Amapá;8840;2018
Indicador  8.6.1;2;25.4;16;Amapá;8840;2019
Indicador  8.6.1;2;27.1;16;Amapá;8840;2022
Indicador  8.6.1;2;27.5;16;Amapá;8840;2023
Indicador  8.6.1;2;23.3;17;Tocantins;8840;2016
Indicador  8.6.1;2;22.0;17;Tocantins;8840;2017
Indicador  8.6.1;2;22.9;17;Tocantins;8840;2018
Indicador  8.6.1;2;21.4;17;Tocantins;8840;2019
Indicador  8.6.1;2;16.1;17;Tocantins;8840;2022
Indicador  8.6.1;2;19.5;17;Tocantins;8840;2023
Indicador  8.6.1;2;26.4;21;Maranhão;8840;2016
Indicador  8.6.1;2;29.4;21;Maranhão;8840;2017
Indicador  8.6.1;2;31.4;21;Maranhão;8840;2018
Indicador  8.6.1;2;31.6;21;Maranhão;8840;2019
Indicador  8.6.1;2;28.2;21;Maranhão;8840;2022
Indicador  8.6.1;2;27.5;21;Maranhão;8840;2023
Indicador  8.6.1;2;22.3;22;Piauí;8840;2016
