ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;SUB_INDICADOR
Indicador  3.1.2;2;98.0;1;Brasil;11598;2013;11598
Indicador  3.1.2;2;98.4;1;Brasil;11598;2014;11598
Indicador  3.1.2;2;98.2;1;Brasil;11598;2015;11598
Indicador  3.1.2;2;98.6;1;Brasil;11598;2016;11598
Indicador  3.1.2;2;98.7;1;Brasil;11598;2017;11598
Indicador  3.1.2;2;98.8;1;Brasil;11598;2018;11598
Indicador  3.1.2;2;98.4;1;Brasil;11598;2019;11598
Indicador  3.1.2;2;98.4;1;Brasil;11598;2020;11598
Indicador  3.1.2;2;98.2;1;Brasil;11598;2021;11598
Indicador  3.1.2;2;98.7;1;Brasil;11598;2022;11598
Indicador  3.1.2;2;98.5;11;Rondônia;11598;2013;11598
Indicador  3.1.2;2;99.3;11;Rondônia;11598;2014;11598
Indicador  3.1.2;2;96.5;11;Rondônia;11598;2015;11598
Indicador  3.1.2;2;91.8;11;Rondônia;11598;2016;11598
Indicador  3.1.2;2;90.6;11;Rondônia;11598;2017;11598
Indicador  3.1.2;2;96.9;11;Rondônia;11598;2018;11598
Indicador  3.1.2;2;99.4;11;Rondônia;11598;2019;11598
Indicador  3.1.2;2;99.3;11;Rondônia;11598;2020;11598
Indicador  3.1.2;2;98.9;11;Rondônia;11598;2021;11598
Indicador  3.1.2;2;98.7;11;Rondônia;11598;2022;11598
Indicador  3.1.2;2;83.0;12;Acre;11598;2013;11598
Indicador  3.1.2;2;94.4;12;Acre;11598;2014;11598
Indicador  3.1.2;2;95.7;12;Acre;11598;2015;11598
Indicador  3.1.2;2;98.2;12;Acre;11598;2016;11598
Indicador  3.1.2;2;97.4;12;Acre;11598;2017;11598
Indicador  3.1.2;2;98.0;12;Acre;11598;2018;11598
Indicador  3.1.2;2;97.8;12;Acre;11598;2019;11598
Indicador  3.1.2;2;97.7;12;Acre;11598;2020;11598
Indicador  3.1.2;2;98.0;12;Acre;11598;2021;11598
Indicador  3.1.2;2;98.4;12;Acre;11598;2022;11598
Indicador  3.1.2;2;96.1;13;Amazonas;11598;2013;11598
Indicador  3.1.2;2;95.2;13;Amazonas;11598;2014;11598
Indicador  3.1.2;2;95.5;13;Amazonas;11598;2015;11598
Indicador  3.1.2;2;95.5;13;Amazonas;11598;2016;11598
Indicador  3.1.2;2;96.4;13;Amazonas;11598;2017;11598
Indicador  3.1.2;2;96.6;13;Amazonas;11598;2018;11598
Indicador  3.1.2;2;95.8;13;Amazonas;11598;2019;11598
Indicador  3.1.2;2;95.7;13;Amazonas;11598;2020;11598
Indicador  3.1.2;2;95.9;13;Amazonas;11598;2021;11598
Indicador  3.1.2;2;96.6;13;Amazonas;11598;2022;11598
Indicador  3.1.2;2;92.5;14;Roraima;11598;2013;11598
Indicador  3.1.2;2;93.7;14;Roraima;11598;2014;11598
Indicador  3.1.2;2;92.4;14;Roraima;11598;2015;11598
Indicador  3.1.2;2;92.0;14;Roraima;11598;2016;11598
Indicador  3.1.2;2;93.3;14;Roraima;11598;2017;11598
Indicador  3.1.2;2;91.1;14;Roraima;11598;2018;11598
Indicador  3.1.2;2;91.3;14;Roraima;11598;2019;11598
Indicador  3.1.2;2;90.6;14;Roraima;11598;2020;11598
Indicador  3.1.2;2;90.1;14;Roraima;11598;2021;11598
Indicador  3.1.2;2;90.8;14;Roraima;11598;2022;11598
Indicador  3.1.2;2;93.1;15;Pará;11598;2013;11598
Indicador  3.1.2;2;94.1;15;Pará;11598;2014;11598
Indicador  3.1.2;2;93.8;15;Pará;11598;2015;11598
Indicador  3.1.2;2;94.7;15;Pará;11598;2016;11598
Indicador  3.1.2;2;96.1;15;Pará;11598;2017;11598
Indicador  3.1.2;2;96.7;15;Pará;11598;2018;11598
Indicador  3.1.2;2;95.9;15;Pará;11598;2019;11598
Indicador  3.1.2;2;97.0;15;Pará;11598;2020;11598
Indicador  3.1.2;2;96.8;15;Pará;11598;2021;11598
Indicador  3.1.2;2;97.0;15;Pará;11598;2022;11598
Indicador  3.1.2;2;97.0;16;Amapá;11598;2013;11598
Indicador  3.1.2;2;98.1;16;Amapá;11598;2014;11598
Indicador  3.1.2;2;97.8;16;Amapá;11598;2015;11598
Indicador  3.1.2;2;98.2;16;Amapá;11598;2016;11598
Indicador  3.1.2;2;98.3;16;Amapá;11598;2017;11598
Indicador  3.1.2;2;98.4;16;Amapá;11598;2018;11598
Indicador  3.1.2;2;94.0;16;Amapá;11598;2019;11598
Indicador  3.1.2;2;97.5;16;Amapá;11598;2020;11598
Indicador  3.1.2;2;98.6;16;Amapá;11598;2021;11598
Indicador  3.1.2;2;98.6;16;Amapá;11598;2022;11598
Indicador  3.1.2;2;98.6;17;Tocantins;11598;2013;11598
Indicador  3.1.2;2;98.8;17;Tocantins;11598;2014;11598
Indicador  3.1.2;2;99.0;17;Tocantins;11598;2015;11598
Indicador  3.1.2;2;98.9;17;Tocantins;11598;2016;11598
Indicador  3.1.2;2;99.3;17;Tocantins;11598;2017;11598
Indicador  3.1.2;2;99.4;17;Tocantins;11598;2018;11598
Indicador  3.1.2;2;99.3;17;Tocantins;11598;2019;11598
Indicador  3.1.2;2;98.2;17;Tocantins;11598;2020;11598
Indicador  3.1.2;2;98.1;17;Tocantins;11598;2021;11598
Indicador  3.1.2;2;99.2;17;Tocantins;11598;2022;11598
Indicador  3.1.2;2;95.9;21;Maranhão;11598;2013;11598
