ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;CODG_ETAPA_ENS;DESC_ETAPA_ENS
Indicador  4.c.1;1726;90.3;14;Roraima;9610;2020;41123;Ensino fundamental - anos iniciais
Indicador  4.c.1;1726;48.9;14;Roraima;9610;2020;41124;Ensino fundamental - anos finais
Indicador  4.c.1;1726;63.1;14;Roraima;9610;2020;41125;Ensino médio
Indicador  4.c.1;1726;78.1;14;Roraima;9610;2021;41122;Educação infantil
Indicador  4.c.1;1726;91.3;14;Roraima;9610;2021;41123;Ensino fundamental - anos iniciais
Indicador  4.c.1;1726;53.6;14;Roraima;9610;2021;41124;Ensino fundamental - anos finais
Indicador  4.c.1;1726;65.8;14;Roraima;9610;2021;41125;Ensino médio
Indicador  4.c.1;1726;75.9;14;Roraima;9610;2022;41122;Educação infantil
Indicador  4.c.1;1726;90.0;14;Roraima;9610;2022;41123;Ensino fundamental - anos iniciais
Indicador  4.c.1;1726;55.9;14;Roraima;9610;2022;41124;Ensino fundamental - anos finais
Indicador  4.c.1;1726;69.6;14;Roraima;9610;2022;41125;Ensino médio
Indicador  4.c.1;1726;80.1;15;Pará;9610;2007;41122;Educação infantil
Indicador  4.c.1;1726;78.5;15;Pará;9610;2007;41123;Ensino fundamental - anos iniciais
Indicador  4.c.1;1726;37.5;15;Pará;9610;2007;41124;Ensino fundamental - anos finais
Indicador  4.c.1;1726;79.0;15;Pará;9610;2007;41125;Ensino médio
Indicador  4.c.1;1726;84.2;15;Pará;9610;2008;41122;Educação infantil
Indicador  4.c.1;1726;87.0;15;Pará;9610;2008;41123;Ensino fundamental - anos iniciais
Indicador  4.c.1;1726;40.0;15;Pará;9610;2008;41124;Ensino fundamental - anos finais
Indicador  4.c.1;1726;83.3;15;Pará;9610;2008;41125;Ensino médio
Indicador  4.c.1;1726;81.9;15;Pará;9610;2009;41122;Educação infantil
Indicador  4.c.1;1726;86.2;15;Pará;9610;2009;41123;Ensino fundamental - anos iniciais
Indicador  4.c.1;1726;40.5;15;Pará;9610;2009;41124;Ensino fundamental - anos finais
Indicador  4.c.1;1726;83.1;15;Pará;9610;2009;41125;Ensino médio
Indicador  4.c.1;1726;80.6;15;Pará;9610;2010;41122;Educação infantil
Indicador  4.c.1;1726;87.2;15;Pará;9610;2010;41123;Ensino fundamental - anos iniciais
Indicador  4.c.1;1726;41.9;15;Pará;9610;2010;41124;Ensino fundamental - anos finais
Indicador  4.c.1;1726;86.4;15;Pará;9610;2010;41125;Ensino médio
Indicador  4.c.1;1726;71.0;15;Pará;9610;2011;41122;Educação infantil
Indicador  4.c.1;1726;81.6;15;Pará;9610;2011;41123;Ensino fundamental - anos iniciais
Indicador  4.c.1;1726;44.2;15;Pará;9610;2011;41124;Ensino fundamental - anos finais
Indicador  4.c.1;1726;86.0;15;Pará;9610;2011;41125;Ensino médio
Indicador  4.c.1;1726;64.6;15;Pará;9610;2012;41122;Educação infantil
Indicador  4.c.1;1726;76.6;15;Pará;9610;2012;41123;Ensino fundamental - anos iniciais
Indicador  4.c.1;1726;46.9;15;Pará;9610;2012;41124;Ensino fundamental - anos finais
Indicador  4.c.1;1726;86.6;15;Pará;9610;2012;41125;Ensino médio
Indicador  4.c.1;1726;60.8;15;Pará;9610;2013;41122;Educação infantil
Indicador  4.c.1;1726;74.1;15;Pará;9610;2013;41123;Ensino fundamental - anos iniciais
Indicador  4.c.1;1726;49.2;15;Pará;9610;2013;41124;Ensino fundamental - anos finais
Indicador  4.c.1;1726;86.3;15;Pará;9610;2013;41125;Ensino médio
Indicador  4.c.1;1726;59.6;15;Pará;9610;2014;41122;Educação infantil
Indicador  4.c.1;1726;73.8;15;Pará;9610;2014;41123;Ensino fundamental - anos iniciais
Indicador  4.c.1;1726;52.0;15;Pará;9610;2014;41124;Ensino fundamental - anos finais
Indicador  4.c.1;1726;88.5;15;Pará;9610;2014;41125;Ensino médio
Indicador  4.c.1;1726;60.0;15;Pará;9610;2015;41122;Educação infantil
Indicador  4.c.1;1726;74.9;15;Pará;9610;2015;41123;Ensino fundamental - anos iniciais
Indicador  4.c.1;1726;53.9;15;Pará;9610;2015;41124;Ensino fundamental - anos finais
Indicador  4.c.1;1726;88.5;15;Pará;9610;2015;41125;Ensino médio
Indicador  4.c.1;1726;61.7;15;Pará;9610;2016;41122;Educação infantil
Indicador  4.c.1;1726;76.1;15;Pará;9610;2016;41123;Ensino fundamental - anos iniciais
Indicador  4.c.1;1726;56.0;15;Pará;9610;2016;41124;Ensino fundamental - anos finais
Indicador  4.c.1;1726;90.5;15;Pará;9610;2016;41125;Ensino médio
