ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;CODG_IDADE;DESC_IDADE;CODG_SIT_DOM;DESC_SIT_DOM;SUB_INDICADOR
Indicador  16.1.3.1;1572;-;26;Pernambuco;11392;2019;3299;30 a 39 anos;1;Urbana;11392
Indicador  16.1.3.1;1572;-;26;Pernambuco;11392;2019;3299;30 a 39 anos;2;Rural;11392
Indicador  16.1.3.1;1572;396.441;26;Pernambuco;11392;2019;99127;40 a 59 anos;6795;Total;11392
Indicador  16.1.3.1;1572;-;26;Pernambuco;11392;2019;99127;40 a 59 anos;1;Urbana;11392
Indicador  16.1.3.1;1572;-;26;Pernambuco;11392;2019;99127;40 a 59 anos;2;Rural;11392
Indicador  16.1.3.1;1572;125.571;26;Pernambuco;11392;2019;3302;60 anos ou mais;6795;Total;11392
Indicador  16.1.3.1;1572;-;26;Pernambuco;11392;2019;3302;60 anos ou mais;1;Urbana;11392
Indicador  16.1.3.1;1572;-;26;Pernambuco;11392;2019;3302;60 anos ou mais;2;Rural;11392
Indicador  16.1.3.1;1572;377.093;27;Alagoas;11392;2019;95253;Total;6795;Total;11392
Indicador  16.1.3.1;1572;-;27;Alagoas;11392;2019;95253;Total;1;Urbana;11392
Indicador  16.1.3.1;1572;-;27;Alagoas;11392;2019;95253;Total;2;Rural;11392
Indicador  16.1.3.1;1572;124.043;27;Alagoas;11392;2019;33061;18 a 29 anos;6795;Total;11392
Indicador  16.1.3.1;1572;-;27;Alagoas;11392;2019;33061;18 a 29 anos;1;Urbana;11392
Indicador  16.1.3.1;1572;-;27;Alagoas;11392;2019;33061;18 a 29 anos;2;Rural;11392
Indicador  16.1.3.1;1572;94.868;27;Alagoas;11392;2019;3299;30 a 39 anos;6795;Total;11392
Indicador  16.1.3.1;1572;-;27;Alagoas;11392;2019;3299;30 a 39 anos;1;Urbana;11392
Indicador  16.1.3.1;1572;-;27;Alagoas;11392;2019;3299;30 a 39 anos;2;Rural;11392
Indicador  16.1.3.1;1572;134.228;27;Alagoas;11392;2019;99127;40 a 59 anos;6795;Total;11392
Indicador  16.1.3.1;1572;-;27;Alagoas;11392;2019;99127;40 a 59 anos;1;Urbana;11392
Indicador  16.1.3.1;1572;-;27;Alagoas;11392;2019;99127;40 a 59 anos;2;Rural;11392
Indicador  16.1.3.1;1572;23.953;27;Alagoas;11392;2019;3302;60 anos ou mais;6795;Total;11392
Indicador  16.1.3.1;1572;-;27;Alagoas;11392;2019;3302;60 anos ou mais;1;Urbana;11392
Indicador  16.1.3.1;1572;-;27;Alagoas;11392;2019;3302;60 anos ou mais;2;Rural;11392
Indicador  16.1.3.1;1572;424.931;28;Sergipe;11392;2019;95253;Total;6795;Total;11392
Indicador  16.1.3.1;1572;-;28;Sergipe;11392;2019;95253;Total;1;Urbana;11392
