ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;CODG_SEXO;DESC_SEXO
Indicador  8.5.2.2;2;7.3;1;Brasil;10004;2012;6794;Total
Indicador  8.5.2.2;2;6.0;1;Brasil;10004;2012;4;Homens
Indicador  8.5.2.2;2;9.2;1;Brasil;10004;2012;5;Mulheres
Indicador  8.5.2.2;2;7.3;1;Brasil;10004;2013;6794;Total
Indicador  8.5.2.2;2;5.8;1;Brasil;10004;2013;4;Homens
Indicador  8.5.2.2;2;9.2;1;Brasil;10004;2013;5;Mulheres
Indicador  8.5.2.2;2;7.0;1;Brasil;10004;2014;6794;Total
Indicador  8.5.2.2;2;5.7;1;Brasil;10004;2014;4;Homens
Indicador  8.5.2.2;2;8.7;1;Brasil;10004;2014;5;Mulheres
Indicador  8.5.2.2;2;8.8;1;Brasil;10004;2015;6794;Total
Indicador  8.5.2.2;2;7.5;1;Brasil;10004;2015;4;Homens
Indicador  8.5.2.2;2;10.7;1;Brasil;10004;2015;5;Mulheres
Indicador  8.5.2.2;2;11.6;1;Brasil;10004;2016;6794;Total
Indicador  8.5.2.2;2;10.2;1;Brasil;10004;2016;4;Homens
Indicador  8.5.2.2;2;13.5;1;Brasil;10004;2016;5;Mulheres
Indicador  8.5.2.2;2;12.6;1;Brasil;10004;2017;6794;Total
Indicador  8.5.2.2;2;10.8;1;Brasil;10004;2017;4;Homens
Indicador  8.5.2.2;2;14.8;1;Brasil;10004;2017;5;Mulheres
Indicador  8.5.2.2;2;12.1;1;Brasil;10004;2018;6794;Total
Indicador  8.5.2.2;2;10.5;1;Brasil;10004;2018;4;Homens
Indicador  8.5.2.2;2;14.1;1;Brasil;10004;2018;5;Mulheres
Indicador  8.5.2.2;2;11.7;1;Brasil;10004;2019;6794;Total
Indicador  8.5.2.2;2;9.6;1;Brasil;10004;2019;4;Homens
Indicador  8.5.2.2;2;14.4;1;Brasil;10004;2019;5;Mulheres
Indicador  8.5.2.2;2;13.7;1;Brasil;10004;2020;6794;Total
Indicador  8.5.2.2;2;11.7;1;Brasil;10004;2020;4;Homens
Indicador  8.5.2.2;2;16.4;1;Brasil;10004;2020;5;Mulheres
Indicador  8.5.2.2;2;14.0;1;Brasil;10004;2021;6794;Total
Indicador  8.5.2.2;2;11.4;1;Brasil;10004;2021;4;Homens
Indicador  8.5.2.2;2;17.4;1;Brasil;10004;2021;5;Mulheres
Indicador  8.5.2.2;2;9.5;1;Brasil;10004;2022;6794;Total
Indicador  8.5.2.2;2;7.8;1;Brasil;10004;2022;4;Homens
Indicador  8.5.2.2;2;11.8;1;Brasil;10004;2022;5;Mulheres
Indicador  8.5.2.2;2;7.7;1;Brasil;10004;2023;6794;Total
Indicador  8.5.2.2;2;6.3;1;Brasil;10004;2023;4;Homens
