ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;SUB_INDICADOR
Indicador  9.2.1;2;12.7;1;Brasil;9312;2010;9312
Indicador  9.2.1;2;12.5;1;Brasil;9312;2011;9312
Indicador  9.2.1;2;12.0;1;Brasil;9312;2012;9312
Indicador  9.2.1;2;12.0;1;Brasil;9312;2013;9312
Indicador  9.2.1;2;11.4;1;Brasil;9312;2014;9312
Indicador  9.2.1;2;10.8;1;Brasil;9312;2015;9312
Indicador  9.2.1;2;10.6;1;Brasil;9312;2016;9312
Indicador  9.2.1;2;10.7;1;Brasil;9312;2017;9312
Indicador  9.2.1;2;10.7;1;Brasil;9312;2018;9312
Indicador  9.2.1;2;10.5;1;Brasil;9312;2019;9312
Indicador  9.2.1;2;10.4;1;Brasil;9312;2020;9312
Indicador  9.2.1;2;10.3;1;Brasil;9312;2021;9312
Indicador  9.2.1;2;7.2;11;Rondônia;9312;2010;9312
Indicador  9.2.1;2;7.5;11;Rondônia;9312;2011;9312
Indicador  9.2.1;2;8.0;11;Rondônia;9312;2012;9312
Indicador  9.2.1;2;8.2;11;Rondônia;9312;2013;9312
Indicador  9.2.1;2;8.1;11;Rondônia;9312;2014;9312
Indicador  9.2.1;2;7.8;11;Rondônia;9312;2015;9312
Indicador  9.2.1;2;7.8;11;Rondônia;9312;2016;9312
Indicador  9.2.1;2;7.5;11;Rondônia;9312;2017;9312
Indicador  9.2.1;2;8.0;11;Rondônia;9312;2018;9312
Indicador  9.2.1;2;7.9;11;Rondônia;9312;2019;9312
Indicador  9.2.1;2;8.0;11;Rondônia;9312;2020;9312
Indicador  9.2.1;2;7.7;11;Rondônia;9312;2021;9312
Indicador  9.2.1;2;3.8;12;Acre;9312;2010;9312
Indicador  9.2.1;2;3.9;12;Acre;9312;2011;9312
Indicador  9.2.1;2;3.8;12;Acre;9312;2012;9312
Indicador  9.2.1;2;3.5;12;Acre;9312;2013;9312
Indicador  9.2.1;2;3.7;12;Acre;9312;2014;9312
Indicador  9.2.1;2;4.0;12;Acre;9312;2015;9312
Indicador  9.2.1;2;4.1;12;Acre;9312;2016;9312
Indicador  9.2.1;2;4.0;12;Acre;9312;2017;9312
Indicador  9.2.1;2;4.1;12;Acre;9312;2018;9312
Indicador  9.2.1;2;3.9;12;Acre;9312;2019;9312
Indicador  9.2.1;2;3.8;12;Acre;9312;2020;9312
Indicador  9.2.1;2;3.8;12;Acre;9312;2021;9312
Indicador  9.2.1;2;25.9;13;Amazonas;9312;2010;9312
Indicador  9.2.1;2;25.7;13;Amazonas;9312;2011;9312
Indicador  9.2.1;2;24.6;13;Amazonas;9312;2012;9312
Indicador  9.2.1;2;24.9;13;Amazonas;9312;2013;9312
Indicador  9.2.1;2;23.7;13;Amazonas;9312;2014;9312
Indicador  9.2.1;2;22.0;13;Amazonas;9312;2015;9312
Indicador  9.2.1;2;20.8;13;Amazonas;9312;2016;9312
Indicador  9.2.1;2;22.0;13;Amazonas;9312;2017;9312
Indicador  9.2.1;2;22.8;13;Amazonas;9312;2018;9312
Indicador  9.2.1;2;22.6;13;Amazonas;9312;2019;9312
Indicador  9.2.1;2;23.4;13;Amazonas;9312;2020;9312
Indicador  9.2.1;2;23.6;13;Amazonas;9312;2021;9312
Indicador  9.2.1;2;1.4;14;Roraima;9312;2010;9312
Indicador  9.2.1;2;1.3;14;Roraima;9312;2011;9312
Indicador  9.2.1;2;1.2;14;Roraima;9312;2012;9312
Indicador  9.2.1;2;1.3;14;Roraima;9312;2013;9312
Indicador  9.2.1;2;1.3;14;Roraima;9312;2014;9312
Indicador  9.2.1;2;1.4;14;Roraima;9312;2015;9312
Indicador  9.2.1;2;1.4;14;Roraima;9312;2016;9312
Indicador  9.2.1;2;1.4;14;Roraima;9312;2017;9312
Indicador  9.2.1;2;1.2;14;Roraima;9312;2018;9312
Indicador  9.2.1;2;1.2;14;Roraima;9312;2019;9312
Indicador  9.2.1;2;1.0;14;Roraima;9312;2020;9312
Indicador  9.2.1;2;1.0;14;Roraima;9312;2021;9312
