ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;SUB_INDICADOR
Indicador  16.9.1;2;99.3;1;Brasil;353;2022;353
Indicador  16.9.1;2;99.3;1;Brasil;353;2023;353
Indicador  16.9.1;2;98.1;11;Rondônia;353;2022;353
Indicador  16.9.1;2;99.4;11;Rondônia;353;2023;353
Indicador  16.9.1;2;97.5;12;Acre;353;2022;353
Indicador  16.9.1;2;98.6;12;Acre;353;2023;353
Indicador  16.9.1;2;98.7;13;Amazonas;353;2022;353
Indicador  16.9.1;2;98.2;13;Amazonas;353;2023;353
Indicador  16.9.1;2;97.3;14;Roraima;353;2022;353
Indicador  16.9.1;2;95.6;14;Roraima;353;2023;353
Indicador  16.9.1;2;96.6;15;Pará;353;2022;353
Indicador  16.9.1;2;97.7;15;Pará;353;2023;353
Indicador  16.9.1;2;98.0;16;Amapá;353;2022;353
Indicador  16.9.1;2;100.0;16;Amapá;353;2023;353
Indicador  16.9.1;2;98.7;17;Tocantins;353;2022;353
Indicador  16.9.1;2;99.6;17;Tocantins;353;2023;353
Indicador  16.9.1;2;98.7;21;Maranhão;353;2022;353
Indicador  16.9.1;2;98.0;21;Maranhão;353;2023;353
Indicador  16.9.1;2;99.0;22;Piauí;353;2022;353
Indicador  16.9.1;2;98.1;22;Piauí;353;2023;353
Indicador  16.9.1;2;98.6;23;Ceará;353;2022;353
Indicador  16.9.1;2;98.7;23;Ceará;353;2023;353
Indicador  16.9.1;2;99.4;24;Rio Grande do Norte;353;2022;353
Indicador  16.9.1;2;99.6;24;Rio Grande do Norte;353;2023;353
Indicador  16.9.1;2;99.6;25;Paraíba;353;2022;353
Indicador  16.9.1;2;99.6;25;Paraíba;353;2023;353
Indicador  16.9.1;2;99.1;26;Pernambuco;353;2022;353
Indicador  16.9.1;2;99.2;26;Pernambuco;353;2023;353
Indicador  16.9.1;2;99.1;27;Alagoas;353;2022;353
Indicador  16.9.1;2;99.0;27;Alagoas;353;2023;353
Indicador  16.9.1;2;97.5;28;Sergipe;353;2022;353
Indicador  16.9.1;2;99.4;28;Sergipe;353;2023;353
Indicador  16.9.1;2;99.7;29;Bahia;353;2022;353
Indicador  16.9.1;2;98.8;29;Bahia;353;2023;353
Indicador  16.9.1;2;99.5;31;Minas Gerais;353;2022;353
Indicador  16.9.1;2;99.8;31;Minas Gerais;353;2023;353
Indicador  16.9.1;2;99.6;32;Espírito Santo;353;2022;353
Indicador  16.9.1;2;99.6;32;Espírito Santo;353;2023;353
Indicador  16.9.1;2;99.6;33;Rio de Janeiro;353;2022;353
Indicador  16.9.1;2;99.7;33;Rio de Janeiro;353;2023;353
Indicador  16.9.1;2;99.8;35;São Paulo;353;2022;353
